RawReturnMax,RawReturnMin,RawReturnAverage,Median Bonus,NumSamples,ExplainedVariance,ReturnMax,Mean Discrim,BonusRewardMax,Entropy,Perplexity,BonusRewardAverage,Iteration,BonusRewardMin,ElapsedTime,PathLenMax,ReturnAverage,AverageDiscountedReturn,PathLenMin,NumTrajs,ReturnMin,PathLenAverage
3.0,-12.0,-8.333333333333334,0.00346664009084,55187,1.0340748257675614e-09,2.9999474907371186,0.996217042129,0.03305951193794318,16.90408483315247,21945767.0361,0.0005111492686465016,12,-0.022111720640443117,198.23103594779968,500,-8.33332264818383,-2.8226697396497107,17,264,-11.9999882994668,209.04166666666666
1.0,-12.0,-8.182539682539682,0.000287380755777,55164,1.0582226206423684e-09,1.0002162079487402,0.999498021359,0.02723379167984001,16.90636304702449,21995821.1824,0.00045754696685711474,13,-0.023605058716901297,212.14061903953552,500,-8.1825296666187,-2.6363369475632457,22,252,-11.99995063563395,218.9047619047619
2.0,-12.0,-8.207171314741036,0.00251035967707,55883,1.0587759557978416e-09,2.000067030366821,0.997085763578,0.02955796789765377,16.90704729248325,22010876.8734,0.00034899842632716085,14,-0.029244984183726213,226.40954494476318,500,-8.207163544590015,-2.489627605670848,25,251,-12.000068029329716,222.6414342629482
1.0,-12.0,-7.742616033755274,0.00372492447203,56007,1.1134023703007756e-09,1.0002020484543588,0.995503492714,0.033975507666736515,16.90755080934528,22021962.5118,0.0004467775937862293,15,-0.02924311436190628,241.2576253414154,500,-7.742605475665529,-2.458838685775267,28,237,-11.999992620543907,236.31645569620252
1.0,-12.0,-7.485232067510548,0.00480971663874,55628,1.1157731405475602e-09,1.000241278499087,0.99489557379,0.03404492754603922,16.910694685200895,22091305.7742,0.0002956798740805336,16,-0.03697594300039149,255.86694288253784,500,-7.485225127392391,-2.4603480656022945,24,237,-12.000036711465647,234.71729957805908
2.0,-12.0,-7.9118942731277535,0.00652851684939,54747,1.1173112435258759e-09,2.0003221351252103,0.993077732448,0.053650048921881854,16.91162721552607,22111916.1952,0.00032176038205904535,17,-0.04767372434179904,269.6096770763397,500,-7.9118865130327585,-2.2267088584017083,23,227,-12.000020960457304,241.1762114537445
2.0,-11.0,-7.606194690265487,0.0107505017665,57129,1.1516959608215416e-09,2.0002581318910275,0.989593444674,0.04110781448798205,16.907373007287436,22018047.3096,0.00031136025092489523,18,-0.0455402757026697,283.56009888648987,500,-7.606186819601868,-2.0910807357135046,23,226,-11.000266824473172,252.78318584070797
2.0,-12.0,-7.933035714285714,0.00653588691444,55616,1.1379567288472003e-09,2.000266733376767,0.993651676169,0.04390328709887492,16.904384107972763,21952335.8345,0.00030543583610064993,19,-0.03857624745682588,297.93094420433044,500,-7.933028130750238,-2.0942956621962,26,224,-12.000132912468409,248.28571428571428
2.0,-12.0,-7.061224489795919,0.00906336285993,55563,1.2959050499361524e-09,2.0001491709518735,0.991121556696,0.04572146310472085,16.902499656756273,21911006.6821,0.00020247458035551786,20,-0.05657804025000427,312.50306034088135,500,-7.061218749951476,-1.8450333494292135,23,196,-11.999960075282203,283.484693877551
1.0,-11.0,-6.963541666666667,0.00869422207066,55264,1.3390782926947509e-09,1.000274622422184,0.990666421823,0.05700274129614678,16.90258236452419,21912818.9675,0.00024440734687539053,21,-0.06447586757102784,326.10741901397705,500,-6.9635346318085345,-1.7339989398677573,21,192,-11.000205831201304,287.8333333333333
2.0,-12.0,-6.883838383838384,0.0159005563833,55600,1.306634023201525e-09,2.0005961509652863,0.984212538025,0.06866364951257133,16.902241391555034,21905348.5623,0.00023324647710679328,22,-0.0732975418631969,339.8590395450592,500,-6.883831834088824,-1.7722878599240097,25,198,-11.999928929334203,280.80808080808083
1.0,-13.0,-6.608465608465608,0.00814589981304,55807,1.3783212349238738e-09,1.0004082967125,0.990887678098,0.08585182995938016,16.904203230161922,21948365.5031,-0.00036827009412400424,23,-0.07180442229814846,354.2645626068115,500,-6.608476482565683,-1.6587090723790843,25,189,-12.999902791442391,295.27513227513225
2.0,-12.0,-6.663157894736842,0.0153273048522,56555,1.3575810475785488e-09,2.000372166978606,0.986408444335,0.07990286024295357,16.900443278347694,21865995.6568,-7.692299251969426e-05,24,-0.09058630829862892,369.0079731941223,500,-6.663160184410444,-1.5375571463440505,25,190,-12.000192309828243,297.6578947368421
2.0,-12.0,-6.871287128712871,0.0202021212039,55267,1.2537928473221882e-09,2.0006108126499225,0.981033424821,0.10836922046566974,16.900711226944132,21871855.4046,-0.000630966660517335,25,-0.12965892855949804,382.81482577323914,500,-6.8713043918982315,-1.9188975932253425,31,202,-11.999753784247735,273.5990099009901
2.0,-11.0,-6.430769230769231,0.0217550370894,56605,1.4057138786327528e-09,2.0001117062608813,0.980121749813,0.0966876740845184,16.900863613186573,21875188.6285,-0.0004401951059914692,26,-0.15885897809929855,396.9105885028839,500,-6.430782008843063,-1.848859329502666,24,195,-11.00041877925695,290.28205128205127
2.0,-11.0,-6.39247311827957,0.0188554718545,56420,1.420344841740473e-09,2.0010640741204293,0.982796201448,0.13844680702076534,16.903180442108813,21925928.4532,-0.0006057740019365074,27,-0.15170742974618506,411.83547735214233,500,-6.392491493424298,-1.506971279378431,38,186,-11.001279432202141,303.3333333333333
2.0,-13.0,-6.631868131868132,0.0256462690632,55385,1.3956832356498694e-09,2.000597163430931,0.975415059512,0.16216966090762755,16.90297777656595,21921485.2733,-0.0008251592715928997,28,-0.17295310935615282,426.2243194580078,500,-6.631893242552887,-1.5309349746703345,27,182,-13.000275804342285,304.3131868131868
2.0,-12.0,-6.011695906432749,0.036853908665,56418,1.5661828500768138e-09,2.0005466673007484,0.965714059006,0.21034599299374476,16.897635123588135,21804678.6911,-0.0016914404318259901,29,-0.2571689987438287,440.41492080688477,500,-6.01175171209724,-1.2650940954336636,28,171,-12.000494446667119,329.9298245614035
3.0,-12.0,-6.25,0.0584975809733,56925,1.5202650249790395e-09,3.0003445238504787,0.950554259435,0.27665228824292365,16.899657626639804,21848823.3466,-0.0021872175246767274,30,-0.313131102852428,454.74419498443604,500,-6.250070742816813,-1.3504332050865726,34,176,-12.000275528571171,323.4375
2.0,-12.0,-5.887640449438202,0.0655144617097,56703,1.5710258649548337e-09,2.001121358416046,0.943391599251,0.3761662730418633,16.89734320494018,21798314.4277,-0.0023060317083372244,31,-0.4031078240626377,469.0398724079132,500,-5.887713909503348,-1.5019700924949444,24,178,-11.998489707511814,318.5561797752809
2.0,-12.0,-5.993939393939394,0.0946744378721,56314,1.616370259860389e-09,2.0006411125740837,0.938546122004,0.5250390919418555,16.88838135789337,21603834.0214,-0.0035693939432912265,32,-0.5143492529433896,482.8353781700134,500,-5.994061216273044,-1.2372853985101842,24,165,-11.999934763330472,341.2969696969697
2.0,-12.0,-6.724324324324324,0.105536289856,58127,1.4355616695382878e-09,2.000749603641092,0.91172640777,0.5790302888482389,16.88180628609333,21462253.2236,-0.004497563462152935,33,-0.651786005259484,497.18090200424194,500,-6.724465637768306,-1.4793190393897089,24,185,-12.00098443983871,314.2
2.0,-12.0,-5.642424242424243,0.0910904886373,56855,1.6215883080761273e-09,2.003287624820448,0.919671126275,0.6678992814293419,16.881647124208573,21458837.5227,-0.008749445401063257,34,-1.0743677595053653,511.4149868488312,500,-5.642725727101986,-1.0730879266877495,47,165,-11.99986062967554,344.57575757575756
3.0,-12.0,-5.3229813664596275,0.194565617433,56594,1.760780299342457e-09,3.0039050089325485,0.858250493575,0.8253795922858937,16.880764584213114,21439907.5948,-0.014777681189208537,35,-1.5659446255583895,526.1991963386536,500,-5.3235008249001385,-1.0709121700429056,38,161,-12.002093816722846,351.51552795031057
1.0,-11.0,-5.793103448275862,0.182268308106,57346,1.5880159409675798e-09,1.0065643778279627,0.855380095458,1.1053856781825369,16.86765167043586,21160603.1846,-0.01633708491178134,36,-1.4760972465346227,540.2797937393188,500,-5.793641877282385,-1.1771008071987261,25,174,-11.006767222410668,329.57471264367814
3.0,-11.0,-5.39622641509434,0.245834284151,57515,1.8072595642237843e-09,3.0033278976489473,0.835250811763,1.1053458492980046,16.866022762940194,21126162.5773,-0.022022738658566784,37,-1.967920976798879,554.5993919372559,500,-5.397023042650282,-0.9325409335998465,26,159,-11.014432193734233,361.7295597484277
2.0,-12.0,-4.916129032258064,0.295970776744,58229,2.001217636049546e-09,1.999326039171042,0.796086203855,1.4362472003818754,16.86179811843025,21037100.3113,-0.02888402226368794,38,-1.6613614993805632,569.4515552520752,500,-4.917214121117672,-0.9473290430879848,38,155,-12.001445563613691,375.6709677419355
2.0,-12.0,-4.728476821192053,0.413198251559,55662,2.0048006588169187e-09,1.9982515885996517,0.744847080077,1.662367865211799,16.854495911976183,20884042.5713,-0.029093493361528104,39,-2.089506403789229,583.2525746822357,500,-4.7295492728658886,-0.8883467646918215,28,151,-12.003922913419034,368.6225165562914
1.0,-11.0,-5.418181818181818,0.630247237263,58293,1.802197058253796e-09,1.0136682784546658,0.690127014182,1.5221550350565192,16.846032573281576,20708039.6823,-0.022895419147574723,40,-2.090493644681146,597.9444839954376,500,-5.418990692526285,-1.0974835994311338,22,165,-11.00985793345856,353.2909090909091
2.0,-11.0,-5.312101910828026,0.81089340041,57301,1.8317712902060634e-09,2.0102037993549344,0.663540062974,1.7514783771522997,16.84071802969021,20598277.8282,-0.045583012085433236,41,-2.190342819613053,611.9347965717316,500,-5.31376557463408,-0.9610802572351517,35,157,-11.012533921231565,364.97452229299364
2.0,-12.0,-5.25,0.645511116155,57377,1.8297592330185353e-09,2.0022532874516634,0.684456759321,1.6950174399212594,16.834796193411485,20476658.6591,-0.033858729465066156,42,-2.2982035919317205,626.6248507499695,500,-5.2512141952003235,-1.0652842805094438,24,160,-12.01439342332915,358.60625
2.0,-11.0,-4.628205128205129,0.802794823113,57953,2.0146796453346383e-09,1.9961260350840744,0.602264921791,2.2745808753484598,16.840196646213574,20587541.0257,-0.028419282076588517,43,-2.4023019925188422,641.0573034286499,500,-4.629260886316784,-0.8865484985314472,31,156,-11.013733121971118,371.4935897435897
3.0,-12.0,-4.594771241830065,0.916326278763,58307,2.1282796636157286e-09,3.0213016133805546,0.566863578053,2.367871945838453,16.830093637001657,20380592.0729,-0.026735623446019704,44,-2.7815022154711757,655.447854757309,500,-4.59579011372305,-0.8644330965637294,31,153,-12.012036280999014,381.09150326797385
2.0,-12.0,-4.681818181818182,0.970643913375,56514,2.0496155883620304e-09,1.999414493944775,0.580927937534,2.1932059518404774,16.82014478035225,20178833.7803,-0.04337051626865609,45,-2.8445566378133753,669.813642501831,500,-4.68340976711455,-1.0643668166592615,37,154,-12.004203508613267,366.97402597402595
2.0,-11.0,-4.418918918918919,1.0287260916,57211,2.238575991242442e-09,2.0130541336351033,0.565306513232,2.5818244872073786,16.828081285927993,20339620.4051,-0.04058072843486802,46,-2.8794933688013584,684.5679173469543,500,-4.420487610847626,-0.78566193169229,31,148,-11.014398379975123,386.56081081081084
2.0,-11.0,-2.7941176470588234,1.17692043367,58269,3.5135332421276644e-09,1.996053389385823,0.512573870632,2.7875705055852813,16.83046476205805,20388157.225,-0.0255278300557335,47,-2.980487066990559,699.2584617137909,500,-2.7952113831834677,-0.5212247302261621,34,136,-11.008462243551396,428.4485294117647
2.0,-11.0,-3.7092198581560285,1.04718340808,57658,2.693436917944325e-09,2.009860508664955,-0.585795417072,2.536688178531446,16.82955767885665,20369671.8553,-0.03759327730095499,48,-3.187341889359686,713.780017375946,500,-3.7107571299167503,-0.5765481669340147,24,141,-11.018361039022563,408.92198581560285
2.0,-12.0,-3.9577464788732395,1.17322711037,56532,2.4240502938255304e-09,2.0012441231359803,0.478478580154,2.435511870180438,16.830778007542605,20394544.7236,-0.035957746592181296,49,-3.4581696657937013,728.1816341876984,500,-3.959178002345316,-0.6263446269971875,79,142,-12.001842167556893,398.11267605633805
2.0,-11.0,-3.9864864864864864,1.13410262732,57389,2.5258465319311085e-09,1.9947540985172212,0.603421026615,3.365315538427452,16.823523822507532,20247134.2404,-0.01432145981490503,50,-3.9335240061222447,742.2942554950714,500,-3.9870418204441322,-0.8925049039012305,30,148,-11.016090377336099,387.7635135135135
2.0,-11.0,-3.711267605633803,1.25333727215,57454,2.562135392736309e-09,2.020688015671172,0.657577869681,2.9184051242806532,16.820068659821914,20177297.8152,-0.032081863656478006,51,-3.3519971128548915,756.1687867641449,500,-3.7125656559116336,-0.634031763434106,51,142,-11.017283929424671,404.6056338028169
2.0,-12.0,-3.7755102040816326,1.47286189438,58238,2.5010273851933107e-09,2.031126841821344,0.461195007663,3.6425582409572512,16.80817669587554,19938771.203,-0.018670544260206156,52,-3.6423025659907413,770.5749015808105,500,-3.7762498878616513,-0.7164272455386849,37,147,-11.985067127648946,396.17687074829934
2.0,-12.0,-3.964788732394366,1.09434840339,58003,2.5261489566830164e-09,1.9997026233012738,0.601422934708,3.0613514585171053,16.796348145983643,19704313.8321,-0.017732610039215953,53,-3.4056717115888313,784.275984287262,500,-3.9655130595634533,-0.614926487991707,23,142,-11.99782801529818,408.4718309859155
2.0,-11.0,-3.2907801418439715,1.65750598811,58621,3.042989749069136e-09,2.0120521947958996,0.438150367809,3.484946398935258,16.782217102588426,19427829.4256,-0.022552110553781885,54,-3.507511985270587,798.705023765564,500,-3.291717749838846,-0.5604781136431528,24,141,-11.021114774214581,415.7517730496454
2.0,-12.0,-3.1549295774647885,1.78719207193,58617,2.9804966272806155e-09,2.025054015508012,0.426707075367,3.2845943615556017,16.781444231869617,19412820.0261,-0.015764435062148963,55,-3.5760960814537786,813.1281042098999,500,-3.1555803266831255,-0.5790791975030385,28,142,-12.02251863499335,412.7957746478873
2.0,-12.0,-4.007042253521127,1.60637560372,57728,2.4941617660090287e-09,2.0272594767930467,0.173721023636,3.989964421547933,16.770951810954017,19210197.407,-0.022841423803616024,56,-3.52331360162159,827.7228932380676,500,-4.007970837826291,-0.6236648009427999,29,142,-12.012689583458052,406.53521126760563
2.0,-11.0,-2.537313432835821,1.63256906371,58530,3.979777507545634e-09,2.033377585146395,0.444405048116,3.950098110270571,16.76283453808923,19054894.165,-0.0026698645477525548,57,-3.7895392592928383,842.145396232605,500,-2.537430050128343,-0.5123665539826001,23,134,-11.007608044246401,436.7910447761194
1.0,-11.0,-2.949640287769784,1.68025416784,59519,3.4627847256274435e-09,1.0380067212128359,0.424713475709,3.1327595580094867,16.763153923930126,19060981.0004,-0.013633229708761888,58,-3.8282490684836175,856.4925820827484,500,-2.9502240548194507,-0.534363364124892,38,139,-11.019126996375668,428.19424460431657
2.0,-11.0,-3.225563909774436,1.40453696738,58153,3.0849193199955494e-09,2.024104213158886,0.465280323462,3.903161210695238,16.759403151186454,18989621.5026,0.0037917399590873596,59,-3.614474125015763,870.6477026939392,500,-3.22539811950839,-0.2713375606730567,59,133,-11.01491329944421,437.2406015037594
4.0,-11.0,-3.352517985611511,1.5232504622,57438,2.826876177586257e-09,4.0203123830711345,0.491077521207,3.546242016559416,16.768853050379075,19169922.081,-0.004266000552242761,60,-4.772244651901499,885.1278896331787,500,-3.352694266575338,-0.5440299583768602,27,139,-11.015403319669716,413.2230215827338
3.0,-11.0,-1.9776119402985075,1.41270770168,61138,5.097681832211265e-09,3.003692564080093,0.489951418073,3.0694072658555025,16.766940972242317,19133302.7128,-0.009867148388695395,61,-4.479975625818593,899.8437142372131,500,-1.9780621326255132,-0.26538687454884774,45,134,-11.006127297998521,456.25373134328356
2.0,-11.0,-2.122137404580153,1.38444310829,59885,4.897300454054232e-09,2.004107288223201,0.511173442624,3.837857681401713,16.768400800611406,19161254.4483,-0.021142064560856096,62,-4.050038295310808,914.1668155193329,500,-2.123103887432234,-0.3023623640561897,25,131,-11.022924502771174,457.1374045801527
2.0,-11.0,-2.4477611940298507,1.47379854003,59574,3.988771202223518e-09,1.9996799820331939,0.453133498462,3.777316532366934,16.770740708136405,19206142.5082,0.008468749489266353,63,-3.604099070857875,928.4751226902008,500,-2.4473846885954673,-0.29145250157802827,62,134,-11.013577270787124,444.5820895522388
2.0,-11.0,-2.0,1.41733491202,61307,5.296741600879784e-09,2.0138714199435106,0.783316171502,3.4654958587565075,16.772550621809415,19240935.4447,0.004920244863134145,64,-4.183851206075494,942.9645185470581,500,-1.9997748914538627,-0.3191929036422296,43,134,-11.017535603939136,457.5149253731343
1.0,-11.0,-2.8943661971830985,1.55923208415,59877,3.4342328980585535e-09,1.0421649019302341,0.477663866229,3.8064636496154716,16.765772398599985,19110957.0983,0.009797931277213881,65,-4.293636471810347,957.6388330459595,500,-2.8939530487809253,-0.5558178094672531,36,142,-10.983278470956408,421.66901408450707
2.0,-11.0,-3.0145985401459856,1.62769399414,57584,3.2083282697215054e-09,2.010685510725261,0.437618339502,3.638372946148241,16.75119473747661,18834384.8282,-0.013901155108340772,66,-5.1637431403529375,970.5036380290985,500,-3.0151828351209913,-0.5378924393360198,32,137,-11.018406029011802,420.3211678832117
2.0,-11.0,-2.6323529411764706,1.75457508557,59240,3.746497112544489e-09,2.007445465959651,0.419831333012,3.870981388217508,16.75615070202485,18927959.0555,-0.006219867749351313,67,-3.997015665736383,984.5928053855896,500,-2.632623871298141,-0.4337211141383441,45,136,-11.017262301742466,435.5882352941176
3.0,-11.0,-2.5073529411764706,1.75578979798,59229,3.87894716347148e-09,3.0091994494604903,0.453831992028,4.972497955477006,16.74100108839122,18643368.947,-0.002573967637612387,68,-3.7117652553501235,999.1733503341675,500,-2.5074650393597118,-0.48554586003250805,24,136,-11.015935580948431,435.50735294117646
2.0,-11.0,-2.1865671641791047,1.55238261332,60451,4.382712970318892e-09,2.0077049125656483,0.439512226408,4.077198018296588,16.74780813935871,18770708.2204,-0.01708863964575371,69,-4.591060560915549,1013.7456946372986,500,-2.187338078623303,-0.2398149216241579,60,134,-11.017355317247311,451.1268656716418
2.0,-11.0,-2.3851851851851853,1.84087510908,59988,4.096264882846867e-09,1.9959713090183129,0.375339886496,3.968985281258095,16.746208777161595,18740711.0538,0.008610799916650137,70,-3.5155753270980385,1028.0153148174286,500,-2.3848025595071114,-0.3281559152129654,41,135,-11.017016251378031,444.35555555555555
2.0,-11.0,-1.83206106870229,1.54396778004,60285,5.507832412376956e-09,2.0146444013291274,0.318856540262,4.013823875697014,16.73322977511253,18499046.9982,0.003201712624604022,71,-4.255874587337281,1042.564546585083,500,-1.8319137288201723,-0.26087631609311673,34,131,-11.008127502295237,460.19083969465646
3.0,-11.0,-2.579710144927536,1.68506701023,60500,3.912064117095326e-09,2.990979781639557,0.308279617481,4.465351738826778,16.73790570212626,18585749.7417,-0.001216107294479613,72,-4.620515161274074,1057.2081649303436,500,-2.5797634597763164,-0.3904156714329812,55,138,-11.013449528275677,438.40579710144925
2.0,-11.0,-1.9924812030075187,1.92615516112,61056,4.651977025815768e-09,2.023167818185017,0.38785777567,4.463037530086618,16.735648860741325,18543851.9486,-0.001488809558610168,73,-3.6514088864918217,1072.0118398666382,500,-1.992549549440911,-0.21247449215750083,56,133,-11.021347112688723,459.0676691729323
3.0,-12.0,-3.1,1.23740315661,59260,3.0289712960041015e-09,3.0090881087236188,0.173325925014,4.408788630731353,16.733673883343226,18507264.4018,0.012382530491927349,74,-4.053170105894692,1086.1823751926422,500,-3.0994758651736065,-0.4968448406215843,51,140,-11.999053777975133,423.2857142857143
2.0,-11.0,-1.9328358208955223,1.95896595186,61273,5.071511988141708e-09,1.9824355310406283,0.406852624434,4.215558980497389,16.746772898124405,18751286.0643,0.020001313829734562,75,-4.3527925449858795,1100.6296939849854,500,-1.9319212384311275,-0.20474964778455212,113,134,-11.011468428100704,457.26119402985074
2.0,-11.0,-2.9776119402985075,1.67209207694,57656,3.2521946247143774e-09,2.0260263961587373,0.507830505937,4.757463644691773,16.739710925447405,18619331.4727,0.013258806926832255,76,-3.7682167503223143,1115.0752594470978,500,-2.9770414553939,-0.4489926849465291,33,134,-11.019993038446756,430.2686567164179
2.0,-11.0,-1.984732824427481,1.66498113986,60392,5.183769302696817e-09,1.9966623406551092,0.412221678482,4.664976248303654,16.746800560479418,18751804.7762,0.019274132107252845,77,-3.8522328966941974,1129.6805543899536,500,-1.9838442722242593,-0.20015306491498372,52,131,-11.030921766703713,461.00763358778624
3.0,-11.0,-2.216417910447761,1.67934901154,60107,4.32059266142204e-09,3.0168954018543466,-0.284462762538,4.985093510548763,16.75148843860109,18839917.3206,0.005018585216133773,78,-4.140631286844917,1143.9273071289062,500,-2.216192796939115,-0.27737118131188104,78,134,-11.00657461835666,448.55970149253733
2.0,-11.0,-1.8296296296296297,1.56791185405,60899,5.3026982804738054e-09,2.0194183792495957,-0.390895663581,4.343359155766945,16.729502788767842,18430229.623,0.01126262427815137,79,-3.887059855161751,1158.642723083496,500,-1.8291215684770996,-0.3661531327223711,27,135,-11.011165845973325,451.10370370370373
2.0,-11.0,-1.9402985074626866,1.74025454645,61846,5.423258842007783e-09,2.0099176411792117,0.455251795236,4.7685738218281175,16.70795768291236,18037395.3981,0.021347493882417422,80,-4.179969277510287,1173.263590335846,500,-1.9393132409651848,-0.2846673653033455,34,134,-11.020748542255436,461.53731343283584
2.0,-11.0,-0.916030534351145,1.67447675887,61521,1.0097236491368733e-08,2.0222911472486738,0.489239445699,5.467093804391362,16.696400190068925,17830128.3806,0.013289051582066396,81,-3.9875038588811442,1187.667762517929,500,-0.9154064459981828,-0.2518947675209755,37,131,-11.005493011042384,469.62595419847327
2.0,-11.0,-1.6030534351145038,1.52369960446,60137,6.100138061349014e-09,2.0204909387028906,0.4687667206,4.3688481037271645,16.69208527402475,17753358.6202,0.01048093735553273,82,-3.640880040736101,1202.027791261673,500,-1.6025722960841602,-0.28164640734116914,26,131,-11.01855356253743,459.0610687022901
3.0,-11.0,-1.3969465648854962,1.70270024871,60764,7.289654990749739e-09,3.0081403026218787,0.427287675508,5.006373636444865,16.70865515307019,18049980.3314,0.0049826356472498085,83,-4.152390732990388,1216.7418584823608,500,-1.396715446662237,-0.29686754753723704,31,131,-11.01859233000083,463.8473282442748
2.0,-11.0,-1.5348837209302326,2.24372936264,60272,6.175808531239113e-09,2.0103467785971816,0.351690307004,4.820824285503174,16.689099856179528,17700436.4632,0.02696694999517823,84,-4.435054321530739,1231.34858584404,500,-1.5336237581316983,-0.18661788164518803,44,129,-11.011935695202634,467.2248062015504
2.0,-11.0,-1.146153846153846,2.06380783031,62009,8.416134344990667e-09,2.006918767879011,0.366012031244,4.513996986031582,16.68444053478357,17618156.2747,0.023936619050261204,85,-4.453540597014237,1245.8156824111938,500,-1.1450120878379326,-0.14061038135106324,52,130,-11.006354738109817,476.9923076923077
2.0,-11.0,-1.303030303030303,2.05758163653,60990,7.164500770429072e-09,1.9907955919730669,0.367212849448,4.584386635822306,16.670187328957482,17368822.1931,0.015688061450063566,86,-4.164521151089051,1260.5675580501556,500,-1.3023054432819403,-0.26028290295291506,61,132,-11.005889947486438,462.04545454545456
2.0,-11.0,-1.6,2.00910750838,61069,6.536282404212557e-09,1.982071356808717,0.415023242754,4.347890210652313,16.68089999690931,17555888.8203,0.02714961279737567,87,-4.291018685195426,1275.0315735340118,500,-1.598724615612367,-0.17894027514242702,45,130,-11.003555744330448,469.76153846153846
1.0,-11.0,-1.7461538461538462,1.85491492368,59904,5.548479231620718e-09,1.0340075697146938,0.365412951715,5.148803611122861,16.675678898137164,17464466.6605,0.01598221440826852,88,-3.8698228849955725,1289.47558426857,500,-1.7454173857139137,-0.19483300224030448,50,130,-11.000633351507599,460.8
2.0,-10.0,-1.813953488372093,1.87593939295,58739,5.693620463986804e-09,2.021432203043662,0.438194827653,5.168308985227396,16.67947012578215,17530804.1,0.010975415077352516,89,-4.750330368978213,1303.6656346321106,500,-1.8134537326308307,-0.2685628815603509,76,129,-10.017825927729877,455.3410852713178
2.0,-11.0,-1.8421052631578947,2.25821116355,60842,5.618950971175707e-09,2.021287808544372,0.573923235999,4.286282645293316,16.673759471874174,17430977.0552,0.01896669582995608,90,-4.860119544627219,1318.245278120041,500,-1.8412376152573784,-0.33867846972885796,36,133,-11.019863340308884,457.45864661654133
