AverageReturn,AverageDiscountedReturn,ExplainedVariance,LossAfter,NumTrajs,dLoss,AveragePolicyStd,MinReturn,MeanKL,MaxReturn,Iteration,Perplexity,StdReturn,LossBefore,Entropy,MeanKLBefore
248.54261277049028,26.799590636136845,0.5672484672629865,-0.04377837462692058,100,0.04377837462692078,0.9631325321745952,-68.58738125465112,0.06460739375317527,701.5394638172314,10,3965.1911333510143,166.96115857742984,1.979527652906654e-16,8.285309338039783,0.0
235.21627372182564,31.736465511204134,0.6082919607957028,-0.05855319671715441,100,0.058553196717154414,0.9547625680224691,-65.78865514678662,0.0954341392507824,608.8320525321276,11,3761.4162022561663,168.14688703630745,7.469580509678054e-18,8.232550815005524,0.0
301.0579388844339,38.19290779293688,0.5893084859524025,-0.04597894645722869,100,0.04597894645722876,0.9530596096403183,-27.573863954917332,0.0643350325807314,751.9467265975966,12,3717.8754451728523,171.7041569281998,6.798561713594609e-17,8.220907667228802,0.0
287.01642268303374,38.49393580616562,0.455011337066342,-0.05441933656146137,100,0.054419336561461154,0.9489731604464354,-103.64199387201967,0.09575607426738433,811.0730533262283,13,3621.909372701612,175.34841522221592,-2.1658008719782628e-16,8.194756616788965,0.0
338.92020707542883,41.10369126819282,0.6162869224177017,-0.055469498856114796,100,0.055469498856114526,0.9468255381868256,-79.31633871878383,0.09818579922493106,686.9521757993026,14,3570.328222769773,173.71408123551484,-2.702993384673391e-16,8.180412809698737,0.0
365.18823966487236,49.139257888936264,0.6653192095761029,-0.05308982137546314,100,0.053089821375463114,0.9411451154604913,-61.3184868165014,0.09565057487181411,804.8994689330195,15,3444.5401442804114,211.1452173278373,-2.6513236051073363e-17,8.144545689568446,0.0
389.3104611605935,48.30741944379029,0.6627713532394717,-0.05144336292782949,100,0.05144336292782976,0.9453944144923543,-11.832451987417796,0.096964027416707,733.4111840070802,16,3528.437230699441,185.0390732523385,2.6583082957110093e-16,8.168610341051945,0.0
395.82066853583854,52.56863414188033,0.6915715446933535,-0.05590683487252106,100,0.055906834872520995,0.9444251305106969,-79.95642834984336,0.09976750868929897,834.1477968627463,17,3500.1994160486797,220.99590867781282,-6.265654661774533e-17,8.160575221868342,0.0
438.8052819157975,54.866766344876794,0.7119113425046496,-0.055261210162145705,100,0.05526121016214512,0.9336445314932411,-41.419450724621285,0.09311542374463261,755.3595249654115,18,3265.923192397302,193.4141485650452,-5.836042760165583e-16,8.09129775592298,0.0
444.396364454193,58.86095060191122,0.7082578791202025,-0.05608279781318498,100,0.05608279781318505,0.9340880412504585,8.749619055191003,0.09820506724834231,880.8056566995281,19,3271.064380454826,211.00535491785678,7.135181334660956e-17,8.092870709538158,0.0
455.21704532532925,58.59603862140691,0.6889047266899232,-0.045450185920734715,100,0.0454501859207347,0.9218780597448137,48.38127645355074,0.06504004147307617,894.7474889531982,20,3007.5247115952443,208.49816390079982,-1.2088108292118705e-17,8.00887266447185,0.0
485.7384953113555,60.913045430790675,0.7089152323406089,-0.057267661561747264,100,0.057267661561746265,0.9123389723318592,36.87774305372977,0.09749886787268891,971.4685847519972,21,2832.2466214051874,200.73062323070587,-9.999712169417308e-16,7.948825534851549,0.0
527.1063355159797,64.85976529498362,0.7307815373556892,-0.053655959997839064,100,0.05365595999783944,0.9124967630383747,33.278159878792216,0.09518818559179439,992.3656849366503,22,2847.4611689942203,227.61855753766864,3.7742364789039583e-16,7.954183058351873,0.0
526.522980579014,68.64429665500388,0.7170473819819818,-0.05405552168316108,100,0.05405552168316118,0.9192597875695309,17.754285695935824,0.09701123659878225,927.6254019745944,23,2968.4540362814437,240.5117929425626,1.0614620293836197e-16,7.99579656977123,0.0
568.4251234120612,72.4022264089742,0.7426250953503841,-0.04514542854281991,100,0.04514542854281977,0.9091435215992358,48.70886935661728,0.06634746065386797,1028.8562215496927,24,2774.5494023648193,254.65265673541592,-1.389688364383801e-16,7.928243635469686,0.0
574.5504461298891,70.85849594805984,0.7217720264305776,-0.05408078481508471,100,0.054080784815084784,0.9001683274804844,25.755466562534984,0.099175029610687,1061.9974889771977,25,2606.441891125397,257.62336941666996,7.286171666009977e-17,7.865741310127076,0.0
569.0080785102396,76.63043186700678,0.7316309379539041,-0.05515914075915725,100,0.05515914075915742,0.8951371290868975,65.62268107040532,0.09735728234749935,1154.3253453461389,26,2503.0219931220468,259.2367891099598,1.6706191985349507e-16,7.825254078097944,0.0
611.073096398359,81.44371982763828,0.7501930893646372,-0.04919479994936356,100,0.04919479994936337,0.8954975009900151,76.29077303174651,0.06418456220114342,1093.833396561349,27,2504.102447982218,255.11899979162865,-1.8577916982565056e-16,7.825685645113963,0.0
635.2362612843706,82.7604053618886,0.762948448742649,-0.0541614261354158,100,0.05416142613541585,0.8889809050975709,47.53640002016143,0.09971380443653158,1153.6939394011165,28,2390.8708911505214,235.33062062715237,4.6336268155755534e-17,7.779412968154517,0.0
676.495361426149,86.10097226773387,0.7697478295066859,-0.05556049319157533,100,0.05556049319157539,0.8789242927145375,111.47830918162904,0.09866863587798014,1033.091008507025,29,2225.5358684931716,231.12841619983496,6.250999717849481e-17,7.70775300537531,0.0
612.4789347315835,81.64142118787316,0.7648655318153457,-0.05538908557463301,100,0.05538908557463275,0.8653772244389809,8.481367639031072,0.09996758881576595,1162.3282675039904,30,2023.2955455814722,293.8574048081265,-2.6568525157699695e-16,7.612482919221648,0.0
699.4332311146787,92.7721466945177,0.7659090556796835,-0.05702567196813704,100,0.05702567196813685,0.8598666455083476,-40.484389954495725,0.09658853563098775,1200.5581456784976,31,1934.0550817844605,311.4848886198641,-1.953881501037813e-16,7.567374156364889,0.0
738.2341766827244,94.03226405365163,0.7722587393974578,-0.046927662389343976,100,0.04692766238934353,0.8654305238626463,24.03737307691829,0.06481363849245882,1173.6648937185469,32,2010.6235961525492,281.56201746890343,-4.4162007384329626e-16,7.606200199778586,0.0
760.1223215571456,94.8793505070207,0.7812707531616063,-0.04470101250593535,100,0.04470101250593561,0.8618583867032436,42.79074698813279,0.06493706155784978,1124.5461390291396,33,1958.5081710025886,258.21008674081025,2.6544100251157944e-16,7.579938325168967,0.0
761.3812158222488,93.70336207328515,0.7847362914877324,-0.0536063236106239,100,0.05360632361062415,0.8504902960071264,80.7546290128843,0.09741098874729745,1219.6318575384785,34,1803.2331418950498,290.41634151174986,2.4664992270828634e-16,7.49733652260588,0.0
780.5175453527185,97.27697562458577,0.7666833711658663,-0.05486746907765497,100,0.05486746907765516,0.8458525480680239,65.91294704622047,0.09958448349981769,1347.6129203427213,35,1741.7948520517828,268.17975658787185,1.945651972867779e-16,7.462671384720791,0.0
846.7555526041464,102.48088813363132,0.779050691299555,-0.05442793552316823,100,0.05442793552316856,0.8289258459415159,50.26877910482531,0.09931985125500604,1229.8242220633201,36,1534.6473588551555,287.6892949284152,3.3426594825414215e-16,7.336055899983632,0.0
732.6554357367067,99.24342364901322,0.7586928220936346,-0.0546441722855866,100,0.054644172285586524,0.8265140701570128,18.29561052860747,0.09707497105972183,1297.4734935456363,37,1502.2588212422504,338.13200848027543,-7.683187419615933e-17,7.314725135216934,0.0
790.3210940953702,103.98750803844045,0.7892742671247462,-0.045431447763940425,100,0.04543144776394013,0.810243280391858,106.74804238800996,0.06621113277574475,1304.3673925339322,38,1336.0170817090523,328.43967628486536,-2.9324542794029184e-16,7.197448139725223,0.0
766.9486659915123,105.13940562751577,0.7889747160551799,-0.05778005611672067,100,0.05778005611672118,0.8004717815761306,72.53150733044332,0.09888269500950388,1252.0973124795587,39,1231.9612581268784,342.42056109987453,5.058531371560094e-16,7.116362697273433,0.0
730.5145736198755,100.71593398029898,0.7858363358481577,-0.05717356750311161,100,0.05717356750311232,0.7978968025082316,0.7090522818449975,0.09966430539105915,1299.539808507312,40,1209.449969558398,352.3443343541958,7.049094641331522e-16,7.097920964629351,0.0
723.2844351877555,102.0733196773974,0.7852191445664052,-0.047332362554947965,100,0.04733236255494801,0.7976315328601433,11.704983799845122,0.06463629611141257,1338.7007687797873,41,1199.7125952371039,383.7174403893397,4.2941206146451806e-17,7.089837303121356,0.0
761.5595076770071,100.7587465267442,0.8018051911381288,-0.05677359853232485,100,0.05677359853232464,0.7908608892893709,13.91607847661201,0.09589970393462541,1319.5756827094383,42,1136.7423105657697,361.1359711013333,-2.1683987938558857e-16,7.035921828280015,0.0
828.9417825007384,104.63539885361959,0.7635870633706087,-0.04465424901205573,100,0.044654249012055724,0.7943463382696219,60.243047338614005,0.06467457657541704,1332.924282606085,43,1173.6420117624305,304.45350307658595,-6.1328719880293644e-18,7.0678670235316465,0.0
864.8689562265962,114.33765980230667,0.7786117396152373,-0.044709328679289805,100,0.044709328679289506,0.7816835799782756,36.653524553771604,0.06559587034480567,1420.4822045934518,44,1063.1144063124034,351.366447872406,-2.983768787601093e-16,6.968957998432545,0.0
855.2991384450085,114.43681594698074,0.7505161020140918,-0.05640616122496181,100,0.05640616122496207,0.7775012752478682,-3.3328292462870617,0.09498076358268598,1354.6603562013613,45,1010.4179888100364,335.1832336725081,2.6562751997971646e-16,6.918119374529853,0.0
933.5376968614728,115.332593188507,0.7927917212904749,-0.04424335523040642,100,0.04424335523040652,0.7771312074234533,-15.574906192971218,0.06539581257567714,1365.9728770230554,46,1007.4635017374299,350.1397374100986,9.850786852894088e-17,6.915191066601295,0.0
915.239407342562,118.36530437227027,0.7983948472252222,-0.05841205660869625,100,0.05841205660869623,0.7686305712091198,92.85640441914545,0.09836599059352881,1430.3512184149731,47,949.7198712827452,331.6154073489578,-2.360334150353083e-17,6.856167068777239,0.0
904.6620599941066,118.31040501042702,0.7888025445739617,-0.05362733842866833,100,0.05362733842866836,0.7630577552357272,55.45570732458145,0.09975084199467978,1529.7232301756985,48,914.5010471539034,333.68068397306746,3.393285652464329e-17,6.818378612886474,0.0
962.3487726315993,122.63255364990675,0.7874245387359198,-0.05801343237959937,100,0.058013432379599675,0.7564225825480205,31.47502994354204,0.0977737877393598,1511.3391211413343,49,875.4369506462671,361.68800305242405,3.028555184414472e-16,6.7747231338799905,0.0
898.21568157057,117.68236420201949,0.8015894032173733,-0.05241398343243232,100,0.05241398343243202,0.7517993140847175,13.753311621291314,0.09697064749434678,1496.4634090950638,50,845.6564437064178,401.6646325645193,-3.0734526035303135e-16,6.740113182217684,0.0
954.2180485004172,123.25553175748196,0.8114745774471246,-0.04497140431210624,100,0.044971404312106375,0.753992755068325,41.74756892709442,0.06473264208781002,1534.321485182862,51,861.5775626383189,376.1956250161553,1.332800536602008e-16,6.7587650839969635,0.0
947.7871026246685,119.05400697541499,0.8088458228746852,-0.05579811477822428,100,0.0557981147782244,0.7506374486096014,-29.453301079605335,0.09820883970728761,1486.1024918022258,52,831.5141709626138,429.8173483775041,1.1933565247090883e-16,6.723248341136722,0.0
946.0291658928747,119.46503284688443,0.7962694046561516,-0.04522590004173292,100,0.04522590004173313,0.7481306990321889,66.30034316215503,0.0641747529169106,1489.67585464727,53,816.1157286565613,378.5914825237875,2.090860817816065e-16,6.704556169242008,0.0
976.5663949877402,125.38135540679828,0.7857944957001485,-0.05497803531905557,100,0.054978035319055304,0.7431283832809944,133.80743190322616,0.09967076506031128,1502.0158291021655,54,784.2640736681619,356.0497088220192,-2.6092017435530577e-16,6.66474579229474,0.0
1056.5239256858613,127.67424475731214,0.794860358501887,-0.044941189646694,100,0.044941189646694114,0.7299788116616245,76.87406010387102,0.06431427584076087,1516.6405518262056,55,707.9174500341546,329.69831490028133,1.1181278125604877e-16,6.562327490898921,0.0
997.581040645122,127.74068574331997,0.7859981332345849,-0.0542314064579757,100,0.054231406457975556,0.7195909969658111,-22.41278810043078,0.09830974129333256,1523.5770800451323,56,646.6228078391441,388.7911905270059,-1.4449552665496413e-16,6.471763138160027,0.0
1108.48455030565,130.97755021327893,0.7954681589755213,-0.04536725737004437,100,0.045367257370044184,0.7181280416383207,-15.48648781998856,0.0666726613621251,1614.2314293149543,57,639.1590222536283,362.72208210796185,-1.8776091792460648e-16,6.460153284533533,0.0
1100.2581924880215,130.69560430777693,0.7870475075584045,-0.04518512652496079,100,0.04518512652496068,0.7101850624678924,68.93039879288438,0.06486452894276809,1585.9249488212897,58,603.651971520193,363.265535340781,-1.0970335750926097e-16,6.402997825771892,0.0
1100.836483315288,134.6769596009205,0.7899122731710307,-0.055505242698421595,100,0.0555052426984217,0.7003476780362694,50.961791427757014,0.09838243120950153,1639.0763587200695,59,552.490261546677,427.24669609281574,1.0175860154504335e-16,6.314435807076705,0.0
1094.8298078522828,130.1803543426994,0.7858750807796171,-0.04725287384449299,100,0.047252873844493185,0.6971169191688821,127.92035212788637,0.06429623095689598,1645.0454203994182,60,535.5535714049402,360.4793253009142,1.9687806940282826e-16,6.283300924856016,0.0
1065.9160487896656,130.0726699612431,0.7996825488490066,-0.04277555364783763,100,0.04277555364783767,0.6913855946093203,137.18285707202392,0.06481110290572471,1605.9334799745163,61,507.2298813696088,392.19561957362737,4.1930903194042914e-17,6.22896431575989,0.0
1208.1451409986983,137.1053065319154,0.7962032580217087,-0.05330722190462124,100,0.05330722190462165,0.6918805237200395,69.30056041554764,0.0964397223709685,1721.8794051884622,62,506.70250045246587,317.43691689228166,4.11297662594734e-16,6.227924047248583,0.0
1131.3159518777954,139.05954458446158,0.7414193823034549,-0.05553188653446463,100,0.055531886534464565,0.6909732880591002,129.733119580786,0.09753200445477292,1648.872182071075,63,501.65753393864253,369.17482521558003,-6.472156144354813e-17,6.2179176835756875,0.0
1169.4450762065999,137.35006160389545,0.8027660687397946,-0.05595741250507652,100,0.05595741250507664,0.690414891249201,112.38295420584899,0.09835705498478725,1622.6156104643474,64,498.9704804698849,348.72302334410017,1.1905809671475255e-16,6.212546936626672,0.0
1192.2247707716772,135.20515673737097,0.8053206545325686,-0.05566796638280539,100,0.055667966382805315,0.6878188835407416,135.90799002120116,0.09960851438270543,1710.0378272000023,65,487.69325718204635,384.20786824736643,-7.311262706366506e-17,6.189686636871089,0.0
1216.5249911683732,140.46045364977425,0.7983583554564685,-0.052701944705149606,100,0.05270194470515031,0.6874835704377177,197.83845234347112,0.09970926712842312,1748.4856615189315,66,479.53463730995736,325.6193823148956,7.010836355902938e-16,6.172816128023142,0.0
1153.4748011594065,133.85868396847218,0.7893024893777684,-0.05513026142931998,100,0.05513026142931923,0.6866431367486054,41.683392487831156,0.09424011190633513,1683.0846911115711,67,471.2809717274053,406.3411371962784,-7.526290701775907e-16,6.1554544591010645,0.0
1196.776135401294,139.64889896401064,0.8002518025271065,-0.05581156277439718,100,0.05581156277439707,0.6892946270972504,57.07131254547536,0.0987449271772305,1753.2963948875413,68,479.79702855238685,351.47966042884997,-1.0811795903009625e-16,6.173363157290099,0.0
1232.2582446727006,143.35518828412683,0.8092355604290956,-0.05387056562735669,100,0.053870565627357044,0.6874089240340691,52.998147196108064,0.0965904831013565,1678.4574225249146,69,472.49982291664577,366.62034886626293,3.5071945347908693e-16,6.1580373721541415,0.0
1214.6724141331192,141.74403082636434,0.7987041893820281,-0.04403430452171438,100,0.04403430452171449,0.6781323358195233,145.05324834059434,0.06436255009564477,1817.6526569955706,70,435.3260624313888,436.99808808403134,1.0578649067838342e-16,6.076095319110079,0.0
1197.2460486183504,141.4945439427076,0.7793044640726743,-0.05688171882128675,100,0.0568817188212869,0.6704840013967607,86.34488858431102,0.09815127092363593,1719.3912232506718,71,406.75546486270923,443.0962981367695,1.4239276424632407e-16,6.00821218144272,0.0
1241.7617083009084,145.1570016979105,0.8061564861594548,-0.054887697163356695,100,0.05488769716335672,0.6699734986284622,10.278553502105321,0.09860944529180284,1733.398407533442,72,408.05186301060195,420.95235042596227,2.4344970483980433e-17,6.01139428154777,0.0
1264.5536565922503,144.85455768415818,0.8050090124589757,-0.056685071178509676,100,0.05668507117850983,0.6685151256495239,104.9374785653437,0.09819684316589405,1703.9383144700994,73,404.5680537713725,330.86627418970903,1.5276668818842153e-16,6.0028199640567,0.0
1287.564166003471,145.41940703706302,0.800034584569498,-0.05447589701050377,100,0.05447589701050386,0.6670130011227494,30.42779546575221,0.09858042609734867,1748.4148583005742,74,399.9707368713336,356.49253275130263,9.143796830812789e-17,5.991391386610152,0.0
1368.50312732502,147.9255192789801,0.8173303663936254,-0.05404561077550079,100,0.054045610775500734,0.6604217762808623,153.3791084349587,0.09908786261298518,1775.7676187312352,75,375.1424614571704,343.62073240666103,-5.417444270960914e-17,5.927305851046854,0.0
1343.521208106428,153.00099394304144,0.8196564314562003,-0.05452823530594351,100,0.05452823530594395,0.6530668509315066,75.89799578680275,0.09809241434843116,1776.4874201989094,76,354.3517929025114,374.28866280529087,4.453637458823323e-16,5.870290184937303,0.0
1386.2231802703243,155.86200920672812,0.839544939302317,-0.04308808386530908,100,0.0430880838653091,0.6516171696552379,151.13169354323878,0.06555007925421161,1739.9972658285799,77,350.00367820615594,336.556414382593,1.9322321520576224e-17,5.857943663588684,0.0
1429.4323127014056,157.89005858630267,0.842757082982874,-0.05469085758245334,100,0.05469085758245313,0.6406152391015709,77.69496063442845,0.09857261966898695,1827.4124958713533,78,314.97463074569896,339.60183038396474,-2.0824231228289136e-16,5.752492098267088,0.0
1475.2341085883422,160.7265217522118,0.8347752803448917,-0.048378023648670165,100,0.048378023648670034,0.6341792726740332,116.23658640972657,0.0648345260612867,1796.0359647401456,79,299.6368091929667,285.80688987416454,-1.3447021274259897e-16,5.702571105220977,0.0
1512.5284845721535,166.2273665315749,0.8677038464352546,-0.044518846992149086,100,0.04451884699214954,0.6273117954205646,107.23128480318299,0.06547373433632449,1809.7728710182735,80,280.85984139620393,245.9287436904106,4.53965753877128e-16,5.637855759832205,0.0
1466.9033205448802,162.91266095254088,0.8209236296347626,-0.04307890465857488,100,0.043078904658575425,0.6238884089209963,124.66273724712528,0.06736021059196505,1801.9383203647733,81,271.3923704423465,270.37733929206865,5.398792524147211e-16,5.603565635149862,0.0
1477.962073859429,164.88394425224084,0.8472203463808938,-0.044237768907684785,100,0.0442377689076849,0.6223478662235985,227.32859248477757,0.06443641168308574,1755.5460684452473,82,265.08550268560265,309.3999210991696,1.2081668998575878e-16,5.580052425589158,0.0
1454.851349901136,166.09562790994462,0.8371491331723931,-0.042999368870869505,100,0.0429993688708696,0.6199052809921537,49.593831755143285,0.06551325553632184,1815.2441477499021,83,256.72597634900234,331.35090646009706,9.838352355018287e-17,5.54800927616994,0.0
1487.9194960673613,170.11942841736106,0.8490724856013753,-0.044973336386477505,100,0.044973336386477464,0.6108894775011968,82.9522420137586,0.06685619316428242,1862.8286644426505,84,232.7979636735428,347.1893442517978,-4.104272477434279e-17,5.450170968712252,0.0
1489.2986589995226,168.85560225873087,0.8400197902524024,-0.053209095850753375,100,0.053209095850753285,0.608113300651162,111.72421434156044,0.09833452296221287,1851.0493114169076,85,228.3005435872366,363.81000496384826,-8.828937581029094e-17,5.4306629345545385,0.0
1430.0087793546859,164.5797362691088,0.8252356392612168,-0.05548371001346163,100,0.0554837100134614,0.6014247052991716,-79.1369827649929,0.09870326828726139,1857.1397897044192,86,215.35502276942728,454.903328057296,-2.340216909146875e-16,5.372287934977497,0.0
1468.826113937543,167.0883826731607,0.8298133273483757,-0.05710337505115947,100,0.057103375051159505,0.6008499679411893,113.73706022236509,0.09621690661736582,1831.061430200202,87,216.8565682238122,363.2941842665913,3.5358382888261984e-17,5.379236159072433,0.0
1475.7272192536097,168.2988941560705,0.833773331175593,-0.04829997949649923,100,0.04829997949649919,0.6047924800789743,61.44186951486409,0.06462215971728814,1874.3136264790667,88,226.47048027929193,350.3198063174371,-4.3511860781109134e-17,5.422614606536659,0.0
1476.4588871012843,163.64751360236784,0.8405649562136235,-0.044001319127657146,100,0.044001319127656875,0.6026780614842894,49.5167555487017,0.06412829248778701,1854.0753117920565,89,221.90729025759015,369.40325321778835,-2.715738744996088e-16,5.402259683196036,0.0
1564.8673374994767,174.21159493168915,0.8525197319074005,-0.043226239561345435,100,0.043226239561345484,0.5971303998501325,70.98184745008481,0.06453307654135346,1855.2198218781143,90,208.21187028393825,317.5674992740706,4.67803573656056e-17,5.338556168407409,0.0
1549.3447117386254,175.01701726472112,0.8594880165069585,-0.05318259507169597,100,0.053182595071696065,0.592357884398425,112.98546698412646,0.09948217663693819,1949.6082906264514,91,195.62748536139227,295.855818846938,9.508838161309541e-17,5.276212265936485,0.0
1556.6499710537487,171.70355779601854,0.8571857954261024,-0.05539530616204658,100,0.05539530616204669,0.5863917103836036,79.53253372205542,0.09556768172217048,1890.5709914147874,92,184.2809814422778,350.6804130142329,1.0160761121369433e-16,5.216461665874447,0.0
1566.2255999074941,172.90726231731537,0.8592271864453274,-0.04558313261058423,100,0.045583132610584325,0.5919884288290069,172.09301323083918,0.06415611790804376,1844.753714236994,93,191.82547119073215,327.8314143756052,9.659828492658562e-17,5.256585954417976,0.0
1568.796780220758,174.02916248006233,0.8645056300460434,-0.05178143064571097,100,0.051781430645710835,0.5887138757477288,94.59950537968366,0.09967919163484366,1845.8227250716836,94,183.99070887430193,325.30766826336117,-1.2848389019382013e-16,5.214885261085699,0.0
1605.2368990004857,175.65290981330236,0.8633758242651693,-0.058362418750899286,100,0.058362418750899175,0.5888098193452641,182.7550467222915,0.09722616230478563,1861.4390352765297,95,184.17084894427103,322.512630856509,-1.1039169578452856e-16,5.21586385366561,0.0
1630.9690622111148,177.7920763373841,0.874360847728933,-0.06628368713293345,100,0.06628368713293332,0.5872978010552548,75.50568993052879,0.09928260472043578,1967.036432442996,96,180.47586479011753,288.78909527829836,-1.3103185203533484e-16,5.195597055758404,0.0
1629.6727220102566,181.62601022649918,0.867457681489358,-0.05723053270125755,100,0.05723053270125766,0.584821946364013,238.2132870282718,0.09708930107516434,1949.631028386602,97,177.65138741927396,276.7991444990053,1.056665865917239e-16,5.179823132283283,0.0
1567.898879962154,176.55020292620645,0.8450450293357301,-0.046908747100072166,100,0.046908747100072284,0.5832590751393295,156.64017721837948,0.06430122224457395,1933.5795755595475,98,172.63129117057645,386.52024087860525,1.191757803553628e-16,5.15115805521065,0.0
1623.3455564486203,181.10574634338028,0.8558036539857494,-0.05896219188754331,100,0.058962191887543425,0.5806411769646407,515.0817005361349,0.09690618295465718,1906.0612759864787,99,165.81319355464453,258.0393256751138,1.1720402426362852e-16,5.110861814653746,0.0
1589.444074616019,178.24101327245634,0.8436830980925227,-0.047117782769432105,100,0.0471177827694322,0.5850175389649913,81.86778320366739,0.06481095342623455,1956.4840358216734,100,171.65958640573714,378.4036567970669,9.636735853746359e-17,5.145513366906635,0.0
1556.8822163436305,174.38480119529396,0.8492574054082788,-0.052901167141908054,100,0.05290116714190873,0.5806364561572683,128.60304611028408,0.0992824904031424,1942.8913498823501,101,165.0187993480271,440.5463956245754,6.745359826254571e-16,5.1060594028530195,0.0
1645.1251856181946,184.81594105257057,0.8495770509505335,-0.05639801257619861,100,0.056398012576198316,0.5747156019596064,138.23578279697554,0.09851646608355015,2003.2499190160838,102,155.92630475845084,369.22161425233026,-2.912781127406561e-16,5.0493834902364085,0.0
1646.215733670426,184.96868062961548,0.8538747774382272,-0.05227518521106535,100,0.052275185211065285,0.5758415282083755,133.80142005749468,0.09813983623087391,2017.588978498706,103,157.27960740134043,400.61199156765406,-6.291411835945837e-17,5.058025160219116,0.0
1631.7935038459143,183.95940299573263,0.8427374365212994,-0.05571303504205999,100,0.05571303504206002,0.5748528501571794,125.9852418323362,0.09826902911717274,1971.194846447317,104,157.2552304229856,332.5382583896687,3.284039706841213e-17,5.057870156858774,0.0
1644.3572347825407,184.66728496852298,0.8610374051467318,-0.04470907740239153,100,0.04470907740239153,0.5770849673795072,240.14920674422055,0.06485979865037521,1962.3457872892852,105,161.187119382882,281.3207198481095,5.773159728050814e-19,5.082565922307295,0.0
1677.9464826173144,185.9492959738195,0.8790117048021451,-0.045039201479110814,100,0.045039201479110995,0.57767692412633,451.6828912970487,0.0653951795202475,2040.025310187639,106,160.12707687395607,244.12440559499998,1.7965184895274434e-16,5.07596773046194,0.0
1621.773967002594,182.5910125002246,0.8433656901826161,-0.04308563774537832,100,0.04308563774537909,0.57757831567233,108.70922494934958,0.06432127329030532,1976.345910474997,107,159.70358649187742,343.1488425446606,7.730460716004472e-16,5.073319512651185,0.0
1607.224412755767,185.9526727843544,0.8414260993277536,-0.0513451238764382,100,0.051345123876438116,0.5727100719782072,183.41048610382575,0.099861473213373,2008.5481666145117,108,151.48304191614034,367.85777138501834,-8.427925024534489e-17,5.0204736841373565,0.0
1689.450498440778,184.40676215823376,0.8632229634947901,-0.04175528354285241,100,0.04175528354285229,0.5723340573658899,222.27663737075056,0.0640740136201533,2059.8880252734666,109,149.96574894462566,269.6487545651972,-1.2522427539352066e-16,5.010406927653462,0.0
1693.9174406995005,185.40505176709294,0.8591843560174354,-0.04381547120504398,100,0.04381547120504418,0.5621743438525478,154.20731894405185,0.06508852770251473,2032.5220673444587,110,134.3741961696116,320.7994170107289,1.942979110935994e-16,4.900628416870447,0.0
