AverageY,AverageAbsQYDiff,AverageQLoss,AverageAction,AverageDiscountedReturn,QFunRegParamNorm,AverageReturn,MinReturn,AverageAbsQ,PolicyRegParamNorm,MinEsReturn,Epoch,AverageQ,StdEsReturn,MaxEsReturn,AveragePolicySurr,MaxReturn,AverageEsReturn,AverageAbsY,StdReturn
0.0013505418449438478,0.015285937283526785,0.0004477156390406859,0.9975931698468404,-3.6850209684284594,27.551478266427456,-1.5733848264881636,-7.997151596799665,0.0627267841712888,27.104458839907682,-148.2882385358052,10,0.0013563058177386996,64.87504362642605,171.65774425386746,-0.012929111723030424,4.01594631112102,15.435149654372067,0.06420585915796258,3.155411803283602
0.017583698410476304,0.016298444319198066,0.000493028780323402,0.955789995909089,1.1018613006037201,29.57257310649798,3.6505137460910944,-1.6432397434212846,0.09238768762548429,27.224369684649687,-22.626373124909275,11,0.017572716323189966,9.335139060654138,-3.9560950036010003,-0.024466691384665812,8.416000187827484,-13.291234064255137,0.09369427717719706,2.706669135285957
0.024772437943637662,0.019516471853868855,0.0007241268134733254,0.9525571917786491,0.9101578957873675,31.9892543726666,-5.828209554543473,-120.16992483488252,0.11818785640640835,28.186104294117285,-66.37328263106326,12,0.02476945707362385,10.970154070665235,-44.43297448973279,-0.035259654820082746,26.72122689828967,-55.40312856039803,0.11996264985009462,34.49229474018467
0.03601473777982843,0.02227464547719579,0.0009392610964850642,0.9160740251877826,12.382748289946361,34.48618370161181,16.901422296775642,-30.85631809467857,0.14422603045540677,28.891168357588803,-53.546216708882824,13,0.0359770811632345,63.69619791963771,73.8461791303926,-0.04841590103665518,55.58880625348415,10.149981210754888,0.14623353386460583,20.040294033794254
0.04836558240497857,0.025423504282177812,0.001231269443885284,0.8763115718174772,-4.918110812343182,36.98224257232285,-12.503645105295208,-69.26512577047369,0.17192636427623598,29.48746237968342,-43.551167281305894,14,0.04832142566127077,29.379489723766113,23.396352998539687,-0.06572479532085031,54.370546951675216,-17.69840897268749,0.17415537558515626,27.90570175955117
0.0586953178984192,0.02854105567710698,0.0015451064303670288,0.9251402515223787,14.011941109566243,39.43510575327527,16.430346731234234,-9.811855732084446,0.20312936460510286,29.96722775917376,-130.9429753636813,15,0.05861515951789909,61.970732453120476,3.941397802830428,-0.08261295005678367,34.73217949130441,-43.40013381569307,0.20558469001546517,10.235164900688387
0.08554292024036471,0.03292325665136447,0.002067299873384126,0.8619261112793491,9.002703346065974,41.81715939200147,10.766741726507323,-43.367652421567584,0.23701431026387162,30.516192054109176,-3.1551671140815403,16,0.08547522965384521,24.752198949712273,54.64025309345288,-0.11434577377707063,144.3156152591975,31.031820824067115,0.2400347290955496,36.52899209330158
0.11794327390417977,0.03674065870768872,0.0025488934739571734,0.8805211970722189,10.653932605716538,44.097501207227744,15.033459703682611,-72.10666416814678,0.27284404343095975,31.00079747313604,59.70810592317954,17,0.117764681837753,12.945484080057579,85.5990740832947,-0.15631104358694922,84.21945251605301,72.65359000323711,0.2758883620628975,33.11139230265771
0.1558843262631604,0.039733768333924446,0.0029531611437446444,0.9157460136965572,7.110229969227776,46.259934431645185,13.403446381550506,-20.80057406769936,0.3097799223955674,31.392384712801537,-20.164566023120187,18,0.15567907292353156,41.7858724883589,74.79140743978824,-0.19810811654809282,50.414383054764365,16.28422482728055,0.3130346243556097,19.969823971085827
0.2021176671483959,0.04343807541561689,0.0034851556482238502,0.9136476804661674,21.248935251795604,48.31093536662513,47.74680989195529,6.299007310466157,0.3474588772113873,31.714195307469765,32.193439678557766,19,0.20182796659163235,8.571550288123746,50.40732371933587,-0.24950809480822544,117.16897943464534,44.31538963426106,0.35051968121436905,36.29480880875653
