AvgPathGridBonus,2Max_TrueReturn,AvgPath_SurviBonus,2Deterministic_TrueReturn,AvgPath_Grid_CountBonus,VisitationOverlap,4Std_TrueReturn,all_lat_MinAvgReturn,VisitationMin,latent_regLowerB_MI_5first,all_lat_StdAvgReturn,5Avg_TrueReturn,3Avg_TrueReturn,ExplainedVariance,LossAfter,MaxReturn,3Std_TrueReturn,0Deterministic_TrueReturn,0Avg_TrueReturn,5Std_TrueReturn,1Deterministic_TrueReturn,1Std_TrueReturn,1Max_TrueReturn,Entropy,MinReturn,Iteration,NumTrajs,2Std_TrueReturn,4Deterministic_TrueReturn,5Max_TrueReturn,AvgPath_Grid_EntropyBonus,latent_reg_LossBefore,VisitationMax,AverageDiscountedReturn,latent_regLowerB_MI,1Avg_TrueReturn,4Avg_TrueReturn,0Max_TrueReturn,Perplexity,VisitationDifferents,MeanKL,latent_reg_dLoss,dLoss,0Std_TrueReturn,4Max_TrueReturn,AveragePolicyStd,TrueAverageReturn,latent_reg_LossAfter,2Avg_TrueReturn,AverageReturn,MeanKL_Before,MinPolicyStd,latent_regLowerB_MI_5last,StdReturn,3Deterministic_TrueReturn,5Deterministic_TrueReturn,AvgPath_Grid_DistBonus,3Max_TrueReturn,all_lat_MaxAvgReturn,MaxPolicyStd
-31.150302657088123,12.09528738653785,500.0,11.390053332641443,9.730631972419971,1096,2.6561249633968664,6.572044895995152,0.0,-0.14328003327150962,2.2281926960769463,8.203739040142699,9.01228571219378,1.3616878735689397e-09,-0.0070111847324601136,7.270806867613538,2.47924275694257,8.312600195665762,6.75686001712372,2.748370196138332,5.163941582681096,1.566365897129643,9.454076099015039,2.837877066409346,-55.826524288462906,0,103,2.036735784017563,8.86498556001565,15.891487985688217,-623.0060531417623,1.833256869595089,8048.0,-3.9262788347105766,0.8748804083226706,6.572044895995152,13.140574670035422,10.657014549808638,17.07946844534714,26,0.009854317447778926,0.9163778686897013,0.007011184732460938,2.293721785198241,18.07183011978191,1.0,8.847969002458873,0.9168790009053878,7.427390108521601,-22.30233365462926,0.0,1.0,0.8996253297709162,13.470974228489569,5.920455748396636,10.295743528136798,654.2383266733699,12.14905231133911,13.140574670035422,1.0
-28.57168635608145,11.747630423776407,500.0,11.246914367181407,11.42532482697173,1370,3.640332439561098,6.3173126756301485,0.0,-0.23406111973518495,2.5981765916169595,9.029547925154393,11.224950096386609,0.1064560277428237,-0.007226814919688799,16.302179802939385,4.0246262550898475,4.87903598008457,6.3173126756301485,2.8851358509600615,8.230230151079741,2.173652339747955,13.40914671846665,2.8320914850603893,-48.42966459004029,1,103,2.0241804863522366,7.550151443595919,14.429222609556392,-571.433727121629,1.7371931285484106,5734.0,-3.127021394521533,0.7741987557822285,7.421145307794552,13.868128693575986,10.59698224435475,16.98093909089624,38,0.00658560489045263,0.7196324751025869,0.007226814919688938,2.0501783359486114,21.294006564696204,0.9971299270534738,9.105967280548112,1.0175606534458237,7.436592160906476,-19.465719075533343,0.0,0.9910497519765098,0.8595461537684674,13.805641076373611,6.2375917431812065,6.480151907458708,736.4788551790335,19.0502684817316,13.868128693575986,1.0032101021304383
-27.556036949185334,9.588231235255668,500.0,11.012463773715623,10.645818088400166,1080,4.7092324426937715,5.192715484812811,0.0,-0.43626267165669175,3.1438346370539345,8.682287914069793,12.947217076884941,0.1924533362569345,-0.005680483840101237,7.803020598817847,3.6657529768798884,7.150225971445213,5.192715484812811,2.7645558582173186,7.365077029541471,1.8104777615241987,12.331037008000994,2.839770631183897,-47.84901983585293,2,103,1.2526360984461733,9.10513452299264,17.728379409783262,-551.1207389837067,1.0449400254558703,5921.0,-3.5418689385637556,0.997194633479185,6.7251905540389565,13.41837629089736,7.6669711884547,17.111840164464176,34,0.00644090582361751,0.25037524970699965,0.00568048384010142,1.2314082718977366,21.54257320431882,1.0009991773354214,9.217438793333898,0.7945647757488706,6.894832766834579,-18.338598155851432,0.0,0.9908014165157125,1.107284463608549,11.064580303090647,8.3082148260193,6.2417624371609515,712.892382438604,21.054425790603517,13.41837629089736,1.011196938155131
-25.22072215737867,14.727018419688955,500.0,9.1235079072603,11.13381689866049,1343,4.282754253992672,6.108223505006841,0.0,-0.19000767036775001,3.821645426831543,7.390931480305392,14.905624852624268,0.021444789220683158,-0.006266389014419254,13.98134698208949,2.710452919786245,6.144431696775762,6.108223505006841,2.4339205697084867,6.589614743803703,2.3445949767179775,12.085910604923525,2.84196828708535,-51.5436372580295,3,103,2.3964601246664974,17.629649703171513,13.6980340496031,-504.4144431475734,0.9467757523628129,5403.0,-3.013829693729824,1.183489050734707,6.517738249905749,14.86900674300872,9.439120553803178,17.149487453727986,35,0.007143619828415299,0.33850539386946665,0.006266389014419107,1.8897767697499281,23.50263633746895,1.0020497812398577,9.126693495728842,0.6082703584933462,7.323117669296514,-16.09402866164983,0.0,1.0000094531661767,1.3275339635520835,13.803434723728222,7.337306769162153,7.498481714458422,721.0089340410235,21.95660342516792,14.905624852624268,1.0040901093135381
-21.417173973106095,11.666638156914274,500.0,8.355092875443335,11.59124903933911,2711,4.0054098340322914,6.045379088347579,0.0,-0.08455226872205768,4.579905091623277,6.6177283591757785,19.105873614525137,0.12446739038654964,-0.004948857855745927,15.970604623561739,3.731965840668842,5.271864098413386,6.045379088347579,1.4101657923022397,5.9381577753149735,2.3447597682521404,12.652881461185736,2.8346554423775316,-55.74860089312769,4,103,1.5961356553739308,30.925209024494198,9.567936544127418,-428.3434794621218,0.6407961642027526,6445.0,-2.1314619843960116,1.358978247025663,7.168822857806015,11.073123784752546,9.684459919936012,17.024533356967087,40,0.006539516323939246,0.20801500200035616,0.004948857855746586,1.7398286375426009,21.08540459341382,0.9984089845941739,9.28359351362457,0.4327811622023965,7.168743786344685,-12.133580459481522,0.0,0.9923310994525546,1.494956634617071,12.904816686666859,15.540131155231638,7.361278254622673,808.2574167958442,25.86822681579102,19.105873614525137,1.0044868697357932
-20.72572527937719,9.052404239981946,500.0,9.260650009280535,11.239751981001763,1017,4.428397888958228,5.809621359062235,0.0,-0.0027324874681045053,3.948954795397428,7.429507983661109,17.17880833625436,0.2763098021376511,-0.0047982718982293145,17.61022958528325,2.689077048158498,4.6456623401201025,6.195832848408982,1.8364510227347697,4.3215643472867304,1.9890690714137826,10.55088440908063,2.85814232085082,-53.14990113091576,5,103,1.250489963791921,11.19326795772782,11.129835066301107,-414.5145055875438,0.8535480335766437,5100.0,-1.9442624654539198,1.2676953782613705,5.809621359062235,10.21767424541375,9.068699782905206,17.429119133047376,37,0.006721639269774801,0.32948400260995614,0.004798271898229541,2.177517579325921,22.663907244351897,1.01047008538419,9.233667093437191,0.5240640309666875,6.831960400029304,-11.492058185939998,0.0,0.9864325189699386,1.3433576273762275,13.144999173105111,8.26659579053394,8.505133564745329,762.957373247569,24.28922614870342,17.17880833625436,1.0345076517984413
-19.161529759833442,9.472019045415806,500.0,6.239673213076259,12.324938081883845,2792,8.516413965955488,6.058069572578615,0.0,-0.006421651869848333,5.163127656927057,7.1540829011679135,18.95865949987362,0.3550239437924041,-0.005478779281960578,22.312974565073883,3.635442010185726,4.7408163200483395,6.058069572578615,0.834764779346896,4.254837520083664,2.353480679502549,13.267230486089723,2.853358194837775,-43.06583635698778,6,103,1.1135230910800076,9.741759242067747,8.530863293962359,-383.2305951966689,0.5551708492399954,4447.0,-1.6371472208422597,1.3722406309900637,6.328471202826463,15.820998099862745,11.046923228149627,17.345935170755958,46,0.006535577256186285,0.13565207100199805,0.00547877928196061,2.2414587208608356,36.279369645651926,1.0083852666390192,10.478853331662886,0.4195187782379973,7.003407549902908,-8.682676428170556,0.0,0.973182083613583,1.4943607594829962,12.818779930558833,16.22944953051914,7.432335728362859,841.7622522389421,26.52528160536474,18.95865949987362,1.0435884496644556
-19.82625835997574,9.07275059526772,500.0,6.3855586916445315,12.307935158692198,2879,8.797146470478053,5.853210395805515,0.0,-0.195243804963809,6.509863423751612,7.223792040986745,21.603117271438087,0.3532161274092017,-0.0058471503811143785,24.322349831536545,3.5489533863270193,4.365405575523064,5.853210395805515,1.0594539121930204,5.311344180552608,1.4774304695192069,8.98093332452342,2.862335626045081,-50.85428363204485,7,103,1.3115474830442413,8.880080902719275,9.305228583790287,-396.52516719951467,0.5609582301873759,5716.0,-1.4647597300626307,1.3543817806127745,6.404830367089991,19.01286573935363,12.258440486165707,17.50235819839751,50,0.006789771388250401,0.12358060157210005,0.005847150381114382,1.9494458988157775,38.507317184731676,1.012694346423504,10.537742161196695,0.43737762861527585,7.003119518928561,-9.288516198779039,0.0,0.9845924695526053,1.434042740478374,13.439325878624324,15.901318584959268,8.753389976400964,864.704051743088,26.526097037489606,21.603117271438087,1.0407962232944026
-18.716152790609343,9.965697654595782,500.0,6.616891979534057,12.431622068585977,2771,5.338452070794977,5.8705127450388614,0.0,0.045259749439888086,8.198018319492284,7.390891870215866,24.62671862409406,0.34849951469539164,-0.005622807831170667,22.057148762067442,2.7030569602780745,7.905978229793624,6.096570874330568,1.5375572683241456,7.245994221345631,1.8554068436993736,10.416022061321188,2.8497885446144315,-41.09517220255435,8,103,1.6391145996611802,9.81428825193728,10.809010365513572,-374.32305581218674,0.5389517880379536,4602.0,-1.6473948660778357,1.361781474280476,5.8705127450388614,23.145257200344346,10.48873125915116,17.28412663246326,48,0.006509883596233549,0.10897385309037727,0.0056228078311706155,1.8652509776260506,36.1313926023317,1.0063115538028915,11.73831115531874,0.42997793494757636,6.844514543301439,-6.977841635290602,0.0,0.9802301247494787,1.4385985891013326,13.64040173926681,16.33811447076432,8.416893351306083,923.0221307421349,29.1091673797384,24.62671862409406,1.0323929828563043
-15.092114868255422,9.42818699977394,500.0,7.278433821524715,14.948983079225627,4946,10.018233520783859,6.7521044140154665,0.0,-0.19094681105985178,11.102024791549466,7.450769084885681,25.868918169520892,0.4455962615504593,-0.006396342001793781,42.26570348419152,2.8639545918623384,7.169878027959888,6.850584016383057,1.383332799031192,6.7710354959599455,2.7001227436309345,14.498243826344876,2.837555086827178,-39.54606335183016,9,103,1.1931178619077853,19.728850687721604,10.35739446161015,-301.84229736510844,0.4551120132897341,4995.0,-0.6879536723694575,1.4800410146400362,7.348743298464128,34.28139436344587,9.722357513146374,17.073970090459962,74,0.006434179054735732,0.14339361870171297,0.006396342001794155,1.882045833969165,50.223782445941474,1.0001135416240101,15.959048538541486,0.31171839458802114,6.7521044140154665,0.8669336702860657,0.0,0.9766822827584253,1.5192413146560353,17.2999938643037,24.339561622564926,9.1419169258662,1140.4894489497217,30.17910577301216,34.28139436344587,1.023544800489595
