BNN_DynModelSqLossAfter,MeanKL,Entropy,Expl_StdKL,AverageReturn,Expl_MeanKL,AverageDiscountedReturn,Perplexity,Expl_MinKL,LossAfter,Expl_MaxKL,MaxReturn,NumTrajs,BNN_DynModelSqLossBefore,dLoss,MinReturn,ExplainedVariance,StdReturn,Iteration,AveragePolicyStd
45.3892392617,0.00999182740587,11.4578217528,0.419664227877,-7.42402826855,0.141698951729,-2.97502969872,94638.6991022,0.000255676611824,-0.0194821261756,11.8818776801,2.0,283,52.7075542161,0.0194821261756,-12.0,0.320288460279,4.48362415238,20,1.0134285435
5.36629994725,0.00987580484397,11.4548305446,0.35776388118,-7.63210702341,0.125056145033,-3.08444377304,94356.0380069,0.000132398945881,-0.0189255492613,7.32753157069,2.0,299,5.37617228093,0.0189255492613,-12.0,0.358073965751,4.38358589814,21,1.01304986363
5.23544803971,0.00644994988029,11.4493075762,0.30716857115,-7.63286713287,0.112069939716,-2.94568065775,93836.34903,0.000288341631535,-0.0156065004182,9.17789769306,2.0,286,5.30477300061,0.0156065004182,-11.0,0.328135355959,4.24776825359,22,1.01234312708
5.34346378334,0.00647450964326,11.4455779513,0.280151957366,-7.66435986159,0.105601444488,-2.91930602451,93487.0264724,8.90419121302e-05,-0.0157293614768,5.65969824831,2.0,289,5.2870456219,0.0157293614768,-12.0,0.38519824188,4.25666296617,23,1.01186630763
5.28265700059,0.00650091104407,11.4399830063,0.390282828234,-6.91532258065,0.12200337873,-2.48408893505,92965.4322057,0.000225225780271,-0.0151702138264,38.2435179555,2.0,248,5.28689074596,0.0151702138264,-12.0,0.369830169317,4.6260228922,24,1.0111686345
5.32047899827,0.00999427922078,11.4264817858,0.285721066155,-6.87450980392,0.110518017772,-2.73437218307,91718.7204111,0.00022238415632,-0.0192856895626,7.99019172259,2.0,255,5.3743723449,0.0192856895626,-12.0,0.291538171213,4.69625813238,25,1.00946327295
5.21791804105,0.00641691549674,11.4301537559,0.271320585999,-7.37050359712,0.105621073334,-2.92229319674,92056.1278985,0.000126513274354,-0.0157222283957,6.52276163345,3.0,278,5.27361372786,0.0157222283957,-12.0,0.321871424066,4.44180521402,26,1.00991931296
5.36211700441,0.00641561771317,11.4290613542,0.28322292679,-6.92307692308,0.112377766549,-2.63061223621,91955.6205344,0.000214759171427,-0.0147829075342,6.21449936563,2.0,260,5.31710975186,0.0147829075342,-12.0,0.337397850973,4.72328989748,27,1.00979143296
5.30375890173,0.00646466003457,11.4213161098,0.257129889491,-6.38493723849,0.105864920476,-2.28089489251,91246.1528318,0.000137204441268,-0.0150642160858,7.69184093194,2.0,239,5.20977562207,0.0150642160858,-12.0,0.315498731902,4.84857990427,28,1.00881489988
5.24618216905,0.00644600977308,11.4271155528,0.241976792326,-6.18584070796,0.103098528649,-2.17104498627,91776.8671252,5.14199994136e-05,-0.0157085919361,4.83083703309,2.0,226,5.27918237078,0.0157085919361,-12.0,0.271660065721,4.92878249262,29,1.0095417072
5.19509525946,0.00646104605742,11.4223972421,0.247636428921,-5.90222222222,0.105340397903,-2.16936887254,91344.8553412,0.000319178769986,-0.0150343282082,6.45422019462,3.0,225,5.31606910358,0.0150343282082,-12.0,0.267806572688,5.10592200353,30,1.00895334548
25.565476662,0.00987928309875,11.4234868246,6.87558504834,-5.72350230415,0.150626365755,-1.91744892925,91444.4373412,0.000227384198491,-0.0186673769468,1000.0,2.0,217,56.5751646792,0.0186673769468,-12.0,0.285382345655,4.95668339866,31,1.00911265606
5.23773961394,0.0064693327843,11.4224415455,0.239251294997,-6.09482758621,0.104276271073,-2.19501852269,91348.9023176,0.000109518262178,-0.0151278608818,4.56076746209,1.0,232,5.2216911594,0.0151278608818,-12.0,0.294746085991,4.96014885809,32,1.00900676684
5.21315215146,0.00643745207942,11.4207346081,0.218926999713,-5.95945945946,0.0952883036024,-2.18150051023,91193.1084596,0.000115306290607,-0.0152845043486,6.69456194242,2.0,222,5.3422238661,0.0152845043486,-11.0,0.217193462815,4.93408586381,33,1.00878077582
15.9635922126,0.00999998042134,11.417875688,0.223222781772,-5.5355450237,0.100204089477,-2.02292650665,90932.766981,0.000133791581481,-0.0189922649541,4.71341282095,2.0,211,28.579286152,0.0189922649541,-13.0,0.217506927594,4.98646671456,34,1.00843836043
5.2773614442,0.00999958619391,11.4046814379,0.212287145831,-5.76732673267,0.0941336363756,-1.60800015762,89740.8577719,0.000138912316376,-0.0188306628892,4.00479399461,2.0,202,5.23521592046,0.0188306628892,-12.0,0.243624905221,4.97621290078,35,1.00678582573
55.2125051175,0.00996002014915,11.4132614297,0.202577019933,-5.46766169154,0.0927402583911,-1.71407623858,90514.1462602,5.70586707411e-05,-0.0188055124099,7.39417629521,2.0,201,46.3780430101,0.0188055124099,-12.0,0.277217282631,5.03521914575,36,1.00793180904
5.08985879169,0.00997683844777,11.4071475835,0.205104725701,-5.60294117647,0.0920576663672,-1.65450249781,89962.4449113,0.000270763455399,-0.0186917229104,4.24472966964,3.0,204,5.17984053148,0.0186917229104,-12.0,0.22004602116,5.02973425179,37,1.00716679032
5.16304771698,0.00988379005512,11.4130203913,0.209477518576,-5.23039215686,0.0956403236272,-1.70077313267,90492.3315048,0.00019549532185,-0.0186332943935,5.15585719453,2.0,204,5.21596712484,0.0186332943935,-11.0,0.254572169959,4.93495513649,38,1.00790952146
5.20664535081,0.00998978520157,11.4232116309,0.193430318848,-4.84126984127,0.0902022118758,-1.53595743737,91419.2758709,0.000131909622339,-0.0183853421367,3.58350066265,2.0,189,5.19667004147,0.0183853421367,-12.0,0.185281468122,5.01280798457,39,1.00919731642
5.32946922177,0.00996568544005,11.4097953721,0.204282991018,-4.56382978723,0.0948302842163,-1.48934865984,90200.9620864,0.000228263692908,-0.0188839679094,4.52778668361,2.0,188,5.2631608434,0.0188839679094,-12.0,0.192812606935,4.99799642972,40,1.00752745699
5.12759229831,0.00996884509985,11.4083895844,0.199529431729,-4.63043478261,0.0951243933986,-1.42723901249,90074.2477699,0.000171996204045,-0.0182799732298,3.84518208617,2.0,184,5.23868837656,0.0182799732298,-12.0,0.214394591039,5.03189261503,41,1.00737136159
5.21536141079,0.00640202177517,11.40856811,0.198059420973,-4.84736842105,0.0942058012181,-1.31508399513,90090.3297596,0.000105257382928,-0.0147118413545,3.33086098551,1.0,190,5.17687741238,0.0147118413545,-12.0,0.208734338948,5.10241103185,42,1.00744532031
64.4790316785,0.0064630620726,11.3990932071,0.195339216093,-4.75274725275,0.0933447949161,-1.26143872097,89240.763767,0.000339209981092,-0.0149178358921,5.90109273594,1.0,182,69.5519663457,0.0149178358921,-12.0,0.221406688975,4.95799588764,43,1.00625584388
5.29243120742,0.00641854887692,11.40344023,0.186237275597,-4.30386740331,0.0895487619279,-1.37809298875,89629.5398106,0.00042669268036,-0.0152025840184,3.64071425888,2.0,181,5.24188207812,0.0152025840184,-11.0,0.164430789009,4.91265548743,44,1.00683227899
47.089923302,0.00992451576022,11.3996280212,0.214726265401,-3.95428571429,0.0916126088814,-1.18532579941,89288.5037521,5.21181216535e-05,-0.0181614799984,15.1019015374,1.0,175,36.6382734859,0.0181614799984,-12.0,0.151606031958,4.80454206869,45,1.00637958195
5.10613913843,0.00993797293484,11.4051292364,0.19492112781,-3.34131736527,0.0935649715106,-0.88828843952,89781.0525913,0.000268572073731,-0.0189185031843,3.64299340708,2.0,167,5.2371923282,0.0189185031843,-11.0,0.16672908206,4.79617169576,46,1.00710328077
5.20601013674,0.00641845574676,11.4035339327,0.189060924784,-3.44970414201,0.0914953058255,-1.17575042444,89637.9387284,9.0227407945e-05,-0.0150949751197,2.8725348032,3.0,169,5.20242149844,0.0150949751197,-12.0,0.149307682079,4.88193293105,47,1.00687345035
5.31474171348,0.0099573324451,11.3942438833,0.187429312837,-3.32727272727,0.0915583980547,-0.831845142419,88809.054001,0.000264750110399,-0.0182887340064,3.17287468229,2.0,165,5.18221830901,0.0182887340064,-11.0,0.142990714595,4.94474148157,48,1.00573593728
5.14609430627,0.00640709922347,11.3919830691,0.178275698908,-4.47826086957,0.0888359763172,-1.35118481147,88608.5000297,8.56451398845e-05,-0.0150018741346,3.85436081102,2.0,184,5.30353640337,0.0150018741346,-12.0,0.195304610646,5.05723386514,49,1.00549332734
5.23776862751,0.00993884183714,11.3925389349,0.17512176784,-4.21387283237,0.0832499049003,-1.09770322258,88657.768153,0.000231296307242,-0.018331714829,4.81618490113,2.0,173,5.21701676909,0.018331714829,-11.0,0.146470399451,4.98499871302,50,1.00561659603
5.24170009968,0.00641339416121,11.3803560163,0.184964029055,-3.74390243902,0.0908746111144,-0.851833494178,87584.2105923,0.000220422766137,-0.0151793318158,4.18262833072,2.0,164,5.17941832257,0.0151793318158,-12.0,0.143858283962,4.80931762212,51,1.00410936436
5.30808120244,0.00991387476128,11.369524231,0.186852141018,-3.3950617284,0.0894828260019,-0.742340266011,86640.6367478,0.000241727460736,-0.0183988410197,3.86778171491,1.0,162,5.25081055328,0.0183988410197,-12.0,0.137997650361,4.71974840391,52,1.00278559719
5.20459753735,0.00990310913589,11.3651746871,5.52561782551,-3.55882352941,0.119431317946,-0.926559429639,86264.6078626,0.000380013937777,-0.018584450466,1000.0,3.0,170,5.27700081409,0.018584450466,-12.0,0.140322777406,4.91091926503,53,1.00223237445
5.21001075323,0.00643654906854,11.3557933542,0.194042976214,-2.26490066225,0.0939298135469,-0.625568456185,85459.1150697,0.000111954119038,-0.0146189841274,3.74907667149,2.0,151,5.22757852883,0.0146189841274,-11.0,0.0589479314655,4.35160317075,54,1.0010664079
5.27883215245,0.00646652678048,11.3519014106,0.175371207766,-3.96470588235,0.0855733451042,-0.878741664022,85127.1594101,0.000130198879815,-0.0151223762801,4.17037389376,2.0,170,5.19170296008,0.0151223762801,-12.0,0.136194511753,4.95259185578,55,1.00060325303
5.22156681263,0.00642017508536,11.3438644873,0.18168163729,-3.1,0.08874015844,-0.719532542296,84445.7408795,0.000115441900067,-0.0146356640394,3.30995041627,2.0,160,5.32063217617,0.0146356640394,-11.0,0.155337924244,4.62087654022,56,0.9996216528
5.21939672566,0.00999687123855,11.3413261736,0.182365071417,-3.34782608696,0.0889339914683,-0.765740067217,84231.662906,0.000432332950363,-0.0190138799584,3.90013547769,2.0,161,5.26874469959,0.0190138799584,-11.0,0.0803666771531,4.72374847149,57,0.999281436549
5.20154836823,0.00994831005237,11.3418763392,0.183551017862,-3.0,0.0890043450952,-0.662396525649,84278.0170222,0.000349845718442,-0.0193854108691,3.79309400256,4.0,156,5.18418232883,0.0193854108691,-12.0,0.142522054807,4.63819151317,58,0.999347517117
87.8335675378,0.0064409177235,11.3410153743,0.183278017956,-2.81699346405,0.0900041212976,-0.64558710947,84205.4878376,0.000444403608343,-0.015277837243,3.78413394232,2.0,153,90.0840551019,0.015277837243,-12.0,0.0899356467972,4.57677842643,59,0.999361146289
5.23401881578,0.00643435813372,11.3363190932,0.180882803252,-2.95597484277,0.0889531600259,-0.745926326486,83810.9623196,0.000407335854986,-0.0154213894647,3.40417625391,2.0,159,5.06202894904,0.0154213894647,-11.0,0.137689438614,4.68819729331,60,0.998852539994
5.15115132821,0.00999926054784,11.3405878138,0.188348568941,-2.67515923567,0.0920586828575,-0.860650755238,84169.4925932,0.000238638126968,-0.0187399139244,4.05968346626,2.0,157,5.18366773246,0.0187399139244,-11.0,0.0913642629478,4.3818045326,61,0.999395092543
5.22101047306,0.00988044924324,11.329888226,0.179399359913,-2.88888888889,0.0891148796393,-0.690281718669,83273.7144862,6.12399508415e-05,-0.0183398537511,3.53477217359,2.0,153,5.32254165996,0.0183398537511,-12.0,0.0710841931735,4.52091082782,62,0.998073778495
101.344807519,0.00996586511352,11.329791985,0.176952668844,-2.76923076923,0.088645503529,-0.593930456539,83265.7005316,0.000126474362358,-0.0185453904273,4.0763351499,3.0,156,102.073726138,0.0185453904273,-11.0,0.0966436972162,4.74050488743,63,0.998061038252
5.20273360975,0.00987646824233,11.3297279571,0.180342315938,-2.71974522293,0.0873183984339,-0.680448986671,83260.3693737,0.0001668856783,-0.0187299579274,4.55350041828,3.0,157,5.16926575292,0.0187299579274,-12.0,0.125472020161,4.53132676245,64,0.998064113759
5.30492529899,0.00983462219148,11.3299776133,0.180874262169,-1.53846153846,0.0883649853264,-0.236691379472,83281.158434,0.000234399099235,-0.0187768622091,2.94305303934,2.0,143,5.2087454888,0.0187768622091,-11.0,-0.0172157922394,3.82075529964,65,0.998133399475
134.843185859,0.00642640830122,11.3406751883,0.181172850246,-2.43333333333,0.0884243376083,-0.443650891043,84176.8471813,0.00028623953942,-0.0153651221956,3.43647031928,2.0,150,56.1228740442,0.0153651221956,-11.0,0.100722128384,4.39305006674,66,0.999425214992
5.21478448081,0.0064629493447,11.3396460776,0.170644166111,-2.43708609272,0.0839195176589,-0.583255575408,84090.2644483,0.000420289849777,-0.0141890629658,2.97551611021,2.0,151,5.08855130765,0.0141890629658,-11.0,0.0722212722136,4.33921920364,67,0.999330553132
5.34124222028,0.00997059158539,11.3353754145,0.170808117921,-2.24489795918,0.08384356161,-0.366211081506,83731.9090106,0.000339597038235,-0.0183971889327,4.76240550028,3.0,147,5.21308735676,0.0183971889327,-12.0,0.0892748707753,4.24999693755,68,0.998903041823
5.27116185185,0.00990354146969,11.3282168806,0.166249777319,-2.15068493151,0.0828634590708,-0.488398985244,83134.6515929,0.000265307178893,-0.0177466091723,3.66451218757,2.0,146,5.29691195275,0.0177466091723,-12.0,0.04972159826,4.12201318309,69,0.998106537924
5.29647101275,0.00994691343694,11.3267589361,0.182182514529,-2.4701986755,0.0891421375728,-0.577498555231,83013.5341957,0.000302431916533,-0.018656627148,5.3764897257,2.0,151,5.36713197738,0.018656627148,-12.0,0.064286949855,4.42720061196,70,0.997933247407
5.29972867612,0.00996665171183,11.3120471726,0.174396864625,-1.70833333333,0.084852881882,-0.373757255852,81801.1983766,0.000195346880035,-0.0187222410292,3.30891577105,1.0,144,5.36681973773,0.0187222410292,-12.0,0.0238483964794,3.64172387446,71,0.996160226936
5.28993259997,0.00641842073402,11.287033813,0.183046982487,-1.7972972973,0.0889262619854,-0.527314197562,79780.4537563,0.000128150072749,-0.0148387031979,3.71186080349,2.0,148,5.23557368221,0.0148387031979,-11.0,0.0409766288111,3.84841044662,72,0.992920243659
5.35110689125,0.00646660507445,11.2842292032,0.185632992778,-2.3,0.0901353988731,-0.531390510287,79557.0141906,0.00031379949511,-0.014738714613,3.17459849101,2.0,150,5.34736550551,0.014738714613,-11.0,0.100959577958,4.27823951332,73,0.99264337469
5.18708876994,0.00994606728559,11.2741080609,0.196929490318,-1.54929577465,0.0938926548544,-0.31440973509,78755.8674281,0.000175401572297,-0.0190573904047,4.83280258146,2.0,142,5.3091076255,0.0190573904047,-11.0,0.0622210531249,3.68968387666,74,0.991503448597
5.2408856711,0.0064316105238,11.2742888326,0.189926771162,-2.06081081081,0.0915863711767,-0.46657884585,78770.105544,0.000361397822664,-0.0148651500115,5.02180865272,3.0,148,5.27883698542,0.0148651500115,-12.0,0.053842329482,4.06572082527,75,0.991597085291
5.30688487765,0.00995356015425,11.2621480038,0.173976909534,-1.34722222222,0.08590587294,-0.374721109576,77819.5531007,0.000146847783441,-0.017955053678,4.09371706708,2.0,144,5.2703702901,0.017955053678,-12.0,0.0415944667013,3.62728748601,76,0.990061938013
5.22667777449,0.00993495438309,11.2432194488,0.185659166145,-1.6301369863,0.0897116358539,-0.505960831488,76360.3948557,0.000187175858658,-0.0176556512859,3.842366253,3.0,146,5.38531113012,0.0176556512859,-11.0,0.0615740478794,3.80521217638,77,0.987652325835
5.23493310273,0.00992751498634,11.2395509183,0.177003065979,-1.35251798561,0.086771667377,-0.181519434443,76080.777621,0.000409859998805,-0.0178719842403,3.99354711489,2.0,139,5.3228069221,0.0178719842403,-11.0,0.0494975708037,3.60627612264,78,0.987166236352
5.2878642319,0.0064411651622,11.224282352,0.181157939566,-1.85416666667,0.0883286552729,-0.411635212372,74927.9565854,0.000207814844728,-0.014666462288,3.63558412074,3.0,144,5.21301945587,0.014666462288,-11.0,0.0835580134469,3.88009297927,79,0.985349005102
5.18546536951,0.00644318548599,11.2165800775,0.172236215296,-1.81818181818,0.0832211605945,-0.289863002472,74353.05775,0.00028179544275,-0.0154106772603,4.02641794434,2.0,143,5.1420372805,0.0154106772603,-11.0,0.0661540043252,3.95364108299,80,0.984446641319
5.19297131783,0.00642011801274,11.2070635893,0.192117532625,-1.95862068966,0.0915705618782,-0.326252880131,73648.8339408,0.000235631803064,-0.0148482798019,5.62101241467,2.0,145,5.36513214668,0.0148482798019,-11.0,0.0832154585515,4.03924858507,81,0.983271538494
5.2506039053,0.00641585179966,11.2020368256,0.201373899759,-1.45714285714,0.0957509293623,-0.196103600382,73279.5475927,0.000511545386968,-0.0156235131144,4.75327742478,2.0,140,5.29429928403,0.0156235131144,-12.0,0.0702048028587,3.68660011503,82,0.982712242573
5.2451269022,0.00996149658052,11.2010078925,0.17787878386,-2.34693877551,0.0846722821608,-0.371293841882,73204.1866162,0.000447492815951,-0.0182138289014,3.73462799523,2.0,147,5.22070165218,0.0182138289014,-12.0,0.0650876427142,4.25649253778,83,0.982637926925
5.25072432719,0.00992742279223,11.2086493602,0.186098370108,-1.14388489209,0.0889954190191,-0.196904858544,73765.7167695,0.000286537959596,-0.018177876054,3.84517865383,2.0,139,5.33800455106,0.018177876054,-11.0,-0.0221720401556,3.40875122407,84,0.983715810595
5.17229370122,0.00991409595541,11.2146037841,0.170395763532,-1.96503496503,0.0838924742383,-0.239379421322,74206.2593992,0.000253572564641,-0.0183586467184,3.78843377879,3.0,143,5.27218648672,0.0183586467184,-12.0,0.102658311701,4.20690838332,85,0.984476523753
5.25904996947,0.00995824301256,11.2217862137,0.183219844728,-1.72916666667,0.0887667612465,-0.315280796081,74741.1592745,0.000255092621794,-0.0186806670803,2.96022682335,2.0,144,5.22336371378,0.0186806670803,-12.0,0.102002376119,3.94443833137,86,0.985433553831
5.17282067884,0.00992400299097,11.2356305082,0.178344195294,-1.31690140845,0.0847958876625,-0.255514362203,75783.0936781,0.000205349949844,-0.0177585252022,4.42130882451,2.0,142,5.26186106081,0.0177585252022,-11.0,-0.0151633579322,3.43628057666,87,0.987186866725
5.2267570796,0.00987979254011,11.2286053216,0.189420763894,-1.40287769784,0.0890392106399,-0.233334232828,75252.5689994,0.000262642049573,-0.0178985630222,4.23661032595,2.0,139,5.30444724163,0.0178985630222,-11.0,0.0165470770996,3.44477380085,88,0.98625600939
5.17486715315,0.00644266463019,11.2209286055,0.175356275116,-1.74825174825,0.0857274694941,-0.287924018254,74677.0881253,0.000589078846748,-0.0145888775055,3.67847921643,2.0,143,5.27776903758,0.0145888775055,-11.0,0.0448325121812,3.80736961394,89,0.985276079742
5.20886101877,0.0064269169568,11.2102281958,0.184303865224,-1.25714285714,0.0881297699187,-0.231897475853,73882.2726965,0.000269828190709,-0.0148357430034,3.73066367525,2.0,140,5.19905977566,0.0148357430034,-12.0,0.0544903128509,3.5923955966,90,0.983959011134
5.14677602896,0.0098753998365,11.2017572731,0.187740096582,-1.22302158273,0.0868907401108,-0.140948769124,73259.0649701,0.000235630988196,-0.0181253186053,4.3356268314,2.0,139,5.21273189119,0.0181253186053,-11.0,0.0505286765643,3.48696063459,91,0.982978396778
5.24789545826,0.00995001481967,11.2179947426,0.183871330931,-1.42657342657,0.0895457594923,-0.288706565502,74458.3168652,0.000196061642089,-0.0183666481824,3.28313260613,2.0,143,5.24804167305,0.0183666481824,-11.0,0.0293481502406,3.54292264183,92,0.98497671172
5.28718344544,0.00644256004821,11.2075648767,0.19204669426,-1.86111111111,0.0882658227965,-0.245442231275,73685.7624277,0.000360852834229,-0.0143603578775,4.09410421139,2.0,144,5.22698492661,0.0143603578775,-11.0,0.151447286491,4.08862091513,93,0.983707033317
5.19782393459,0.00985529981949,11.2071962695,0.188941534514,-1.03649635036,0.0882140873599,-0.164092091464,73658.6063327,0.000312142033361,-0.0193492323253,4.75691899576,1.0,137,5.25871757204,0.0193492323253,-11.0,-0.118570518575,3.01191977269,94,0.98378833333
5.21387918372,0.0064105501604,11.2168423981,0.187776576981,-1.47887323944,0.0868999353582,-0.241531443306,74372.5646465,0.000574711616906,-0.0147107213813,4.91042399094,2.0,142,5.09169183928,0.0147107213813,-12.0,0.0903505705325,3.61085669258,95,0.984906291446
5.29529341201,0.00641678835024,11.2164735279,0.182223348198,-1.0652173913,0.083998740667,-0.147768318675,74345.135885,0.000432759982335,-0.0145598702366,3.97272179245,2.0,138,5.16956296825,0.0145598702366,-11.0,0.00817413614592,3.10027236237,96,0.984802153319
5.12976155975,0.00641637491282,11.2109688309,0.181066657138,-1.55944055944,0.083543399324,-0.340821621317,73937.0127673,0.000236879904343,-0.0143569879222,3.85056124948,2.0,143,5.18295458795,0.0143569879222,-11.0,0.0346382025281,3.66732382299,97,0.984138778489
5.29884777313,0.00998805790299,11.1981191985,0.193037050422,-0.920289855072,0.0894534821778,-0.124387948147,72993.0272508,0.000217817010916,-0.018158804027,3.68572966938,2.0,138,5.35713427237,0.018158804027,-11.0,-0.0107499184698,2.97589736607,98,0.982624393101
5.15852305367,0.00641435025201,11.2005824005,0.191540305327,-0.78102189781,0.088328243787,-0.097475419507,73173.0454469,0.000325230355951,-0.0150175698112,4.94921183887,2.0,137,5.2303578236,0.0150175698112,-12.0,-0.0142616274916,2.88139090619,99,0.982827419546
5.28168640871,0.00995928191035,11.2087120357,0.185590495821,-1.02919708029,0.0872608214561,-0.10908617867,73770.3402117,0.000231844085962,-0.0182899129234,4.3068230749,2.0,137,5.24202034576,0.0182899129234,-11.0,0.0431658872929,3.15521027985,100,0.983783895635
5.15870118752,0.0098902704606,11.2043243519,0.184682600023,-0.942446043165,0.0845924420869,-0.169821787015,73447.3683547,0.000321097388828,-0.0172589157798,4.33847316397,2.0,139,5.26251698644,0.0172589157798,-10.0,0.0217486330606,3.04349709913,101,0.983332998699
5.1474841496,0.00641279646004,11.2083867728,0.197114806419,-0.833333333333,0.0892384264029,-0.165720887882,73746.3493587,0.000293958725924,-0.0147456082377,5.38734064447,2.0,138,5.28964601258,0.0147456082377,-11.0,-0.00014466771681,2.92560741453,102,0.983807858068
