AverageReturn,MeanKLBefore,LossAfter,NumTrajs,Perplexity,AverageDiscountedReturn,MinReturn,Entropy,AveragePolicyStd,StdReturn,ExplainedVariance,MeanKL,MaxReturn,LossBefore,Iteration,dLoss
203.5962500777115,0.0,-0.1360210849188361,172,84102.99578405521,67.86574282766308,0.8314538311076598,11.339797467015725,0.998663195481299,142.06947968891245,0.44342145861229365,0.29513026542813475,658.2826786756577,3.301785079201874e-17,22,0.13602108491883613
242.09732149500172,0.0,-0.1400482767388459,153,81913.86864606898,71.36649073815684,-19.192840811757183,11.31342359184322,0.9954409746885536,155.09948456389188,0.4311464855151137,0.2897548141505709,715.2384219666492,2.5172942415898686e-16,23,0.14004827673884615
213.43648687463073,0.0,-0.14892792618193879,158,76509.59383414433,71.20203791841259,17.627138413441667,11.245171421548159,0.9871007433925082,140.94242868627677,0.5191163476947767,0.2801030096305105,640.7124935594404,2.400947850882431e-17,24,0.1489279261819388
229.68918385031193,0.0,-0.14216084981080504,157,74593.07857579543,76.17630015930318,14.417938813781781,11.21980300140216,0.9840380571028357,155.84993665139837,0.5152414767137675,0.2951648531713807,627.1913063689143,-5.854371512061261e-17,25,0.14216084981080498
236.025209320385,0.0,-0.14209239647255728,161,72358.96588872404,75.49229661259754,-34.42063708815523,11.189394648206504,0.9802823396131903,163.653079543521,0.5039500707985665,0.2933942495303761,640.5442844734247,6.856157749593018e-17,26,0.14209239647255734
268.6297825966919,0.0,-0.14467742554466728,144,68594.75051754573,82.87285998796227,10.460894157194504,11.13597128771809,0.9737557024995686,155.7755550109807,0.512345456745553,0.2993337001453701,622.0359181899001,2.0849826999320825e-16,27,0.1446774255446675
255.147028272754,0.0,-0.14443338418168813,152,64202.97121776828,83.06955632086915,16.30123949680157,11.069804769257733,0.9656736710638806,162.79711914687715,0.5643942938825581,0.29530314197429897,626.2316301814488,3.2426448139390667e-16,28,0.14443338418168847
255.6204464433224,0.0,-0.1431414963917663,163,56768.701515504545,86.7637469058934,-0.8072911562289581,10.946740423179998,0.9514265791498812,160.7875209575444,0.5845666571402541,0.2929746893078047,625.758951748803,-1.6343821786770781e-16,29,0.14314149639176613
289.0098554319141,0.0,-0.14539436013573415,145,54708.58083434917,89.4890008330985,19.564799419979035,10.909775846936183,0.9472551847313165,172.7526038162366,0.6065980561299726,0.2902396579323222,748.3838960008408,1.9647663374049327e-16,30,0.14539436013573434
293.4455639438918,0.0,-0.13533087915612743,148,51809.94960968448,88.2848645123726,8.725426465372474,10.855337487210107,0.9411114106567046,186.21853871961977,0.5358544654718462,0.2861121357058899,696.7264553615069,2.7120110111596607e-16,31,0.1353308791561277
294.0342740064645,0.0,-0.1413096034438333,144,53382.6308543719,92.72156489264525,29.442333008505276,10.885240707138783,0.9450766297245088,169.6353089674362,0.5940945401217328,0.29848898079899816,638.7283771319109,-6.5707099462808725e-16,32,0.14130960344383264
318.13313745679744,0.0,-1.3142582823784977e-16,146,49067.59918384788,96.03800635835458,30.691473350389867,10.800954201533804,0.9354192243379268,183.75062233191463,0.5887924667697191,0.0,724.4206413829032,-1.3142582823784977e-16,33,0.0
318.6518068904771,0.0,-0.13481650543564805,144,49067.59918384788,93.99360684036648,-42.87405128470297,10.800954201533804,0.9354192243379268,190.81931862879924,0.5750634445972753,0.2921429305040424,768.3080153370702,3.4605217807429545e-16,34,0.13481650543564838
329.70251551096385,0.0,-0.1415790250330497,143,46316.74059564388,98.90227416094787,-10.42909160121612,10.743258742664862,0.9294601714598366,194.56640730845356,0.592694357290227,0.2992617159151697,769.0911262608344,2.260494174387092e-16,35,0.14157902503304992
362.55417932897797,0.0,-0.1410535505955216,135,39674.64151469143,102.46299594096054,18.797428356023723,10.58846750980726,0.9113224235235627,201.43479902893077,0.6151789029812851,0.29603634833962544,849.2809410428421,-3.604168228851613e-17,36,0.14105355059552158
372.96253574979073,0.0,-0.13976768774787104,140,38203.65641791087,104.74775568404574,22.227150499330143,10.550686507760373,0.9080869555593886,188.11207505877775,0.5707731589213765,0.2970277045503456,751.4978353185362,-1.5771624622751106e-17,37,0.13976768774787102
349.51512873732736,0.0,-0.13106879467249125,148,35490.14677310568,101.86501534748747,1.6509808200062877,10.477010381250635,0.8998101756624334,194.58947331640348,0.5720693631259897,0.2969010741595929,772.0078254057179,4.5234013470663536e-17,38,0.1310687946724913
377.3052702478635,0.0,-0.13022364417526658,139,30261.404145267585,108.0337508496456,28.42649246466108,10.31762838895142,0.8820908939568878,193.6063726323856,0.5943086828758292,0.27837063005947094,741.5893213770776,-6.790648061723118e-17,39,0.13022364417526652
423.9472073397575,0.0,-0.13823430003577872,127,32737.160584644447,114.95429812876493,23.205759098640307,10.396266120977401,0.8921657150294163,206.01031117075394,0.6435849602847815,0.2837902448456163,795.5658764285199,-1.1212157697838118e-16,40,0.1382343000357786
412.0703887778925,0.0,-0.13286471258391216,133,34490.069266810046,114.12110027364427,32.42183462364214,10.448426714244615,0.8968899108469942,206.24932383004437,0.6606329898170031,0.28663412365617913,785.833308284123,-1.8855714006894587e-16,41,0.13286471258391197
417.08516024261036,0.0,-0.11760425444064702,144,35446.20909804829,119.94317536645781,38.51361836054663,10.47577158965677,0.899611326002791,204.2146661140631,0.6355571094088124,0.28909808439966955,853.0770847103641,2.644048175880374e-17,42,0.11760425444064705
448.30096100255406,0.0,-0.12773016823039962,131,31700.013414246,118.24985932651971,-25.921840337298846,10.364072383027617,0.8874159157332757,191.92405847460284,0.6355333243310788,0.28888581649795053,817.4506132950064,1.166944092467493e-16,43,0.12773016823039973
479.5843467752127,0.0,-0.12447014643428647,123,30001.5264023653,122.53948910590522,-5.105801697542543,10.309003539428788,0.8817865154683823,211.1497287840686,0.6779251178755763,0.29721579196278686,812.7237776376384,1.3508191408498056e-16,44,0.12447014643428661
494.9476102135413,0.0,-0.11712382222774144,127,29257.812748483095,127.00348800073479,35.21071665676253,10.28390191950672,0.8780878730763535,215.9856568913835,0.6588528239450835,0.2867252929501703,876.5968406696248,-1.2290053298704572e-16,45,0.11712382222774131
517.2914823499002,0.0,-0.12562628170980245,121,31924.009946496826,131.45197284100593,93.75635658126399,10.37111366856385,0.8885365749917684,191.06447650088546,0.6708341500256798,0.2991045338830754,884.7178756949114,-5.07518533810123e-18,46,0.12562628170980245
480.808697419782,0.0,-0.12923859068180638,129,28882.833784655733,130.62689810590106,31.622896599297185,10.271002710930428,0.8770307668004402,188.639045461185,0.6435253369929435,0.2897923856676596,840.619815776537,6.836946696308918e-17,47,0.12923859068180643
491.8637225311571,0.0,-0.12984440659030447,129,30152.015322083986,129.85136577037676,18.175733075076952,10.31400704310829,0.8825042792487543,226.32162080990747,0.6328946002754601,0.2961395088840785,885.9700080889784,-2.789207391681478e-17,48,0.12984440659030444
527.8198917528955,0.0,-2.4166692534673035e-16,119,28145.751669049594,135.82406361045702,16.863909215373248,10.245151704560495,0.8747890589763284,192.4334320873563,0.6958007364796591,0.0,866.2739516042261,-2.4166692534673035e-16,49,0.0
568.1196381302251,0.0,-1.6547436810709905e-16,121,28145.751669049645,141.58734891082239,56.359674641705624,10.245151704560497,0.8747890589763285,193.14428372785244,0.6619416119474486,0.0,910.2790548907473,-1.6547436810709905e-16,50,0.0
546.9848030791311,0.0,2.049490528322569e-16,117,28145.751669049645,136.43120619579096,19.437735210504854,10.245151704560497,0.8747890589763286,201.81159896592544,0.6715036623978958,0.0,845.818508554285,2.049490528322569e-16,51,0.0
549.6971293370525,0.0,-0.12322211494499023,119,28145.751669049645,138.05159534579255,34.62498167163459,10.245151704560497,0.8747890589763285,199.90431923637067,0.6862209115139435,0.296966368418685,889.0091646326878,7.517797803149154e-17,52,0.1232221149449903
542.7720312558288,0.0,-0.11872150911942345,124,25703.294806675378,140.6990590542022,43.82255925425936,10.154374465260434,0.8657868620852817,201.55117939748024,0.6628300547195101,0.28403945727165386,872.5693469628995,5.987567680128298e-16,53,0.11872150911942404
581.445376305613,0.0,-0.12514099715472712,116,24462.095865181574,141.0761352650443,106.31160975791558,10.104880090982544,0.8597750558902701,178.03362905181334,0.6706637184529471,0.29195971552220196,890.3994402426755,-1.9637719356066107e-16,54,0.12514099715472693
603.8004483938226,0.0,-0.11010606644511503,116,25556.836449396505,149.21675122252975,115.54881450634613,10.148660131245958,0.8634374042327004,192.51262748155017,0.7031540977303046,0.29815480929172755,978.2305729455293,8.859931754682394e-17,55,0.11010606644511511
611.6437073523416,0.0,1.4664451451582308e-17,115,23141.248184194497,152.07849831497256,89.36635055288293,10.049371939837203,0.8532458351298352,205.5065157663982,0.7201612263717629,0.0,945.7442607232294,1.4664451451582308e-17,56,0.0
608.8437509978733,0.0,2.3207242579261337e-16,113,23141.248184194497,150.29467985347705,44.81504931087158,10.049371939837203,0.8532458351298352,213.3331417865207,0.7582420987046465,0.0,949.5046782558035,2.3207242579261337e-16,57,0.0
615.4726624011961,0.0,-3.1717105701097496e-16,117,23141.248184194537,149.65407069046904,130.66192766142152,10.049371939837204,0.8532458351298352,203.39157759684417,0.7153080076886102,0.0,952.4085353982947,-3.1717105701097496e-16,58,0.0
619.4553369983847,0.0,-0.11737966106792594,109,23141.248184194497,149.1128435676441,53.41657725854437,10.049371939837203,0.8532458351298352,207.13758294304102,0.7365501176104834,0.2905053532931987,974.4733718981213,3.2581985858388193e-16,59,0.11737966106792626
660.2714010635062,0.0,-0.11458843956327387,109,21713.472667878745,152.68487980538052,-33.637867076825046,9.98568820714546,0.847155193578286,207.89346962870488,0.7300581762707752,0.2924183336508901,974.9783240926819,-1.305715588291751e-16,60,0.11458843956327375
677.0377448713849,0.0,-1.596472798159471e-16,111,20815.95957152498,158.7455160938504,41.52746818878623,9.943475258567704,0.8419584651270775,204.20486238392868,0.7334441241868115,0.0,973.1364931512666,-1.596472798159471e-16,61,0.0
711.4335459613892,0.0,-0.10584326994131334,110,20815.95957152498,161.59170959430872,44.55090912440205,9.943475258567704,0.8419584651270774,186.11355903230543,0.74690947665345,0.29363804069343125,964.2034584911337,-9.103456689828014e-17,62,0.10584326994131324
675.364618178548,0.0,-0.11283073509434127,113,20242.97572902047,164.46086222668742,47.086267240824085,9.915563134779505,0.8403237189430478,216.62358688407355,0.7038708122162174,0.29746770308350456,1040.1739202371857,2.0116935315806086e-16,63,0.11283073509434147
688.5298813689288,0.0,-1.9045604309961339e-16,115,18122.892615934255,166.14775889918127,39.05569059674616,9.804931203497361,0.8296372460334062,233.5660525182753,0.7205109684160016,0.0,1046.2634052019625,-1.9045604309961339e-16,64,0.0
631.0701591207962,0.0,-0.11194610875335806,121,18122.892615934255,160.17105186782692,52.00586690553758,9.804931203497361,0.8296372460334062,253.91501458941312,0.7383977798296433,0.29256811822825035,1076.0585290821452,-2.4489758394727923e-17,65,0.11194610875335803
731.6468471298571,0.0,-7.408779407340002e-16,108,17711.148720813213,168.0577604245969,36.53080934103629,9.78194959150868,0.8281442616471062,208.97031331979466,0.7527322387081599,0.0,1123.4327546753016,-7.408779407340002e-16,66,0.0
744.4285418585297,0.0,-0.1051900072184179,112,17711.148720813213,170.14281222126152,73.42936215780291,9.78194959150868,0.8281442616471062,212.45614531208972,0.7393489218508957,0.29481822651287953,1052.6078793761765,1.70421432938301e-16,67,0.10519000721841806
770.4893003867586,0.0,-0.10272402337212484,109,16729.706003049127,170.92143622388298,105.94452529677405,9.72494122078696,0.8215117750885376,213.852561668708,0.726309753275243,0.29274299941547305,1095.7557006646643,-1.0646946250841567e-16,68,0.10272402337212473
738.4512855337355,0.0,-0.11530367145261737,115,15778.85814793239,175.42992958875223,165.94392999048117,9.666426231067659,0.8159507935460433,240.5104262119177,0.724053228645753,0.2928944567232284,1097.404469813347,-1.6691067539384284e-16,69,0.1153036714526172
684.1278434587048,0.0,2.1122244130078097e-17,119,15612.63321367488,169.9115519991061,74.7413625188463,9.655835686898625,0.8147828264874738,239.64451566094894,0.7114816818232614,0.0,1091.9022610838479,2.1122244130078097e-17,70,0.0
688.0770966348969,0.0,-7.84898456179957e-17,118,15612.63321367488,169.94148962939113,69.96442339416575,9.655835686898625,0.8147828264874739,250.0850242410486,0.7189131512565903,0.0,1155.3874112288554,-7.84898456179957e-17,71,0.0
661.2990694507034,0.0,3.6052161104539166e-16,125,15612.63321367488,171.97121205225355,64.31907797380617,9.655835686898625,0.8147828264874738,247.82033376499632,0.731241864967384,0.0,1095.6914655840465,3.6052161104539166e-16,72,0.0
709.0978345969918,0.0,4.2119117667959716e-16,116,15612.63321367488,173.4502736340604,37.64363758000198,9.655835686898625,0.8147828264874738,259.2193363661967,0.7334250459829592,0.0,1163.3408710103354,4.2119117667959716e-16,73,0.0
666.5757763641997,0.0,-0.10706585811275357,124,15612.633213674908,171.4213966958084,51.738361978001116,9.655835686898627,0.8147828264874738,272.21087968617735,0.7215441473208883,0.29003796109397595,1090.112280010396,-6.627862369611242e-17,74,0.1070658581127535
717.0988908708973,0.0,-0.10205355094684813,118,15693.3759900776,177.48541716849533,40.001559153420665,9.660993990846691,0.8154222532646456,248.8009730812001,0.7303926847578577,0.290756666735807,1254.9463402105143,-7.19646440485054e-18,75,0.10205355094684812
799.3077740913886,0.0,5.332008069863159e-17,109,15570.222768185553,184.45193499279492,130.7247020271543,9.65311557225206,0.8148834372300444,190.0787196425618,0.774238225230049,0.0,1089.9289685249219,5.332008069863159e-17,76,0.0
762.3414870243025,0.0,-0.10529386803121278,107,15570.222768185553,181.53724344962998,89.38363846544424,9.65311557225206,0.8148834372300443,204.16970686187625,0.7905119147522028,0.2856269945771006,1081.3346627032047,5.82106197440734e-17,77,0.10529386803121284
825.7788686295017,0.0,-6.196132862289748e-17,108,15279.834473530056,182.70433101905272,111.51126763415435,9.634289229777677,0.8123146167004808,181.8992034355727,0.7565796729103649,0.0,1130.6061429842587,-6.196132862289748e-17,78,0.0
802.8007891194525,0.0,-0.09797726940567325,107,15279.834473530056,179.83807622805674,169.26799882760545,9.634289229777677,0.8123146167004808,195.48012049167704,0.7347581366151781,0.29829054853702813,1100.8095990723568,-3.7473729887769907e-16,79,0.09797726940567288
842.992074962736,0.0,-0.11037700172831151,106,15542.367581928474,180.58761622942637,82.95704249952502,9.65132496636639,0.8143534921390411,185.52205192272396,0.7693961443699464,0.29836006963878337,1167.0697268318588,-1.369096241168627e-17,80,0.1103770017283115
816.2462004562741,0.0,-0.1006804488416283,109,14940.303310588788,190.72755250431678,109.81880716325351,9.6118177603943,0.8086914408964184,244.75662877873032,0.7599609129250192,0.2952603527450146,1283.9516135115139,4.6772833279272426e-17,81,0.10068044884162834
822.4703695951908,0.0,-0.09638876073004136,110,15351.756416554983,188.6380080371515,19.204163438436055,9.638985171000625,0.8129254832167263,242.30145207036574,0.7872371237732126,0.29767652442026377,1276.1598537895159,1.1237725897165018e-16,82,0.09638876073004148
856.8479190292607,0.0,9.924571061831479e-17,110,14146.697934671303,190.67495026942387,189.43174068480363,9.557236514331022,0.8061229274818446,219.68275916408658,0.7689408133656066,0.0,1283.3576687696295,9.924571061831479e-17,83,0.0
885.2138989340319,0.0,-0.10187434106585087,109,14146.697934671303,197.75802159639065,211.37126848796692,9.557236514331022,0.8061229274818447,221.90777954112457,0.7748522578769058,0.2881477867842207,1191.5866327803708,-3.347318665358173e-16,84,0.10187434106585054
878.6919577607522,0.0,1.8183662339851033e-16,103,14641.460330464119,198.68371511369998,214.7105160981637,9.591612531889309,0.8102082822502753,201.3555580707527,0.817850238431477,0.0,1191.0566492001947,1.8183662339851033e-16,85,0.0
919.3183588619404,0.0,-6.092193782405021e-17,108,14641.460330464119,195.36540737568214,203.36285752787526,9.591612531889309,0.8102082822502752,196.41746209320308,0.7795632656578011,0.0,1182.977367413731,-6.092193782405021e-17,86,0.0
911.3120754222452,0.0,3.822281805535315e-16,105,14641.460330464119,202.28735675010847,204.30850258858007,9.591612531889309,0.8102082822502752,193.3472057938712,0.7986953919793227,0.0,1242.6881131046387,3.822281805535315e-16,87,0.0
888.4232298512386,0.0,-3.7764888736269036e-16,107,14641.460330464119,195.9532037911974,215.9425560210126,9.591612531889309,0.8102082822502752,186.37932259877343,0.7942533233254874,0.0,1232.2342915878992,-3.7764888736269036e-16,88,0.0
851.6924069282148,0.0,-0.08821128624493439,106,14641.460330464119,197.5646425661448,200.42346925781845,9.591612531889309,0.8102082822502752,243.99931739467291,0.7971203886070486,0.29868858884708993,1301.7584270073492,2.8549393814576613e-16,89,0.08821128624493468
858.8849577909589,0.0,-5.256439312830892e-17,109,14034.160186827115,202.85431066599477,54.44991549229269,9.549249649943125,0.8063043505029349,239.10127875219658,0.7985516558262874,0.0,1206.1866626451858,-5.256439312830892e-17,90,0.0
807.201179687338,0.0,-0.09740687440269227,108,14034.16018682709,197.29954231633405,72.54208978124943,9.549249649943123,0.8063043505029348,245.4520044819218,0.8122755167588931,0.29296534291827453,1186.3131346056518,2.287848359136153e-16,91,0.0974068744026925
887.2367708711299,0.0,-0.09645275664214886,112,14255.984487914655,205.16640107715338,50.465375644343624,9.564932061600757,0.8072303674150496,248.84160002243624,0.7543310788527042,0.29080942087417855,1298.2207677007038,3.4423950403717923e-16,92,0.09645275664214921
903.671368461504,0.0,-0.10202400796181757,108,13687.094654313929,204.00983499702485,134.83010804358744,9.524208671823645,0.8040001697518688,252.54576739393082,0.7679417230702812,0.2963977124402439,1284.0413679839717,2.5684643461827334e-17,93,0.1020240079618176
945.4764174144407,0.0,-2.9169472083193804e-16,108,12027.572900755305,205.88967480044036,64.39671093653156,9.394957034727994,0.7906026592779684,231.69351571822315,0.7888139139685828,0.0,1356.5813407836063,-2.9169472083193804e-16,94,0.0
957.7547908279648,0.0,-1.191662857914472e-16,109,12027.572900755305,214.1138560272417,135.0518104663572,9.394957034727994,0.7906026592779682,228.26719588744834,0.77823172891424,0.0,1334.0099641222996,-1.191662857914472e-16,95,0.0
915.8350924658463,0.0,-4.2085383429288406e-18,110,12027.572900755305,210.30540165867953,62.30013671533934,9.394957034727994,0.7906026592779682,235.03868165431138,0.8027354644702912,0.0,1391.8338286656174,-4.2085383429288406e-18,96,0.0
949.5174502096,0.0,-0.09847708293468861,110,12027.572900755305,204.49630171164893,77.67664794677968,9.394957034727994,0.7906026592779682,245.1959148912106,0.7548047193408198,0.2905822375639912,1442.0611422313477,-9.24355634715316e-17,97,0.09847708293468851
972.2225992192191,0.0,-0.09619833271473692,106,11647.430436240069,211.52588553168172,39.54102726724733,9.36284087125329,0.7866546019568623,241.32475607854798,0.7745440260513128,0.2935139837833775,1438.492315600862,-3.0909215355411727e-16,98,0.09619833271473661
981.162110481553,0.0,-2.650322913020938e-16,107,11925.655966486624,210.77316504973933,68.51202763147688,9.38644732191551,0.7891461813182616,228.1897080535151,0.7940718723627708,0.0,1459.7443989938697,-2.650322913020938e-16,99,0.0
999.260416781072,0.0,-5.465882766345395e-17,107,11925.655966486624,208.01471067706436,59.27625165607775,9.38644732191551,0.7891461813182616,209.2634563216843,0.8035338297860896,0.0,1433.9528494329625,-5.465882766345395e-17,100,0.0
940.7558422669244,0.0,-0.0921944320664927,108,11925.655966486604,207.68257038997695,163.50550026232779,9.386447321915508,0.7891461813182616,235.02195037265736,0.7648687154337661,0.2958377613115605,1313.593385477833,-2.7204406546865693e-16,101,0.09219443206649242
976.0160534435929,0.0,6.350943720902069e-17,105,11245.605375471734,209.93249658706506,0.8073610921262695,9.327732698024105,0.7828459844425805,229.0265980832355,0.7951956771013675,0.0,1488.0960221623473,6.350943720902069e-17,102,0.0
961.6822503825696,0.0,-0.10168277192699475,110,11245.605375471714,206.80204016900035,21.922454933540795,9.327732698024104,0.7828459844425805,273.1122374751863,0.7689277277079621,0.29438814235019634,1362.7832690421858,9.526939046489352e-17,103,0.10168277192699485
965.4060928520101,0.0,1.2727006313383158e-17,110,9801.562270872837,208.8132540712449,72.37128685742702,9.190297067348567,0.7678422450539408,251.94587652518044,0.7698037790324168,0.0,1403.375073765944,1.2727006313383158e-17,104,0.0
983.5911519832481,0.0,-0.08732013355044269,108,9801.562270872837,208.23338927431809,341.01906462820256,9.190297067348567,0.7678422450539409,207.1464477251507,0.7701844847747525,0.2821592105645264,1432.812637612156,7.806869402575361e-17,105,0.08732013355044277
939.1882373164215,0.0,-0.09477482303655224,112,9226.417540525,212.20177117211367,38.74800750714981,9.129826120033329,0.7610683517052262,264.9987604219906,0.7678982911589827,0.2882951762212164,1405.84231427666,1.1331116267344083e-16,106,0.09477482303655235
939.268233338906,0.0,-9.740534329688162e-18,111,9648.40965756167,205.7922286448161,36.2939175796242,9.17454837842642,0.7653062338722906,273.348878843805,0.7356137429153977,0.0,1383.936300442426,-9.740534329688162e-18,107,0.0
994.1803808949916,0.0,-0.087477011493875,109,9648.40965756167,214.02635265367786,206.00766120686237,9.17454837842642,0.7653062338722905,195.5354516591735,0.7715420704857926,0.2965563061941458,1358.7648008100007,-6.626612574513336e-17,108,0.08747701149387493
1022.2241288403113,0.0,-0.09630988591273827,105,9889.44638521208,211.18907398274695,19.598054469741932,9.199223445821671,0.7685900397469924,274.9149398010581,0.7547338828113824,0.29708644581745847,1401.3468122987924,-5.923675960228484e-17,109,0.09630988591273822
1114.8898350311347,0.0,6.413750615573908e-16,105,10039.136508696967,219.35233733875373,514.1586814454358,9.214246384437205,0.769052455352198,209.4841424714117,0.7594234134465795,0.0,1482.583639443618,6.413750615573908e-16,110,0.0
1072.1787601589074,0.0,2.7783061870281617e-16,105,10039.136508696967,213.74021255243508,39.519892951982435,9.214246384437205,0.7690524553521981,269.7336321612352,0.7487597814945125,0.0,1556.095681545771,2.7783061870281617e-16,111,0.0
1086.9598897151257,0.0,-0.08684072181393505,107,10039.136508696967,213.98792583853879,48.05680678394071,9.214246384437205,0.7690524553521981,302.0091343826178,0.7635666751787781,0.292807319185824,1470.6947141727844,-8.6273562393327e-17,112,0.08684072181393497
1070.4225538930536,0.0,3.301836050811634e-16,107,9615.18795618672,207.47365771503345,41.851980939845056,9.171099206057164,0.7647727277629415,285.317672815522,0.7484754659078832,0.0,1523.3998581976105,3.301836050811634e-16,113,0.0
1065.559155706869,0.0,2.387904817160991e-16,107,9615.18795618672,212.26443116301482,64.06081012639699,9.171099206057164,0.7647727277629415,282.3246778824581,0.7397210969748491,0.0,1582.11159365784,2.387904817160991e-16,114,0.0
