Iteration,MeanKL,MaxReturn,LossBefore,ExplainedVariance,Entropy,LossAfter,StdReturn,NumTrajs,MeanKLBefore,AverageReturn,Perplexity,AverageDiscountedReturn,MinReturn,dLoss
33,0.00958804641967,1.0,-2.47591551361e-18,0.439711414137,1.17986346314,-0.0433966793754,0.0,134,0.0,1.0,3.25392989117,0.87188298236,1.0,0.0433966793754
34,0.00967592793639,1.0,-8.89963529335e-17,0.409227756077,1.14174738671,-0.0430799442223,0.0,133,0.0,1.0,3.13223681502,0.873905857226,1.0,0.0430799442223
35,0.00898632037365,1.0,3.7988910567e-17,0.376734222787,1.12249492497,-0.0401229152806,0.0,132,0.0,1.0,3.07251033135,0.873405873589,1.0,0.0401229152806
36,0.0091600364388,1.0,8.72818679801e-17,0.419464900517,1.07984619781,-0.0404255664269,0.0,141,0.0,1.0,2.94422668774,0.882734861796,1.0,0.0404255664269
37,0.00828421183768,1.0,6.0856669498e-17,0.469123056954,1.05775896544,-0.0365176155425,0.0,141,0.0,1.0,2.87990977472,0.883361232933,1.0,0.0365176155425
38,0.00901338231355,1.0,5.83049290832e-17,0.455232630426,1.03599638479,-0.0394699961166,0.0,139,0.0,1.0,2.81791256253,0.885543032214,1.0,0.0394699961166
39,0.00882443611892,1.0,-1.26323060795e-16,0.580135805882,1.01078214384,-0.0418869501773,0.0,147,0.0,1.0,2.74774930997,0.892632260612,1.0,0.0418869501773
40,0.00991617939899,1.0,1.68339167952e-17,0.181233560124,0.975704237363,-0.040947435364,0.0,146,0.0,1.0,2.65303491957,0.88647165432,1.0,0.040947435364
41,0.00964608743627,1.0,1.5308057355e-16,0.457539789637,0.932807001896,-0.0368690089599,0.0,148,0.0,1.0,2.54163354406,0.89252948259,1.0,0.0368690089599
42,0.00900458579188,1.0,6.45065616653e-18,0.273491796207,0.928279983717,-0.038115752081,0.0,150,0.0,1.0,2.53015352753,0.891397391134,1.0,0.038115752081
43,0.00967912569293,1.0,-3.22918054254e-17,0.362728647248,0.900130621952,-0.0414668371381,0.0,155,0.0,1.0,2.4599244103,0.899076242408,1.0,0.0414668371381
44,0.00822064126296,1.0,3.21958401149e-17,-0.599846076263,0.857421031896,-0.0159795226529,0.0,158,0.0,1.0,2.35707402968,0.902895177579,1.0,0.0159795226529
45,0.00543193766687,1.0,-2.66580772102e-17,-1.82337265218,0.87383767955,-0.0107239547211,0.0,150,0.0,1.0,2.39608865196,0.898981723431,1.0,0.0107239547211
46,0.00684436060428,1.0,-2.81994281042e-17,0.120663343014,0.885181837478,-0.0389611744012,0.0,156,0.0,1.0,2.42342502092,0.896005556549,1.0,0.0389611744012
47,0.00890012097789,1.0,5.19097566324e-17,0.409173524679,0.857579986305,-0.040134294146,0.0,155,0.0,1.0,2.35744872677,0.899970864307,1.0,0.040134294146
48,0.0094179335144,1.0,-2.88800019199e-17,0.307024864527,0.827502759712,-0.0393146118569,0.0,159,0.0,1.0,2.28759891717,0.897708718549,1.0,0.0393146118569
49,0.00680564233929,1.0,1.02220987432e-16,0.301338963264,0.809228031192,-0.0369563107382,0.0,155,0.0,1.0,2.24617334146,0.901111317725,1.0,0.0369563107382
50,0.00690331244292,1.0,-7.57720862916e-17,0.555213421812,0.783497352328,-0.0516411415185,0.0,162,0.0,1.0,2.18911499948,0.90653370077,1.0,0.0516411415185
51,0.00837013614207,1.0,6.80375742788e-17,0.247473922522,0.749593794093,-0.0348469957153,0.0,160,0.0,1.0,2.11614025333,0.907303578926,1.0,0.0348469957153
52,0.00899908985137,1.0,3.86329746162e-17,0.300097172919,0.738268730184,-0.0366290561112,0.0,162,0.0,1.0,2.09231002386,0.906508829369,1.0,0.0366290561112
53,0.00656143945418,1.0,-5.27933852453e-17,0.313505617454,0.728195793152,-0.0299819967908,0.0,164,0.0,1.0,2.07134010836,0.906340768256,1.0,0.0299819967908
54,0.00985097340579,1.0,1.35494633646e-16,-0.357981650065,0.722246019218,-0.0386431619935,0.0785659046005,161,0.0,0.993788819876,2.0590526929,0.89834788505,0.0,0.0386431619935
55,0.0086114992235,1.0,-9.99650725705e-18,-7.19454758356,0.718855291504,-0.0159298436271,0.0,165,0.0,1.0,2.052082829,0.909415336736,1.0,0.0159298436271
56,0.00958128128057,1.0,8.56857907767e-17,0.500300089363,0.718437868236,-0.0358713218543,0.0,164,0.0,1.0,2.05122642064,0.907965485135,1.0,0.0358713218543
57,0.00606841568297,1.0,-1.6659704035e-17,-1.83651038073,0.683541716715,-0.0136965862878,0.0,168,0.0,1.0,1.98088104254,0.91020219686,1.0,0.0136965862878
58,0.00782859608187,1.0,1.61254295219e-17,-0.242240351769,0.664604753839,-0.016327079438,0.0,170,0.0,1.0,1.94372212079,0.911947155698,1.0,0.016327079438
59,0.00644682604923,1.0,-4.51395025288e-17,-0.378209604701,0.652884130459,-0.0179316212115,0.0,165,0.0,1.0,1.92107347326,0.910958557832,1.0,0.0179316212115
60,0.00972439190395,1.0,1.88173394004e-18,0.616278952924,0.64938145237,-0.033876617267,0.0,170,0.0,1.0,1.91435634214,0.913092052426,1.0,0.033876617267
61,0.00921231448217,1.0,5.75719659205e-18,0.545694629684,0.614062255731,-0.0321532823188,0.0,169,0.0,1.0,1.84792290769,0.91328301141,1.0,0.0321532823188
62,0.00954777435189,1.0,3.9887474378e-17,0.633851306238,0.587261908723,-0.0395483214043,0.0,172,0.0,1.0,1.79905568667,0.914273786152,1.0,0.0395483214043
63,0.00919713507439,1.0,-8.75652991725e-17,0.169966680038,0.559005979438,-0.0309792049232,0.0764705882353,170,0.0,0.994117647059,1.74893316045,0.90884610513,0.0,0.0309792049232
64,0.0093207678335,1.0,-9.71607081061e-19,-1.40490554208,0.572000987519,-0.0377596055282,0.0,172,0.0,1.0,1.77180887412,0.91404256724,1.0,0.0377596055282
65,0.00880634850487,1.0,8.85277226418e-17,-2.43157924138,0.558102757958,-0.0118140661874,0.0,174,0.0,1.0,1.74735419963,0.916910245591,1.0,0.0118140661874
66,0.00788661392224,1.0,3.91726452271e-17,0.621486829287,0.561919898963,-0.0368419982728,0.0,174,0.0,1.0,1.75403684318,0.917131590114,1.0,0.0368419982728
67,0.00771289605547,1.0,2.73968078932e-18,0.310059132639,0.543415447751,-0.0242405544918,0.0,176,0.0,1.0,1.72187781422,0.916724186213,1.0,0.0242405544918
68,0.00668961281328,1.0,5.77394619064e-17,0.528468113515,0.535498399442,-0.0312837535816,0.0,176,0.0,1.0,1.70829944561,0.91719016334,1.0,0.0312837535816
69,0.0089544630841,1.0,-4.77792408812e-17,0.628278444809,0.531608024756,-0.0408795589471,0.0,176,0.0,1.0,1.70166643151,0.917870180238,1.0,0.0408795589471
70,0.00869533491528,1.0,-1.37702080574e-17,0.146697028186,0.505956431802,-0.0351443739199,0.0,174,0.0,1.0,1.65857107222,0.917183381796,1.0,0.0351443739199
71,0.00658788025855,1.0,1.08274549544e-16,0.370123610119,0.498314818114,-0.0270843097432,0.0,184,0.0,1.0,1.64594521522,0.920965086689,1.0,0.0270843097432
72,0.00896332770179,1.0,2.61267659026e-17,-0.712364850871,0.493546639298,-0.0211062117109,0.0,181,0.0,1.0,1.63811573512,0.919961489614,1.0,0.0211062117109
73,0.00992875817725,1.0,3.95986189513e-17,0.57639422692,0.461437886815,-0.039346144322,0.0,183,0.0,1.0,1.58635334243,0.921695322423,1.0,0.039346144322
74,0.008306533024,1.0,3.37248792413e-18,0.547516387025,0.458685460938,-0.0292125152024,0.0,178,0.0,1.0,1.58199302591,0.920647623132,1.0,0.0292125152024
75,0.00947837575246,1.0,-4.99928829432e-17,0.507406232311,0.430990462135,-0.0275003462115,0.0,184,0.0,1.0,1.5387808732,0.921261405127,1.0,0.0275003462115
76,0.00889339714529,1.0,-5.67864981157e-17,0.599617795405,0.429293515724,-0.0362657505329,0.0,180,0.0,1.0,1.53617185883,0.921132062754,1.0,0.0362657505329
77,0.00875995763981,1.0,4.67287899917e-18,-0.0154996387792,0.402972222477,-0.0188946679598,0.0,184,0.0,1.0,1.49626532854,0.922069616815,1.0,0.0188946679598
78,0.00944834076012,1.0,-2.09811104772e-17,-0.565625121814,0.402057947513,-0.0284414943881,0.0,185,0.0,1.0,1.49489795578,0.921773549424,1.0,0.0284414943881
79,0.00968963705237,1.0,1.59660175808e-16,-0.0753750926926,0.378504996643,-0.011460024165,0.0737198773947,183,0.0,0.994535519126,1.46010010238,0.917383355783,0.0,0.011460024165
80,0.0098781416408,1.0,6.8197496555e-17,-2.0250585301,0.39103722465,-0.179126242833,0.0,184,0.0,1.0,1.47851354954,0.922976583026,1.0,0.179126242833
81,0.00927939211375,1.0,4.88631091676e-18,0.319461085474,0.388162910795,-0.0308506521337,0.0,193,0.0,1.0,1.47426993921,0.92616358609,1.0,0.0308506521337
82,0.00631930992995,1.0,9.34960130635e-17,0.509353333268,0.406834214888,-0.0244539386864,0.0,184,0.0,1.0,1.50205506665,0.923412064448,1.0,0.0244539386864
83,0.00981622311652,1.0,-5.03184967709e-17,0.556507353143,0.387512120832,-0.0340159452114,0.0,186,0.0,1.0,1.47331081126,0.923733633899,1.0,0.0340159452114
84,0.00962299866744,1.0,-1.36464913444e-17,-0.133187404648,0.373143515681,-0.031454782574,0.0,190,0.0,1.0,1.45229275166,0.924478688719,1.0,0.031454782574
85,0.00808858750338,1.0,-1.58890614031e-17,0.621550104003,0.369283842936,-0.031782348462,0.0,187,0.0,1.0,1.44669818046,0.924213031136,1.0,0.031782348462
86,0.00871752215607,1.0,-9.42706172406e-18,0.448435697717,0.342089854915,-0.0245814122396,0.0,188,0.0,1.0,1.40788679738,0.925561980448,1.0,0.0245814122396
87,0.00654116203823,1.0,5.25501026984e-17,0.683926425192,0.332233163571,-0.0284746770237,0.0,193,0.0,1.0,1.39407785879,0.927944735503,1.0,0.0284746770237
88,0.00729751756486,1.0,1.16865581539e-17,0.0718666433262,0.321708557474,-0.0680068036372,0.0,191,0.0,1.0,1.37948267745,0.924366685435,1.0,0.0680068036372
89,0.00639552697762,1.0,-1.58698948635e-17,0.440174404607,0.311162464311,-0.0286782357672,0.0,191,0.0,1.0,1.36501096874,0.925915678766,1.0,0.0286782357672
90,0.00889927408856,1.0,1.87694796204e-17,0.402645911654,0.315821364034,-0.0345410996128,0.0,192,0.0,1.0,1.37138525501,0.925709344963,1.0,0.0345410996128
91,0.00758550243655,1.0,1.27603998528e-17,0.471728913074,0.313055383707,-0.0231360935109,0.0,191,0.0,1.0,1.36759727154,0.927335760682,1.0,0.0231360935109
92,0.00847276365666,1.0,-6.31102836589e-17,0.672622945246,0.3083418181,-0.0354477660826,0.0,194,0.0,1.0,1.36116618067,0.928462706873,1.0,0.0354477660826
93,0.00773396291782,1.0,2.59188095822e-17,0.679154405897,0.281911509699,-0.028194729355,0.0,191,0.0,1.0,1.32566140662,0.927094212162,1.0,0.028194729355
94,0.00848570163928,1.0,5.89933378905e-17,0.67337096302,0.274527128746,-0.0290625689472,0.0,193,0.0,1.0,1.31590827253,0.927805611907,1.0,0.0290625689472
95,0.0084850919892,1.0,1.29970655994e-17,0.161631831177,0.268501966193,-0.0175551656349,0.0,190,0.0,1.0,1.30800354882,0.92712730757,1.0,0.0175551656349
96,0.00861445321732,1.0,-1.16937146501e-16,0.731187670663,0.268756919298,-0.0341330774953,0.0,195,0.0,1.0,1.3083370709,0.928647807398,1.0,0.0341330774953
97,0.0081380869647,1.0,-3.40977587416e-18,0.728292201445,0.260253053669,-0.0354667921855,0.0,195,0.0,1.0,1.29725832111,0.928886334584,1.0,0.0354667921855
98,0.0093354688397,1.0,7.78823118776e-17,0.301649450795,0.247993701346,-0.0384834073351,0.0714276321907,195,0.0,0.994871794872,1.28145186075,0.924092285973,0.0,0.0384834073351
99,0.00656378417768,1.0,1.108220217e-17,-14.863406342,0.258297577846,-0.0239730615809,0.0,191,0.0,1.0,1.2947240425,0.925650790911,1.0,0.0239730615809
100,0.00820815233644,1.0,-9.2064784844e-18,-0.0563050503426,0.26243584176,-0.0181973597,0.0,190,0.0,1.0,1.30009305381,0.92675772473,1.0,0.0181973597
101,0.0083029946542,1.0,7.99794364504e-17,0.614202310319,0.253144377011,-0.0295064180791,0.0,193,0.0,1.0,1.288069231,0.927646967404,1.0,0.0295064180791
102,0.00774297541252,1.0,-9.45519608884e-18,0.0731726795625,0.249222368086,-0.0230753585002,0.0,194,0.0,1.0,1.28302730568,0.928068033129,1.0,0.0230753585002
103,0.00876964334991,1.0,-6.68050352672e-17,0.658602239166,0.231571029734,-0.0300736973067,0.0,192,0.0,1.0,1.26057886198,0.927964567615,1.0,0.0300736973067
104,0.00911371317392,1.0,-2.90595288325e-17,0.596073104044,0.209688084264,-0.0306637651571,0.0,193,0.0,1.0,1.23329331636,0.927581496075,1.0,0.0306637651571
105,0.00881278754741,1.0,9.83450603208e-17,0.734334660984,0.204692656039,-0.0272224405813,0.0,196,0.0,1.0,1.22714785052,0.930561624011,1.0,0.0272224405813
106,0.00914312232299,1.0,-1.65755418058e-17,0.471576344091,0.200554837835,-0.0264896991299,0.0,194,0.0,1.0,1.22208062666,0.927948242461,1.0,0.0264896991299
107,0.00921740238114,1.0,1.58698948635e-17,0.439330809457,0.217332502787,-0.0361161649746,0.0,191,0.0,1.0,1.2427572537,0.92591927581,1.0,0.0361161649746
108,0.00889830559064,1.0,9.27346705879e-17,0.579413486043,0.208572960294,-0.0367063001906,0.0,193,0.0,1.0,1.23191880794,0.928161809202,1.0,0.0367063001906
109,0.00749023164727,1.0,-1.85151461797e-17,0.680845508711,0.196442016364,-0.0293845771378,0.0,192,0.0,1.0,1.21706474899,0.928135552026,1.0,0.0293845771378
110,0.00785355520767,1.0,1.46851300257e-17,0.357719126972,0.186560786431,-0.0214755048416,0.0,191,0.0,1.0,1.20509787346,0.92707457395,1.0,0.0214755048416
111,0.00846339355394,1.0,1.40915511858e-16,0.444537274388,0.182010003735,-0.0272135719814,0.0,197,0.0,1.0,1.19962619456,0.928816159621,1.0,0.0272135719814
112,0.00888213626189,1.0,3.22257020008e-17,0.607388794165,0.197124311302,-0.0329878526705,0.0,197,0.0,1.0,1.21789542946,0.929474424502,1.0,0.0329878526705
113,0.00616840343715,1.0,-6.45798046502e-18,0.645544807301,0.193995539822,-0.0258796411318,0.0,192,0.0,1.0,1.21409086788,0.928293938937,1.0,0.0258796411318
114,0.00814170741215,1.0,-2.06607988493e-17,0.58370400167,0.189155931607,-0.0286158235661,0.0,195,0.0,1.0,1.20822933894,0.928022874848,1.0,0.0286158235661
115,0.00772080988636,1.0,-8.41631592099e-17,0.701963463793,0.182723679093,-0.0308712157328,0.0,194,0.0,1.0,1.20048264379,0.927881908383,1.0,0.0308712157328
116,0.00843689894283,1.0,3.65704290274e-17,0.686389535158,0.177139924422,-0.0279854540252,0.0,191,0.0,1.0,1.19379812295,0.928205133899,1.0,0.0279854540252
117,0.00859596572295,1.0,1.93111933601e-17,0.333127483431,0.172440139988,-0.0219727430906,0.0,198,0.0,1.0,1.18820069278,0.930135715058,1.0,0.0219727430906
118,0.00832564802762,1.0,1.45167283146e-17,0.387574114188,0.156662655409,-0.0444204617125,0.0,198,0.0,1.0,1.16960098878,0.93011513855,1.0,0.0444204617125
119,0.00701930219045,1.0,-4.87845857822e-17,-0.206053852635,0.166410424518,-0.0153773637245,0.0,202,0.0,1.0,1.18105773732,0.931346697464,1.0,0.0153773637245
120,0.00931905828356,1.0,1.93402323157e-17,0.0104172558193,0.168619686887,-0.0339000513919,0.0,196,0.0,1.0,1.18366988813,0.928029358778,1.0,0.0339000513919
121,0.00896890860191,1.0,5.34222059968e-18,0.596748283638,0.160480075326,-0.031503572139,0.0,194,0.0,1.0,1.17407437986,0.928849348111,1.0,0.031503572139
122,0.00974571641343,1.0,3.18286848546e-17,0.64768801332,0.155044622491,-0.0369664352851,0.0,196,0.0,1.0,1.16771006607,0.929912581331,1.0,0.0369664352851
123,0.00776331251922,1.0,1.01181374279e-17,0.685040288553,0.17254155443,-0.0264955430851,0.0,195,0.0,1.0,1.1883211996,0.930154820657,1.0,0.0264955430851
124,0.00724727642766,1.0,3.08242044725e-17,-1.76734430712,0.160927967358,-0.00851256738056,0.0,194,0.0,1.0,1.1746003562,0.929381761801,1.0,0.00851256738056
125,0.00756357159148,1.0,-4.58982445546e-17,0.745204905496,0.176183520836,-0.0281969066171,0.0,198,0.0,1.0,1.19265691596,0.929497521128,1.0,0.0281969066171
126,0.0064558104114,1.0,-4.4192027598e-17,0.46391895411,0.174154026579,-0.0318547152078,0.0,198,0.0,1.0,1.19023888013,0.929663904783,1.0,0.0318547152078
127,0.00778926570687,1.0,5.87236820741e-18,0.680341101876,0.164300133161,-0.0294207672829,0.0,197,0.0,1.0,1.17856798935,0.930690312657,1.0,0.0294207672829
128,0.00940814670319,1.0,-8.15784314931e-17,0.492106521703,0.157820743836,-0.0291924329993,0.0,199,0.0,1.0,1.17095627476,0.929785554895,1.0,0.0291924329993
129,0.00656908289944,1.0,-3.03165638894e-17,0.741320326849,0.163077711903,-0.0200963472594,0.0,196,0.0,1.0,1.177128163,0.930419840748,1.0,0.0200963472594
130,0.00856362230066,1.0,-2.58639316765e-17,0.681049504474,0.165062848316,-0.0327867650718,0.0,197,0.0,1.0,1.17946724391,0.930361908941,1.0,0.0327867650718
131,0.00657051818513,1.0,-5.70733787518e-17,0.774002609077,0.157128969343,-0.0163953748673,0.0,198,0.0,1.0,1.1701465172,0.931415010641,1.0,0.0163953748673
132,0.00768559834534,1.0,3.71708034035e-17,0.739601705476,0.165795323366,-0.0267059299504,0.0,198,0.0,1.0,1.18033149072,0.930727053156,1.0,0.0267059299504
133,0.0075399307155,1.0,-5.70624956764e-17,0.180511674446,0.150106283337,-0.0144841611216,0.0,196,0.0,1.0,1.16195773291,0.928559696888,1.0,0.0144841611216
134,0.00500519125725,1.0,-4.58377178578e-17,0.473119729981,0.157246278061,-0.0169165621332,0.0,196,0.0,1.0,1.17028379364,0.929520578016,1.0,0.0169165621332
135,0.00799974831802,1.0,-1.14378312839e-17,0.643027684884,0.159385939796,-0.0259260356722,0.0,197,0.0,1.0,1.17279048587,0.930038270765,1.0,0.0259260356722
136,0.00662895658662,1.0,-5.82139413661e-18,0.646360396796,0.168222300269,-0.0226324397405,0.0,198,0.0,1.0,1.18319960701,0.931299981931,1.0,0.0226324397405
137,0.00956640482301,1.0,-3.25692732316e-17,0.674934758732,0.178210633478,-0.0250640741696,0.0,196,0.0,1.0,1.19507701796,0.929401247434,1.0,0.0250640741696
138,0.00767058686034,1.0,2.05978297704e-18,0.726306098827,0.166335719503,-0.0307514818357,0.0,198,0.0,1.0,1.18096950968,0.930584913752,1.0,0.0307514818357
139,0.00959020489455,1.0,5.52752204124e-18,0.391762573795,0.16420047644,-0.0219392638032,0.0,197,0.0,1.0,1.17845054298,0.928869908215,1.0,0.0219392638032
140,0.00975899909331,1.0,1.67880644047e-17,0.77179142746,0.14431734268,-0.0259789927205,0.0,200,0.0,1.0,1.1552506607,0.931792922994,1.0,0.0259789927205
141,0.00820779375795,1.0,2.79233844162e-17,0.0864184341669,0.154295644461,-0.0574789255748,0.0,200,0.0,1.0,1.16683580433,0.929789339108,1.0,0.0574789255748
142,0.00851080341252,1.0,1.85383682327e-17,-4.65982515098,0.159479618442,-0.0051099582378,0.0,199,0.0,1.0,1.17290035644,0.931647364594,1.0,0.0051099582378
143,0.00599402400754,1.0,-2.21955111092e-17,-0.872153881976,0.15581386481,-0.0120973950622,0.0,199,0.0,1.0,1.16860866365,0.928980714124,1.0,0.0120973950622
144,0.00876093342146,1.0,1.64889693509e-17,-19.060426239,0.148376972243,-0.00579128829873,0.0,200,0.0,1.0,1.15995008294,0.931151071053,1.0,0.00579128829873
145,0.00677559809372,1.0,3.02911032297e-17,0.0975892882648,0.148297428898,-0.0231775833456,0.0,201,0.0,1.0,1.1598578203,0.930733887903,1.0,0.0231775833456
146,0.00739917625871,1.0,-4.12062257178e-17,0.063561476106,0.154897196883,-0.0222971433794,0.0,199,0.0,1.0,1.1675379284,0.929319823668,1.0,0.0222971433794
147,0.00757233035642,1.0,-2.48712065255e-17,0.479440474215,0.151711256469,-0.0275026245471,0.0,199,0.0,1.0,1.16382414122,0.931422938852,1.0,0.0275026245471
148,0.00636435624007,1.0,-2.27690379746e-17,-0.478825662717,0.13868170471,-0.0320771119011,0.0,199,0.0,1.0,1.14875839742,0.930000431755,1.0,0.0320771119011
149,0.00775059079231,1.0,2.24785896344e-17,0.453317960797,0.133636372713,-0.0201882798517,0.0,198,0.0,1.0,1.1429771264,0.930450253051,1.0,0.0201882798517
150,0.00827308345031,1.0,4.03112631713e-17,0.36008886944,0.144593476771,-0.0427927785017,0.0,198,0.0,1.0,1.15556970884,0.930214713861,1.0,0.0427927785017
151,0.00812077187552,1.0,8.52007950744e-17,0.383197244108,0.143478636872,-0.0293759250639,0.0,201,0.0,1.0,1.15428215147,0.930967214214,1.0,0.0293759250639
152,0.00845574997334,1.0,2.57999911779e-17,0.662657360798,0.151225864989,-0.0319740686752,0.0,197,0.0,1.0,1.16325936798,0.93016200904,1.0,0.0319740686752
153,0.0059146051966,1.0,2.29257289957e-17,0.126121324791,0.127518584992,-0.00968518435077,0.0,200,0.0,1.0,1.13600598071,0.931136086873,1.0,0.00968518435077
