Iteration,MeanKL,MaxReturn,LossBefore,ExplainedVariance,Entropy,LossAfter,StdReturn,NumTrajs,MeanKLBefore,AverageReturn,Perplexity,AverageDiscountedReturn,MinReturn,dLoss
154,0.00656900188987,1.0,3.40769165392e-17,0.762439580851,0.130687580213,-0.0300780248199,0.0,201,0.0,1.0,1.13961168845,0.931663626992,1.0,0.0300780248199
155,0.00866935982709,1.0,-4.18913148697e-17,-3.75087991984,0.139657087295,-0.00927294693674,0.0,195,0.0,1.0,1.14987942298,0.929604405761,1.0,0.00927294693674
156,0.0075031203107,1.0,1.50122351209e-17,0.693028726625,0.146316068656,-0.0246607485907,0.0,196,0.0,1.0,1.1575619993,0.929345600743,1.0,0.0246607485907
157,0.0088235296195,1.0,1.399033381e-17,0.710617510603,0.138134671138,-0.030045805642,0.0,197,0.0,1.0,1.14813015986,0.93087448651,1.0,0.030045805642
158,0.0091787852103,1.0,-2.8363361943e-17,0.136377857264,0.139600634999,-0.0308343662563,0.0,198,0.0,1.0,1.14981451148,0.929465371713,1.0,0.0308343662563
159,0.00648792973635,1.0,7.30857165629e-19,-1.12723520116,0.154555661776,-0.0097691185018,0.0,197,0.0,1.0,1.16713924129,0.929497171855,1.0,0.0097691185018
160,0.00931290223976,1.0,9.06452276938e-17,0.778208743721,0.128475551597,-0.0311935627497,0.0,203,0.0,1.0,1.13709362083,0.932762192507,1.0,0.0311935627497
161,0.00880441516572,1.0,3.95327553434e-17,0.480237719944,0.121601274753,-0.0207381811665,0.0,203,0.0,1.0,1.12930373009,0.932716834915,1.0,0.0207381811665
162,0.00687532414977,1.0,6.18890281812e-17,0.523126429685,0.142177820276,-0.0241172847228,0.0,201,0.0,1.0,1.15278161826,0.930488675215,1.0,0.0241172847228
163,0.00816309568326,1.0,-4.77955791659e-17,0.534368186145,0.139049266471,-0.0281939547778,0.0,196,0.0,1.0,1.14918071469,0.929434589033,1.0,0.0281939547778
164,0.00835012466138,1.0,-5.4160599205e-17,0.70026742133,0.126321269648,-0.027433192809,0.0,196,0.0,1.0,1.13464663726,0.930483965224,1.0,0.027433192809
165,0.00919610912347,1.0,4.268484265e-17,0.744439044164,0.124608810554,-0.0283594534411,0.0,200,0.0,1.0,1.13270526404,0.932267442316,1.0,0.0283594534411
166,0.0090075964273,1.0,1.26161707344e-17,0.399955526519,0.126824602992,-0.0273157597748,0.0,198,0.0,1.0,1.1352178865,0.931122516833,1.0,0.0273157597748
167,0.00715006435724,1.0,-4.14973066802e-17,0.640054478026,0.13808640264,-0.0244701864317,0.0,197,0.0,1.0,1.14807474268,0.929524707398,1.0,0.0244701864317
168,0.00823862392522,1.0,-2.59506118026e-17,0.682257521221,0.118896735919,-0.0273613706133,0.0,200,0.0,1.0,1.12625361074,0.93076438673,1.0,0.0273613706133
169,0.00820381222299,1.0,-2.66370930273e-17,0.652887139814,0.124534752488,-0.0200144358746,0.0,199,0.0,1.0,1.13262138119,0.931142818039,1.0,0.0200144358746
170,0.00837622038161,1.0,-1.09517174741e-16,0.382728704929,0.114492251504,-0.0246514854997,0.0,199,0.0,1.0,1.12130395261,0.930304082935,1.0,0.0246514854997
171,0.00826390236504,1.0,-5.57832647177e-17,0.397026234368,0.102944886055,-0.0127944729071,0.0,198,0.0,1.0,1.10843031742,0.929978099593,1.0,0.0127944729071
172,0.00645122930064,1.0,-1.01673774228e-17,0.438314438269,0.117953366582,-0.0196157216184,0.0,195,0.0,1.0,1.12519163861,0.928974387299,1.0,0.0196157216184
173,0.00798666713338,1.0,5.00081870448e-17,0.136569596193,0.122072143926,-0.0122581193464,0.0,200,0.0,1.0,1.12983560962,0.931482351492,1.0,0.0122581193464
174,0.00603584575384,1.0,3.86435037837e-17,0.469632353678,0.114641534986,-0.0175522094727,0.0,199,0.0,1.0,1.12147135726,0.931551664205,1.0,0.0175522094727
175,0.00877504389128,1.0,-5.67958185557e-18,0.525246035097,0.116988866315,-0.0369554458009,0.0,199,0.0,1.0,1.12410691417,0.929854067169,1.0,0.0369554458009
176,0.00690025189939,1.0,-4.89397376899e-18,-7.77481184463,0.107574965948,-0.007425923786,0.0,198,0.0,1.0,1.11357433777,0.931184077761,1.0,0.007425923786
177,0.00734694275131,1.0,3.72785508879e-19,-12.6159016735,0.116985198927,-0.00456290584708,0.0,200,0.0,1.0,1.12410279164,0.930424006192,1.0,0.00456290584708
178,0.00528605099163,1.0,-9.36579768311e-18,0.551565052798,0.110260870132,-0.0226357564271,0.0,200,0.0,1.0,1.11656931205,0.931088582874,1.0,0.0226357564271
179,0.00905256463008,1.0,6.31904233929e-17,0.730839531905,0.111627684529,-0.0214807015135,0.0,203,0.0,1.0,1.11809649852,0.932694930211,1.0,0.0214807015135
180,0.00799412938825,1.0,4.82225059856e-17,0.658804101568,0.115911555499,-0.0187364141337,0.0,199,0.0,1.0,1.12289655372,0.931445193943,1.0,0.0187364141337
181,0.00628568754609,1.0,-1.98498567905e-17,0.661570962445,0.117774252362,-0.0221536381654,0.0,199,0.0,1.0,1.12499011884,0.930762705733,1.0,0.0221536381654
182,0.00802263749614,1.0,-1.5622083639e-17,0.686736779486,0.113746995308,-0.0251996626648,0.0,197,0.0,1.0,1.12046860521,0.929561214724,1.0,0.0251996626648
183,0.00885030713748,1.0,7.40954694406e-18,-2.63025996549,0.0993528162399,-0.00764967838299,0.0,199,0.0,1.0,1.1044559008,0.931452608781,1.0,0.00764967838299
184,0.00584471617351,1.0,-1.36558797617e-18,0.701303915453,0.103642811774,-0.0230401156609,0.0,199,0.0,1.0,1.10920418947,0.930561185906,1.0,0.0230401156609
185,0.00910233401278,1.0,4.93738935175e-17,0.711192710531,0.103335235752,-0.0310346018709,0.0,201,0.0,1.0,1.10886307732,0.932046280474,1.0,0.0310346018709
186,0.00871283151219,1.0,-3.71228659513e-17,-0.0966675585236,0.104149560142,-0.00824959072345,0.0,200,0.0,1.0,1.10976641933,0.931981255887,1.0,0.00824959072345
187,0.00992593689512,1.0,-9.20036396412e-18,0.692560248806,0.0976223273548,-0.0261358747715,0.0,201,0.0,1.0,1.10254630489,0.931739928018,1.0,0.0261358747715
188,0.00941439250292,1.0,1.3714923096e-17,0.587160989982,0.100831786478,-0.017372562505,0.0,203,0.0,1.0,1.10609056672,0.932363017472,1.0,0.017372562505
189,0.00799681338306,1.0,3.19061016923e-17,0.726850813644,0.100679784465,-0.0339864245569,0.0,197,0.0,1.0,1.10592245151,0.929824512752,1.0,0.0339864245569
190,0.00881523041426,1.0,3.93667423425e-17,0.578584231536,0.112755442362,-0.0217094466722,0.0,202,0.0,1.0,1.11935815189,0.930751288706,1.0,0.0217094466722
191,0.0059051442016,1.0,3.84105193186e-17,-4.26776513939,0.114807132234,-0.00476067709918,0.0,196,0.0,1.0,1.12165708521,0.929152515534,1.0,0.00476067709918
192,0.00977103652417,1.0,2.39621419662e-17,0.410275752965,0.107771558794,-0.0154294365739,0.0,197,0.0,1.0,1.11379328004,0.930243897578,1.0,0.0154294365739
193,0.00693377506447,1.0,-5.12095491063e-17,0.586156622691,0.108660042832,-0.0223582908321,0.0,198,0.0,1.0,1.11478330734,0.930217082103,1.0,0.0223582908321
194,0.00939800761481,1.0,-1.96344997874e-17,0.679470498455,0.0891725893178,-0.0161627653268,0.0,202,0.0,1.0,1.09326932665,0.931961982054,1.0,0.0161627653268
195,0.00799308921092,1.0,-8.13911175833e-17,0.759864704942,0.0948105581529,-0.0275640703588,0.0,200,0.0,1.0,1.09945055345,0.931524309286,1.0,0.0275640703588
196,0.00415575694044,1.0,3.04161286276e-17,-0.0597849695166,0.0995024227212,-0.0113229888833,0.0,198,0.0,1.0,1.10462114693,0.930604170677,1.0,0.0113229888833
197,0.00721793022782,1.0,-3.39157906525e-18,0.444935154902,0.087497316683,-0.0204018156833,0.0,199,0.0,1.0,1.09143933576,0.931600636835,1.0,0.0204018156833
198,0.00616547753571,1.0,3.96435335539e-17,0.327800747434,0.0960055292103,-0.0293348949781,0.0703588837002,201,0.0,0.995024875622,1.10076515034,0.928042804994,0.0,0.0293348949781
199,0.00885773263274,1.0,1.2420620088e-17,-4.02635532474,0.092653318103,-0.0324707257874,0.0,203,0.0,1.0,1.0970813311,0.933220920178,1.0,0.0324707257874
