MinReturn,Entropy,dLoss,LossBefore,StdReturn,Perplexity,MeanKL,ExplainedVariance,AverageDiscountedReturn,LossAfter,AverageReturn,MeanKLBefore,MaxReturn,NumTrajs,Iteration,AveragePolicyStd
-10.0,11.556577739136449,0.13247201798973315,-3.0713272591880002e-18,2.8599985728553596,104461.90506965925,0.4614001479034934,-0.11304113482827383,-0.1452865824441748,-0.13247201798973315,-0.8571428571428571,0.0,2.0,105,26,1.0260106752736038
-11.0,11.562033111513612,0.12121382061440489,8.214716393177879e-16,3.809340412744086,105033.34094156552,0.4541296487413581,-0.004997770005014557,-0.25479776285378014,-0.12121382061440407,-1.8727272727272728,0.0,2.0,110,27,1.0267143253722393
-11.0,11.621482903847399,0.130204019383223,8.359049754358552e-17,3.7825292378040185,111466.89320314777,0.4501199858947355,-0.0035272080188675226,-0.25035837356843915,-0.13020401938322293,-1.7685185185185186,0.0,2.0,108,28,1.034332363858726
-12.0,11.621632015845602,0.14664821971997646,-8.085600926260969e-17,4.119897294716005,111483.51549358746,0.45268135218928174,-0.03018828398769169,-0.2753039011341896,-0.14664821971997655,-2.090909090909091,0.0,2.0,110,29,1.0343516221653297
-12.0,11.625294154788097,0.14545225832574496,-1.9152231392793956e-16,4.247398856387835,111892.53209782107,0.476449748765488,-0.03233931954476588,-0.3837399635975924,-0.14545225832574515,-2.236842105263158,0.0,2.0,114,30,1.0348218996606773
-11.0,11.628061258076647,0.1310327708718649,-3.541717049703755e-18,3.86370815936462,112202.57905950457,0.4445663914289173,0.01248077615429155,-0.1533366878303583,-0.1310327708718649,-1.75,0.0,2.0,108,31,1.0351799354745828
-12.0,11.636078329384704,0.1471243905352549,2.7780737727916643e-16,3.7572517902170417,113105.73061459976,0.449055479010336,-0.05791709553696456,-0.18833883764110398,-0.1471243905352546,-1.6481481481481481,0.0,2.0,108,32,1.0362216932609893
-11.0,11.67066216084638,0.12859507751050034,-2.402392365745988e-16,3.5960229802484442,117085.78624132546,0.4533120002040326,0.004447051304298788,-0.18712390579791602,-0.1285950775105006,-1.3113207547169812,0.0,2.0,106,33,1.040731557983586
-12.0,11.712776404052649,0.13765434011022099,3.048559289322237e-16,3.6959325420483395,122122.07083129001,0.4585227856168783,-0.033783199158807786,-0.3219667240550411,-0.13765434011022068,-1.5909090909090908,0.0,2.0,110,34,1.0462289746406648
-11.0,11.727219885660817,0.1377558268535098,2.690016716843193e-16,3.3104434330832464,123898.73846202248,0.4591552607826669,-0.06637390904868101,-0.15294535986415925,-0.1377558268535095,-1.2242990654205608,0.0,2.0,107,35,1.0480998652508782
-12.0,11.723764153157838,0.13465023254160727,1.343161408854035e-16,3.8036159797682747,123471.31651775281,0.45797511143580744,-0.00796687513549954,-0.40932018996418496,-0.13465023254160713,-1.7297297297297298,0.0,2.0,111,36,1.0476493205999795
-11.0,11.723182792582204,0.13950406823040545,-3.789613177978772e-17,4.19926765663262,123399.55602349006,0.4722681894928199,0.026584384364603753,-0.3540573788268549,-0.13950406823040548,-2.1339285714285716,0.0,2.0,112,37,1.0475741766623425
-11.0,11.724040165071157,0.1489519274505258,-1.0162325401407382e-16,3.823791068415173,123505.40077567921,0.4651135611367931,-0.0676198420871148,-0.4324832530921922,-0.1489519274505259,-1.864864864864865,0.0,2.0,111,38,1.0476827630563437
-11.0,11.718379000324445,0.15602857744653487,-6.289530696000725e-18,4.298789578094594,122808.19172448789,0.45511974046625714,0.017968933284351896,-0.3156322342326853,-0.15602857744653487,-2.142857142857143,0.0,2.0,112,39,1.046947086682048
-12.0,11.713610234331012,0.14573843930994812,8.236880421398399e-16,4.01138640004676,122223.94237749308,0.47063311383401657,0.0068860979729635785,-0.18157936019186957,-0.1457384393099473,-2.037037037037037,0.0,1.0,108,40,1.046326563163566
-12.0,11.707584252630284,0.16076722112110087,1.0378468141689868e-16,4.432135477216552,121489.6378123038,0.46104966493453486,0.025186377482139366,-0.4579227732790675,-0.16076722112110076,-2.433628318584071,0.0,2.0,113,41,1.0455628036722597
-12.0,11.703273411451024,0.15067519045658623,-1.3116521495541507e-17,3.7158481447500322,120967.04250076115,0.4535560074054908,-0.04399581025807486,-0.187137793580517,-0.15067519045658623,-1.7314814814814814,0.0,2.0,108,42,1.0449965818484728
-11.0,11.710620541399432,0.14031943085485934,-7.199109319523112e-17,3.9165362500999663,121859.076011867,0.4640923721302605,0.0034515966371301277,-0.3205592282138628,-0.14031943085485943,-1.7727272727272727,0.0,2.0,110,43,1.0459511074014427
-11.0,11.715232813525821,0.16252298428663262,-7.888989455518384e-17,3.652141074866498,122422.42138390984,0.45199423520965315,-0.10705841611284317,-0.23259347212160839,-0.1625229842866327,-1.2962962962962963,0.0,2.0,108,44,1.0465532960205335
-11.0,11.714154329016397,0.15565033187507718,2.030353016414115e-16,2.8653039482708165,122290.4618697775,0.46437070065366903,-0.14759688467425436,-0.13986459571485643,-0.15565033187507699,-0.8942307692307693,0.0,1.0,104,45,1.046433629432109
-11.0,11.71841881765914,0.1744191385239544,6.219677253043844e-17,3.8276786232377202,122813.08171671367,0.47420559875482204,0.0055315857858789785,-0.2553246392985068,-0.17441913852395435,-1.5504587155963303,0.0,2.0,109,46,1.046996625707076
-11.0,11.689726430987067,0.13609274805379462,-1.0539277926988373e-16,2.472280104111773,119339.35436172449,0.4670559808434096,-0.2124328030830196,-0.06977080203436585,-0.13609274805379473,-0.4563106796116505,0.0,2.0,103,47,1.0432476334689726
-12.0,11.704407306020403,0.11344617787898272,-3.240849750582261e-17,3.154627266937764,121104.28416741245,0.4615914772947074,-0.005508993105593385,-0.23581548934810856,-0.11344617787898274,-1.1415094339622642,0.0,2.0,106,48,1.045170014101482
-10.0,11.716400874742362,0.14356240095179051,-1.422099629196543e-16,3.2384196841286332,122565.50181344587,0.4546745340731801,0.010264371400981687,-0.14597056373841164,-0.14356240095179065,-1.0566037735849056,0.0,3.0,106,49,1.046742176039904
-11.0,11.718038415485184,0.13917045810477485,-1.7659498156434743e-16,3.4304149768767402,122766.37223819521,0.4581859341877351,-0.0018904656806091324,-0.24137311121771296,-0.13917045810477502,-1.3611111111111112,0.0,2.0,108,50,1.0469652145590087
-11.0,11.715360102895763,0.1544911668894432,3.349997729693117e-16,2.9917562062406104,122438.00544861644,0.46273160932656787,-0.12734824928497956,-0.14975079480407197,-0.15449116688944287,-0.9528301886792453,0.0,1.0,106,51,1.046615504193624
-11.0,11.702041581486084,0.1329058925533933,9.195895647515948e-17,2.8044991387948643,120818.12341336651,0.46542636037049373,-0.012423767711965183,-0.15984676161358208,-0.13290589255339322,-0.7047619047619048,0.0,2.0,105,52,1.044866729921127
-11.0,11.703840849243987,0.1304084383460032,1.185871604195457e-16,2.7166405824881887,121035.70325088898,0.46500705103301,-0.12744896158576324,-0.1642741977189533,-0.1304084383460031,-0.8285714285714286,0.0,2.0,105,53,1.0451022249444937
-10.0,11.70334721785707,0.15077954922372175,1.316084409388229e-16,2.4321037799848684,120975.97097290336,0.46255154871364684,-0.10018450613798535,-0.07109750257429077,-0.1507795492237216,-0.5392156862745098,0.0,2.0,102,54,1.0450371834665209
-12.0,11.703704170251862,0.12542098096382615,2.2897744970602343e-16,2.721277544449096,121019.16134344898,0.4749112773309428,-0.04510134052123527,-0.19793262622605154,-0.12542098096382592,-0.8476190476190476,0.0,2.0,105,55,1.0450825862435786
-11.0,11.702478589718528,0.1330553186079779,-3.559004972101756e-16,2.604478960866525,120870.93346630006,0.45927647310270503,-0.09360393519816945,-0.17430870185601757,-0.13305531860797826,-0.638095238095238,0.0,2.0,105,56,1.04492147215202
-10.0,11.706101446888308,0.1267350186921141,-3.471847189596809e-17,3.215749778172029,121309.62577418995,0.46735202022622924,0.02250554350460976,-0.19639670474960644,-0.12673501869211412,-1.1320754716981132,0.0,2.0,106,57,1.0453898387851215
-11.0,11.713500172711234,0.15011927705746608,-2.784334594024913e-16,3.2594578542662553,122210.49095267562,0.46062619446791825,-0.04908433506423271,-0.13016740059748907,-0.15011927705746636,-1.1320754716981132,0.0,2.0,106,58,1.046350345002452
-10.0,11.703395095529125,0.1769124333973672,-2.1475498727408737e-16,1.5246238855382308,120981.76315942517,0.46238611110458133,-0.7663193211632549,-0.020620663479805776,-0.17691243339736742,-0.1485148514851485,0.0,1.0,101,59,1.045027851298819
-10.0,11.708209552671624,0.11077650257039229,-2.104563680936763e-16,2.402397708878773,121565.6290440344,0.46699119707404385,0.009937369255549,-0.1094164479173449,-0.1107765025703925,-0.6116504854368932,0.0,1.0,103,60,1.0456793304913397
-10.0,11.71024500071723,0.14579435099333046,5.1410164091230254e-17,3.0953497356974995,121813.32156319504,0.46748018868537805,-0.13172311779997203,-0.3285129291148801,-0.1457943509933304,-1.0462962962962963,0.0,1.0,108,61,1.045938052054148
-11.0,11.710064167930712,0.14257399539556617,2.007322879344591e-16,3.71981864521694,121791.29571237984,0.4711061529693312,0.016936146672357988,-0.26758707952795463,-0.14257399539556598,-1.5963302752293578,0.0,2.0,109,62,1.0459111060736819
-12.0,11.715844224140003,0.14607856575362252,-5.572872013306007e-17,2.774457646522991,122497.29463857667,0.45708628087854175,-0.13714280383480193,-0.057907511877039006,-0.14607856575362257,-0.8252427184466019,0.0,3.0,103,63,1.0466674620845284
-10.0,11.715395350961673,0.16528176643872702,-1.583638870033271e-18,3.4408583482671165,122442.32122756331,0.47046156335919487,-0.012945804051632148,-0.23894927677520264,-0.16528176643872702,-1.5555555555555556,0.0,1.0,108,64,1.0466084257016615
-11.0,11.707236838516476,0.16610846442514973,7.221165319384267e-16,4.111919363731103,121447.4379282885,0.47098882462746655,-0.032401026042348846,-0.2787847608246008,-0.166108464425149,-1.954954954954955,0.0,2.0,111,65,1.0455398790900412
-12.0,11.711486493255288,0.16520422254456474,-1.258841731417194e-16,4.425172879046851,121964.64580747555,0.46330087364220535,0.042943626044362526,-0.3867737989603923,-0.16520422254456488,-2.7043478260869565,0.0,2.0,115,66,1.0460928863707293
-12.0,11.716867521253024,0.17283951293562583,1.785103823876826e-16,3.9535856073889795,122622.70992413904,0.46689696025212973,-0.03006498758202647,-0.3007662141232536,-0.17283951293562566,-1.6788990825688073,0.0,2.0,109,67,1.0467961082165775
-11.0,11.715271449624284,0.1616145459804459,-4.3779316563239353e-16,4.173277184924717,122427.15140001057,0.4696534417020289,-0.011374180405366863,-0.4029713429646323,-0.16161454598044633,-2.265486725663717,0.0,1.0,113,68,1.0465984097440688
-11.0,11.716099807812101,0.16583151996625387,3.1493611611416767e-16,4.47737433183472,122528.6069482496,0.4546376558628291,-0.03847592197797001,-0.4666126623168811,-0.16583151996625356,-2.608695652173913,0.0,2.0,115,69,1.0467080315228898
-11.0,11.716993534055574,0.1665438567156633,3.923223228357985e-16,4.562164384007329,122638.16292909064,0.4659303810678205,0.05252374082606093,-0.5152745106378064,-0.1665438567156629,-2.906779661016949,0.0,1.0,118,70,1.0468360439857796
-12.0,11.717115668658893,0.1857583869765158,-5.12840058038607e-19,4.333844356613854,122653.14220719732,0.469272755811343,-0.03464024897452078,-0.30382145651383086,-0.1857583869765158,-2.3716814159292037,0.0,2.0,113,71,1.0468519588694598
-11.0,11.71709443941293,0.16228586531653127,2.3687248701145636e-16,3.4030460880084026,122650.5384011118,0.4716496572548895,0.002444523982103375,-0.16909872188048308,-0.16228586531653102,-1.4056603773584906,0.0,2.0,106,72,1.0468486580561414
-11.0,11.714570185317346,0.15457193141195208,-3.2035333801991023e-16,3.3701406271806427,122341.32770459788,0.47431781915182974,-0.06129560014972868,-0.19164946716527304,-0.1545719314119524,-1.3831775700934579,0.0,2.0,107,73,1.0465250860642143
-11.0,11.725806849098982,0.1508099997917534,1.6019703200660232e-16,3.161393678765593,123723.78864896129,0.468791090397077,-0.03745688781348644,-0.23196446843619947,-0.15080999979175325,-1.074766355140187,0.0,2.0,107,74,1.0480034370119138
-11.0,11.721320369401328,0.15686479147067783,2.25019519848616e-16,2.4779164134605662,123169.9477101334,0.46837347130330387,-0.1398804404959868,-0.0546567093179279,-0.1568647914706776,-0.6796116504854369,0.0,2.0,103,75,1.0474265813879617
-10.0,11.720897371255772,0.13353907785136232,-4.467334884392386e-17,2.5072196050463935,123117.85806835143,0.4700695839371142,-0.04002573012419308,-0.12317857163069627,-0.13353907785136238,-0.7019230769230769,0.0,2.0,104,76,1.047364017922535
-11.0,11.718493683619098,0.14657984985002734,-1.5038138696548569e-16,2.867924528301887,122822.27658015859,0.4666033503166862,-0.08792346668106066,-0.20073688642079598,-0.14657984985002748,-0.9622641509433962,0.0,2.0,106,77,1.0470549139873526
-11.0,11.716612321586465,0.13759918398805046,-1.0123163539275903e-16,3.0699882697245906,122591.42064213094,0.47011379762046246,-0.11468687237620112,-0.0844311096110676,-0.13759918398805057,-0.9514563106796117,0.0,2.0,103,78,1.046819426022523
-11.0,11.721258756709712,0.19841247142119775,-5.4648743074823494e-17,3.44148305600616,123162.35911190826,0.4706602112666102,-0.02581566350975395,-0.19437570196023243,-0.1984124714211978,-1.330188679245283,0.0,2.0,106,79,1.047426076905479
-11.0,11.72279311733661,0.1529949790373498,1.4265432411567817e-16,3.9494821458047937,123351.47963888716,0.47559422435260074,-0.025737523952978902,-0.35963570800057554,-0.15299497903734965,-1.927927927927928,0.0,1.0,111,80,1.0476281512744432
-10.0,11.719005871713998,0.16729158632253865,-1.87581690383288e-17,2.94643348374249,122885.20080115431,0.4731013351205061,-0.13943920358805006,-0.22565608782646787,-0.16729158632253868,-0.9150943396226415,0.0,1.0,106,81,1.047152879868037
-10.0,11.720225579996455,0.1524229846596308,6.811838633850464e-16,3.611370907517532,123035.17634297512,0.4792386072753349,-2.3182761603957047e-05,-0.21730928386954498,-0.1524229846596301,-1.3761467889908257,0.0,2.0,109,82,1.0473118370988808
-11.0,11.720262710917119,0.15585641229459568,1.3905155174307796e-16,3.313792551611477,123039.74483716239,0.46689916654174074,-0.09506261173229613,-0.13226901347358871,-0.15585641229459554,-1.2169811320754718,0.0,2.0,106,83,1.0473137243023916
-11.0,11.717731616978309,0.15040358051257025,-3.078873654239554e-17,3.462932432548442,122728.71347561953,0.46253675452815235,0.019693106311926667,-0.10375148870441919,-0.15040358051257027,-1.3867924528301887,0.0,2.0,106,84,1.0469830255000048
-11.0,11.726048118990832,0.16974175990308324,-6.668484696617046e-17,3.5963611391339305,123753.6430754102,0.4716819736221565,0.0009596682457044814,-0.33018242728260083,-0.1697417599030833,-1.462962962962963,0.0,2.0,108,85,1.0480900878395334
-11.0,11.726839501104575,0.14938596280867575,-9.946898933578305e-17,3.3426060653236966,123851.61825784072,0.4715516570114788,-0.046018968859319775,-0.1807090277897985,-0.14938596280867586,-1.3018867924528301,0.0,1.0,106,86,1.048185995133411
-11.0,11.722574562460228,0.1496337158592812,-2.7564718928356744e-16,2.9743575308103827,123324.52351730641,0.4719259199408629,-0.04813827542450522,-0.08781623971493763,-0.14963371585928148,-0.9714285714285714,0.0,2.0,105,87,1.0476206391556724
-11.0,11.722766830955267,0.19664311154270495,-3.9320979275898483e-16,3.8872965387483998,123348.23721747025,0.47255846784792266,-0.11921392956607813,-0.2761740080079431,-0.19664311154270533,-1.8727272727272728,0.0,2.0,110,88,1.0476447552874213
-11.0,11.72316222403495,0.17279591835208247,-1.7214505579469838e-16,3.7202150475476548,123397.01789999362,0.48276604475310103,0.025895927588697187,-0.28692099128435133,-0.17279591835208263,-1.6,0.0,1.0,110,89,1.0476991487214706
-11.0,11.722897350068157,0.15726136037570182,-9.647523029618051e-17,3.3358686315524837,123364.33757064746,0.47799548803357295,-0.069596614327748,-0.3127659544661809,-0.1572613603757019,-1.1926605504587156,0.0,2.0,109,90,1.0476651218587585
-11.0,11.722278475230016,0.16505823823299573,5.381813146732049e-16,3.729425064807807,123288.01410597304,0.4690286901590405,0.017193826410651702,-0.3944854070494867,-0.1650582382329952,-1.6306306306306306,0.0,1.0,111,91,1.0475897271610484
-10.0,11.723358693265103,0.21709189448215285,-2.6643245064031246e-16,3.5262463867754494,123421.26399883194,0.47483681890855445,-0.23389498266668607,-0.24472259988820028,-0.21709189448215313,-1.3611111111111112,0.0,3.0,108,92,1.0477273012132167
-11.0,11.724027700175908,0.15711630575960314,9.395380724163693e-17,3.09164783562645,123503.86130339051,0.4694906590342276,-0.05791854129135654,-0.36347607660622905,-0.15711630575960306,-0.963302752293578,0.0,2.0,109,93,1.0478083206042044
-11.0,11.724056468067818,0.13973491967850696,1.44050528080722e-16,3.4333299272032693,123507.41430022888,0.46898644593592337,0.003970604533689692,-0.30142738665368174,-0.13973491967850682,-1.3831775700934579,0.0,2.0,107,94,1.047811381354526
-11.0,11.725417532224158,0.15489212831075205,-4.634035940616001e-16,3.0140111211720426,123675.63026526714,0.46643146957392834,-0.08492699241161406,-0.13394204744437188,-0.15489212831075252,-0.9619047619047619,0.0,2.0,105,95,1.0479884111522306
-10.0,11.727793734649024,0.1334597565816833,-4.536286458972996e-16,2.9476414716920747,123969.85803172394,0.4702307132932147,-0.016189856729281082,-0.22726175605662585,-0.13345975658168374,-0.9905660377358491,0.0,2.0,106,96,1.0482984785099496
-11.0,11.73192055415378,0.1549822155507063,7.700720281887227e-18,3.2469626483699034,124482.51635646317,0.46973161469250235,-0.015848432298291915,-0.20727162344987313,-0.1549822155507063,-1.3238095238095238,0.0,2.0,105,97,1.0488463504002323
-11.0,11.732008787951647,0.16211168702132756,5.077405478740802e-16,3.269980615983386,124493.50040622456,0.4726347167767355,-0.041670146951146014,-0.13953390523055864,-0.16211168702132706,-1.2075471698113207,0.0,1.0,106,98,1.048856639495542
-11.0,11.73642527225212,0.16077672002046214,1.6699640400514528e-16,3.9023466517560372,125044.53992929697,0.4616314400773948,-0.004906403222613154,-0.3972073450857035,-0.16077672002046198,-1.6126126126126126,0.0,2.0,111,99,1.0494395536859433
-10.0,11.738693500240997,0.16853509516591067,1.9190812657828692e-16,2.9873505048033366,125328.49136617829,0.4673032498673392,-0.15294288124771227,-0.11911088213922637,-0.16853509516591048,-0.9047619047619048,0.0,2.0,105,100,1.04974600135278
-10.0,11.73563120427582,0.1505675053089602,-4.389923301040334e-16,3.2731735274544187,124945.28547713438,0.4749431535742889,0.007999823411316775,-0.09364725041718028,-0.15056750530896065,-1.0865384615384615,0.0,2.0,104,101,1.0493685407634228
-11.0,11.736601619823963,0.15710477997937633,-1.4769749772817072e-16,3.878061846852411,125066.59317474671,0.47036706388410576,0.022070757033246013,-0.36480497545692636,-0.15710477997937647,-1.7747747747747749,0.0,2.0,111,102,1.0494925593958933
-11.0,11.73671698389813,0.17442100323484788,1.3620720227481288e-16,3.3713547807745243,125081.02219875708,0.47544006820084866,-0.10171409411518706,-0.41620210898250526,-0.17442100323484774,-1.2818181818181817,0.0,1.0,110,103,1.0495052822686528
-10.0,11.73526890079694,0.14229639392388746,-1.8511853461693618e-16,2.4083611445061273,124900.02556494324,0.46869704548508895,-0.12797409963415673,-0.12898368113642328,-0.14229639392388765,-0.6634615384615384,0.0,2.0,104,104,1.0493115451163746
-11.0,11.730913205563638,0.14541841577144368,2.6556003628961166e-17,3.2662906063886443,124357.18220730206,0.4709059772708195,-0.06519381772521804,-0.21462351529538287,-0.14541841577144365,-1.1415094339622642,0.0,2.0,106,105,1.0487466303339215
-11.0,11.728521789006955,0.1536086186083507,2.498276929069578e-16,2.584446764660685,124060.14769101761,0.4774040921109293,-0.11315613674837088,-0.16006018727539056,-0.15360861860835046,-0.6666666666666666,0.0,1.0,105,106,1.0484415103744384
-10.0,11.728548246505765,0.13575487770509306,-2.5661721356194947e-17,2.5898070568511424,124063.43005564898,0.4700611674737696,-0.050677231540185996,-0.11444342966247047,-0.1357548777050931,-0.6538461538461539,0.0,1.0,104,107,1.0484437742742134
-12.0,11.728881625052896,0.1300297485011376,2.678787943972475e-16,2.51424446007436,124104.7970367619,0.47622169510424667,-0.035754043610297215,-0.0410594658179657,-0.13002974850113733,-0.6601941747572816,0.0,1.0,103,108,1.0484862414925478
-11.0,11.728982603127406,0.14872481085425093,2.640717172937327e-16,3.2571015585047793,124117.32953294714,0.46055526351089254,-0.06124433370285187,-0.31412162846836084,-0.14872481085425066,-1.2407407407407407,0.0,1.0,108,109,1.0484949141292557
-11.0,11.72896706283649,0.15871769724819904,-4.127247662398088e-18,2.848303787716504,124115.40072852568,0.47584652064731814,-0.07564565328006445,-0.09985142905084277,-0.15871769724819904,-0.7047619047619048,0.0,1.0,105,110,1.048492774240204
-10.0,11.729033092258733,0.14724982212766669,-1.659228983485777e-16,2.5870776025357167,124123.59626729759,0.4732566478398331,-0.05560654869591253,-0.15322275117659842,-0.14724982212766685,-0.6190476190476191,0.0,2.0,105,111,1.048501231530153
-10.0,11.727253786620262,0.1320050263131307,2.691939987885788e-16,2.360846177656692,123902.93881932793,0.4735433767719056,-0.012970930294758265,-0.131552886400186,-0.13200502631313044,-0.5576923076923077,0.0,1.0,104,112,1.0482806363553296
-11.0,11.723224108631303,0.1544040136839014,-1.4257851682275748e-16,2.762659995264185,123404.65451092951,0.4690670697233091,-0.15595739405830145,-0.20530760847598153,-0.15440401368390153,-0.7904761904761904,0.0,1.0,105,113,1.0477625683295266
