Iteration,MaxReturn,MinReturn,MeanKL,ExplainedVariance,Perplexity,Deterministic_TrueReturn,AverageReturn,LossAfter,AverageDiscountedReturn,Entropy,TrueAverageReturn,dLoss,MeanKL_Before,StdReturn,NumTrajs
32,5.0,-1.0,0.00665365777785,0.467719773426,4.07263855341,1.0,1.5303030303,-0.00677601497235,0.483722658761,1.40429108263,1.5303030303,0.00677601497235,0.0,1.08320088192,132
33,4.0,-1.0,0.00992164904314,0.488285606756,3.99439524425,2.0,1.70454545455,-0.00795572238113,0.534210975381,1.3848921896,1.70454545455,0.00795572238113,0.0,1.09224980745,132
34,5.0,-1.0,0.00645219473967,0.493078289165,3.94858908077,5.0,1.84090909091,-0.0063277936964,0.555374363055,1.37335832036,1.84090909091,0.0063277936964,0.0,1.08592611958,132
35,5.0,-1.0,0.00654384318938,0.437668370576,3.88608574294,1.0,1.69696969697,-0.00671147741847,0.497830621593,1.35740241529,1.69696969697,0.00671147741847,0.0,1.11422886732,132
36,7.0,-1.0,0.00660479400845,0.493909907963,3.82296481276,1.0,1.95454545455,-0.00564336511729,0.527510956444,1.34102625058,1.95454545455,0.00564336511729,0.0,1.29605249358,132
37,6.0,-1.0,0.00646535807619,0.411171351667,3.76164413297,1.0,1.88636363636,-0.00642106775555,0.550583599469,1.32485613123,1.88636363636,0.00642106775555,0.0,1.21010722836,132
38,4.0,0.0,0.00650543635669,0.456676508709,3.60519313,1.0,2.09090909091,-0.00664943591594,0.598030242438,1.28237534212,2.09090909091,0.00664943591594,0.0,1.06212013141,132
39,5.0,-1.0,0.00649086551422,0.507386621212,3.61842873377,3.0,2.16666666667,-0.00663237520125,0.607742460139,1.28603988017,2.16666666667,0.00663237520125,0.0,1.16232960085,132
40,5.0,0.0,0.00995709023544,0.528283176602,3.55495294281,1.0,2.33333333333,-0.00813401612568,0.679399858204,1.26834182627,2.33333333333,0.00813401612568,0.0,1.13928916346,132
41,5.0,-1.0,0.00991920098065,0.461377422482,3.5579987545,3.0,2.16666666667,-0.00853628962458,0.606237101198,1.26919823919,2.16666666667,0.00853628962458,0.0,1.08129178263,132
42,6.0,0.0,0.00643854628938,0.4657515506,3.33485707707,5.0,2.4696969697,-0.00620910594988,0.701508976238,1.204429823,2.4696969697,0.00620910594988,0.0,1.31102200441,132
43,5.0,0.0,0.00642144364654,0.489887889484,3.38005847782,2.0,2.52272727273,-0.0065983211646,0.704178423146,1.21789301048,2.52272727273,0.0065983211646,0.0,1.1245599078,132
44,6.0,0.0,0.0065634113875,0.49930623435,3.35988260043,5.0,2.62121212121,-0.00562816263977,0.710583441569,1.21190603302,2.62121212121,0.00562816263977,0.0,1.16469727521,132
45,5.0,0.0,0.00979952930007,0.475151995379,3.26960422966,3.0,2.63636363636,-0.00720304565226,0.655608649416,1.1846689469,2.63636363636,0.00720304565226,0.0,1.22643068757,132
46,5.0,-1.0,0.0064652197321,0.49415067506,3.32666565745,2.0,2.37878787879,-0.00598100928379,0.638960112398,1.20197049828,2.37878787879,0.00598100928379,0.0,1.24639056473,132
47,6.0,0.0,0.0064084398904,0.521764743673,3.19152640119,2.0,2.59848484848,-0.00648935384404,0.662869025515,1.16049929803,2.59848484848,0.00648935384404,0.0,1.17975246816,132
48,6.0,0.0,0.00968800270325,0.519158532758,3.20206907766,1.0,2.80303030303,-0.00775375735781,0.802735004594,1.16379718763,2.80303030303,0.00775375735781,0.0,1.23361622844,132
49,5.0,0.0,0.00641134134215,0.571872869413,3.23005056043,3.0,2.70454545455,-0.00595949698849,0.694658261394,1.1724977905,2.70454545455,0.00595949698849,0.0,1.22312711723,132
50,6.0,0.0,0.00971640235627,0.494664792436,3.1018899287,4.0,2.62878787879,-0.00708013391086,0.685922201288,1.13201158015,2.62878787879,0.00708013391086,0.0,1.15079223719,132
51,6.0,0.0,0.00999191357833,0.509260614913,3.01969940006,3.0,2.94736842105,-0.00706376199181,0.726469854002,1.10515729003,2.94736842105,0.00706376199181,0.0,1.25246097278,133
52,6.0,0.0,0.00650192894533,0.516522176456,2.9078928305,3.0,2.89393939394,-0.00609132472061,0.695976195142,1.06742870566,2.89393939394,0.00609132472061,0.0,1.22633709191,132
53,7.0,0.0,0.00648585002601,0.565137834169,2.95968104495,4.0,3.05303030303,-0.00623165955508,0.867529760675,1.08508150745,3.05303030303,0.00623165955508,0.0,1.32753128103,132
54,6.0,0.0,0.00646012480632,0.625905837028,3.04686366404,5.0,2.82575757576,-0.00602855736318,0.808319238035,1.11411275468,2.82575757576,0.00602855736318,0.0,1.170963163,132
55,6.0,1.0,0.00971063543191,0.573211428124,2.85998269521,5.0,3.09090909091,-0.00706450051256,0.922616662548,1.05081557419,3.09090909091,0.00706450051256,0.0,1.19629823898,132
56,6.0,0.0,0.00654527215814,0.606965112953,2.86990650764,2.0,2.96212121212,-0.00584007705632,0.872647717023,1.05427945351,2.96212121212,0.00584007705632,0.0,1.24563056339,132
57,6.0,0.0,0.00647071036614,0.56882535318,2.77575243597,3.0,3.22727272727,-0.00605007960731,0.816371142707,1.02092185854,3.22727272727,0.00605007960731,0.0,1.33479602965,132
58,7.0,0.0,0.0096681951051,0.557703285467,2.77509704209,3.0,3.0,-0.00711917526543,0.816014688049,1.02068571671,3.0,0.00711917526543,0.0,1.30764049498,131
59,7.0,0.0,0.00644905954929,0.564973948361,2.73732202185,5.0,3.13636363636,-0.00582774658969,0.917409456326,1.00698007818,3.13636363636,0.00582774658969,0.0,1.27785762517,132
60,6.0,-1.0,0.00641255501197,0.579229111904,2.77406376966,4.0,3.02272727273,-0.00650738742618,0.913917513235,1.02031330997,3.02272727273,0.00650738742618,0.0,1.42204456463,132
61,7.0,0.0,0.00642054122771,0.571301125563,2.71938765262,3.0,3.14393939394,-0.00588414147962,0.798746405643,1.00040672725,3.14393939394,0.00588414147962,0.0,1.31502146403,132
62,7.0,0.0,0.0097740968117,0.605389898957,2.71461365412,1.0,3.30303030303,-0.0074200168894,0.930479814636,0.998649642751,3.30303030303,0.0074200168894,0.0,1.21816674195,132
63,6.0,1.0,0.00641323346608,0.535522159295,2.56273675673,2.0,3.22727272727,-0.00623876280867,0.864288021748,0.941075733065,3.22727272727,0.00623876280867,0.0,1.34045960623,132
64,6.0,1.0,0.00983869891247,0.568197720301,2.73204852777,4.0,3.11450381679,-0.00747198566527,0.889777552557,1.00505170428,3.11450381679,0.00747198566527,0.0,1.22094458098,131
65,7.0,0.0,0.00982573851251,0.567995018335,2.69044544719,1.0,3.15151515152,-0.00780733532206,0.7684800233,0.989706773655,3.15151515152,0.00780733532206,0.0,1.31704932195,132
66,7.0,-1.0,0.00990594788619,0.608761351952,2.77952089336,3.0,3.15151515152,-0.00688239701835,0.905624671033,1.02227857233,3.15151515152,0.00688239701835,0.0,1.34550231965,132
67,6.0,1.0,0.00643333703576,0.62101759099,2.59710573968,1.0,3.33333333333,-0.00617379878164,0.943287328302,0.95439764794,3.33333333333,0.00617379878164,0.0,1.15251153065,132
68,7.0,1.0,0.00651721793679,0.568162728318,2.5730038509,3.0,3.38636363636,-0.00629786519513,0.88596688194,0.945074029957,3.38636363636,0.00629786519513,0.0,1.32372138005,132
69,6.0,0.0,0.00655494275195,0.564333379485,2.56077575786,4.0,3.15909090909,-0.00600489780556,0.821154798655,0.940310243003,3.15909090909,0.00600489780556,0.0,1.2958532082,132
70,7.0,0.0,0.00987314557904,0.640308302483,2.61768524869,4.0,3.19083969466,-0.00773118344253,0.88645798764,0.962290434398,3.19083969466,0.00773118344253,0.0,1.42558146067,131
71,8.0,1.0,0.00651570152256,0.595205014348,2.47628377737,2.0,3.62121212121,-0.00646423105435,1.00877695393,0.906758959469,3.62121212121,0.00646423105435,0.0,1.32304918156,132
72,7.0,1.0,0.00973167143285,0.645571595829,2.49715153309,5.0,3.46212121212,-0.00814770368885,0.943179582234,0.915150695515,3.46212121212,0.00814770368885,0.0,1.2395337774,132
73,7.0,1.0,0.00658563531705,0.610639303627,2.55871116954,1.0,3.29545454545,-0.00631853924338,0.97423196647,0.939503682322,3.29545454545,0.00631853924338,0.0,1.34693049675,132
74,6.0,1.0,0.00990679424661,0.683502867319,2.5045482443,5.0,3.5303030303,-0.00779232141389,1.04984918289,0.918108376676,3.5303030303,0.00779232141389,0.0,1.1510166385,132
75,7.0,0.0,0.00989232139864,0.673341041282,2.46021247533,5.0,3.29545454545,-0.00786442500502,0.870378084687,0.900247718299,3.29545454545,0.00786442500502,0.0,1.40204740098,132
76,7.0,-1.0,0.00980807159635,0.579935360858,2.38140948438,5.0,3.48484848485,-0.00811660048096,0.986849533368,0.867692532717,3.48484848485,0.00811660048096,0.0,1.33986005875,132
77,7.0,1.0,0.00987103279773,0.616611376927,2.4491543757,1.0,3.2803030303,-0.00738601062539,0.921427400521,0.895742812203,3.2803030303,0.00738601062539,0.0,1.3332257188,132
78,7.0,1.0,0.00998570802028,0.646394908851,2.38476888261,6.0,3.52272727273,-0.00762750941549,1.03892594932,0.869102215077,3.52272727273,0.00762750941549,0.0,1.25810047469,132
79,7.0,0.0,0.00999117921613,0.634677737262,2.36132992225,3.0,3.40151515152,-0.00790023306623,0.919441254468,0.859224986693,3.40151515152,0.00790023306623,0.0,1.41881218184,132
80,6.0,0.0,0.00992014358326,0.624449043109,2.37188221794,6.0,3.40909090909,-0.00746568348156,0.991109294161,0.863683824736,3.40909090909,0.00746568348156,0.0,1.33117938967,132
81,7.0,0.0,0.00990493313137,0.668751864267,2.33352956324,1.0,3.51127819549,-0.00813357476228,0.960260888104,0.84738195538,3.51127819549,0.00813357476228,0.0,1.41748767139,133
82,6.0,-2.0,0.0099074147148,0.629299590717,2.33524157877,5.0,3.45454545455,-0.00787340183751,0.89236580886,0.848115345628,3.45454545455,0.00787340183751,0.0,1.35603944456,132
83,7.0,1.0,0.00999858008664,0.630783724779,2.32675727417,4.0,3.54545454545,-0.00848163512381,1.00385318624,0.844475570401,3.54545454545,0.00848163512381,0.0,1.31635191691,132
84,6.0,1.0,0.00646017578377,0.621799059414,2.27718308267,4.0,3.57575757576,-0.00647125814063,0.953107867168,0.822939189062,3.57575757576,0.00647125814063,0.0,1.25602313794,132
85,6.0,0.0,0.00641551741598,0.688644120254,2.25609935518,7.0,3.63636363636,-0.00652194373928,1.00061000702,0.813637373083,3.63636363636,0.00652194373928,0.0,1.45265028051,132
86,7.0,1.0,0.00990386535738,0.656060037179,2.25662004959,3.0,3.66666666667,-0.0074777358522,1.07827490987,0.813868140549,3.66666666667,0.0074777358522,0.0,1.30654915984,132
87,7.0,1.0,0.00995624501918,0.675000138893,2.23347823669,6.0,3.44696969697,-0.00781418314929,1.00742020474,0.803560117724,3.44696969697,0.00781418314929,0.0,1.23284835227,132
88,7.0,0.0,0.00647688455147,0.691471341805,2.22221640284,3.0,3.56818181818,-0.0064963133511,1.01577659195,0.798505077493,3.56818181818,0.0064963133511,0.0,1.36622229556,132
89,7.0,1.0,0.00661770847719,0.678667323909,2.18320010056,4.0,3.93939393939,-0.00602957806097,1.1433521945,0.780791736471,3.93939393939,0.00602957806097,0.0,1.32434990202,132
90,7.0,1.0,0.0099043624602,0.648153022886,2.24250464376,4.0,3.50381679389,-0.00811421273808,0.987639780906,0.807593385743,3.50381679389,0.00811421273808,0.0,1.3443352783,131
91,7.0,0.0,0.00640750887951,0.590912356681,2.23329236012,1.0,3.65151515152,-0.00697476344957,1.07660317723,0.803476891348,3.65151515152,0.00697476344957,0.0,1.4033771415,132
92,7.0,1.0,0.00640564547047,0.634537873298,2.24353041919,4.0,3.26515151515,-0.00573199563121,0.942707134891,0.808050705151,3.26515151515,0.00573199563121,0.0,1.30766880529,132
93,7.0,1.0,0.00992770120122,0.643827259945,2.17219003261,2.0,3.72727272727,-0.00784105624835,1.04273163641,0.775735890238,3.72727272727,0.00784105624835,0.0,1.21910864787,132
94,8.0,1.0,0.00980095104924,0.674303006093,2.18090835378,5.0,3.59541984733,-0.00771831516475,0.979044635129,0.779741466063,3.59541984733,0.00771831516475,0.0,1.3179826474,131
95,8.0,1.0,0.00974117024313,0.613207978289,2.19185774071,5.0,3.7196969697,-0.00751399031504,1.03752470697,0.784749467668,3.7196969697,0.00751399031504,0.0,1.32753128103,132
96,7.0,1.0,0.00645596036615,0.675137965905,2.19787107536,3.0,3.57894736842,-0.00610411931068,0.987530386977,0.787489198828,3.57894736842,0.00610411931068,0.0,1.32194050982,133
97,6.0,1.0,0.00994426187057,0.628080147888,2.17827564799,5.0,3.69696969697,-0.00768750958225,1.05602117074,0.778533576646,3.69696969697,0.00768750958225,0.0,1.21193180338,132
98,8.0,0.0,0.0098786887347,0.54233100342,2.16425417615,5.0,3.67424242424,-0.00853505522361,0.906755269652,0.772075810719,3.67424242424,0.00853505522361,0.0,1.45901695901,132
99,6.0,1.0,0.00643122241478,0.660299544196,2.21608737622,2.0,3.5037593985,-0.00645721927471,0.950903278488,0.795743197811,3.5037593985,0.00645721927471,0.0,1.08040691409,133
100,6.0,0.0,0.00645018288553,0.629352536562,2.21461613943,3.0,3.5,-0.00675072858888,1.04445302382,0.795079087996,3.5,0.00675072858888,0.0,1.15141546618,132
101,7.0,1.0,0.00645675822625,0.648586195255,2.2104512621,2.0,3.64393939394,-0.00681421468831,1.08541299152,0.793196685681,3.64393939394,0.00681421468831,0.0,1.24397076696,132
102,7.0,1.0,0.00991617875529,0.657352151301,2.22006582723,4.0,3.59090909091,-0.00839493570185,1.02501783671,0.797536847349,3.59090909091,0.00839493570185,0.0,1.3082173011,132
103,7.0,1.0,0.00977166314901,0.587758258459,2.16656045585,5.0,3.63636363636,-0.00790974316117,0.997622076818,0.773140866657,3.63636363636,0.00790974316117,0.0,1.32157348408,132
104,7.0,1.0,0.00640639040107,0.633626774033,2.18698035748,0.0,3.59398496241,-0.00605260998445,0.934229227281,0.782521760164,3.59398496241,0.00605260998445,0.0,1.20173805201,133
105,7.0,1.0,0.00988156517866,0.641485505577,2.15357205983,3.0,3.75757575758,-0.00744996554913,1.05383851566,0.767127886682,3.75757575758,0.00744996554913,0.0,1.26802884563,132
106,8.0,1.0,0.0094684383558,0.621051521152,2.14647651701,3.0,3.71212121212,-0.00801350291226,1.02775945975,0.763827668491,3.71212121212,0.00801350291226,0.0,1.37361667622,132
107,7.0,1.0,0.00643505667473,0.632993436713,2.07707492111,3.0,3.67424242424,-0.00738683283597,0.99892604802,0.730960616033,3.67424242424,0.00738683283597,0.0,1.41151225653,132
108,7.0,1.0,0.00984091908879,0.663529032915,2.13557042811,2.0,3.68939393939,-0.00736507222786,1.01923687617,0.758733790436,3.68939393939,0.00736507222786,0.0,1.41492357518,132
109,7.0,1.0,0.0098947160506,0.657728746847,2.12935667689,3.0,3.87878787879,-0.00775688688555,1.00396426577,0.755819904473,3.87878787879,0.00775688688555,0.0,1.3653188274,132
110,8.0,0.0,0.00646344311932,0.62842098269,2.04986191915,1.0,3.86363636364,-0.00587211621137,1.05582548919,0.71777243437,3.86363636364,0.00587211621137,0.0,1.3968185023,132
111,7.0,0.0,0.00985760546651,0.651684009593,2.13229289191,6.0,3.54545454545,-0.00735773941919,1.09128470166,0.757197875814,3.54545454545,0.00735773941919,0.0,1.19572240345,132
112,7.0,1.0,0.00660054110738,0.724618305201,2.09692338211,5.0,3.90151515152,-0.00606210977626,1.15679550421,0.740471214346,3.90151515152,0.00606210977626,0.0,1.33064035897,132
113,7.0,1.0,0.0099221434689,0.666819988514,2.06254845741,4.0,3.69696969697,-0.00810632096768,1.01281074035,0.723942333453,3.69696969697,0.00810632096768,0.0,1.29649524032,132
114,7.0,1.0,0.00640732862393,0.652910671399,2.05238562099,4.0,3.79545454545,-0.00677612630704,1.10315871916,0.719002834113,3.79545454545,0.00677612630704,0.0,1.21067622203,132
115,7.0,0.0,0.00998969622489,0.638585926984,2.05135204396,5.0,3.89393939394,-0.00876616311059,1.07690506815,0.718499109392,3.89393939394,0.00876616311059,0.0,1.38311010845,132
116,7.0,1.0,0.00985812248233,0.670237937727,2.00870242588,6.0,3.99242424242,-0.0076716479316,1.07368666611,0.697488954342,3.99242424242,0.0076716479316,0.0,1.28803474991,132
117,8.0,1.0,0.00648228286994,0.671448342202,2.019654656,2.0,4.03787878788,-0.00603517809287,1.04173757217,0.702926534423,4.03787878788,0.00603517809287,0.0,1.31659169156,132
118,8.0,1.0,0.00984036356783,0.616459859313,2.04106087955,3.0,3.84848484848,-0.00806996511954,1.08088505861,0.713469711679,3.84848484848,0.00806996511954,0.0,1.47445340918,132
119,7.0,0.0,0.0064348943006,0.672375187086,2.00199713969,5.0,3.89393939394,-0.00625441500782,1.06472688991,0.694145252168,3.89393939394,0.00625441500782,0.0,1.25684535196,132
120,7.0,1.0,0.00986950535799,0.675885121786,2.01490842121,3.0,3.87121212121,-0.00814533611156,1.17886968805,0.700573745835,3.87121212121,0.00814533611156,0.0,1.2395337774,132
121,7.0,1.0,0.00641554335022,0.712267648426,2.01238859186,4.0,3.69696969697,-0.00664384173395,1.05149074356,0.699322370697,3.69696969697,0.00664384173395,0.0,1.21816674195,132
122,7.0,1.0,0.00993825434379,0.640199957254,1.97494839723,4.0,3.97727272727,-0.00756422510904,1.13628096413,0.680542270028,3.97727272727,0.00756422510904,0.0,1.23990413297,132
123,7.0,1.0,0.00644982767134,0.625210078528,1.97123810059,3.0,4.00757575758,-0.00712307332204,1.20482958996,0.678661822799,4.00757575758,0.00712307332204,0.0,1.3455663003,132
124,7.0,1.0,0.00641064058233,0.659823353355,1.98685008176,5.0,3.91666666667,-0.00590404177986,1.12079402837,0.686550511179,3.91666666667,0.00590404177986,0.0,1.27945103443,132
125,7.0,1.0,0.00985383296204,0.676534282025,2.01238991402,6.0,3.86259541985,-0.00822037385555,1.13384446785,0.699323027705,3.86259541985,0.00822037385555,0.0,1.21544361756,131
126,7.0,0.0,0.00646220019808,0.687994962363,1.96818207327,6.0,3.83333333333,-0.00664009641373,1.03652494949,0.677110311257,3.83333333333,0.00664009641373,0.0,1.44687053444,132
127,7.0,1.0,0.00986212374182,0.598038703204,1.95438182388,4.0,3.91666666667,-0.00784880545071,1.07822373871,0.670073940817,3.91666666667,0.00784880545071,0.0,1.41443674766,132
128,7.0,1.0,0.00993073632349,0.693705826775,1.99188484514,6.0,3.76515151515,-0.00787136481158,1.08426071513,0.689081348824,3.76515151515,0.00787136481158,0.0,1.23005203441,132
129,7.0,1.0,0.00981371237331,0.661058898593,1.99983927271,4.0,3.76515151515,-0.00725939866426,1.08060755397,0.693066813684,3.76515151515,0.00725939866426,0.0,1.47123864783,132
130,7.0,0.0,0.0064936525581,0.660834202493,1.97802444418,4.0,3.97727272727,-0.00648299666673,1.14033599131,0.682098591154,3.97727272727,0.00648299666673,0.0,1.41670717816,132
131,8.0,0.0,0.00640653572295,0.680490284446,1.97140459728,3.0,3.83333333333,-0.00561064321334,1.11995643692,0.678746282232,3.83333333333,0.00561064321334,0.0,1.51840559652,132
132,7.0,1.0,0.00996127553476,0.693312131016,1.96846496762,4.0,3.94696969697,-0.00808539530893,1.12351375796,0.677254034759,3.94696969697,0.00808539530893,0.0,1.31029949121,132
133,7.0,1.0,0.00987007428389,0.720153054458,2.01788762824,3.0,3.84848484848,-0.00765213063926,1.16319367591,0.702051235661,3.84848484848,0.00765213063926,0.0,1.49486417993,132
134,7.0,1.0,0.0065458367577,0.664050642681,1.93485317848,4.0,4.18320610687,-0.00634391955418,1.17198005678,0.660031446849,4.18320610687,0.00634391955418,0.0,1.28883358544,131
135,8.0,0.0,0.00975918918117,0.686228779319,1.97548166746,3.0,3.91603053435,-0.00805668454007,1.09678411315,0.680812250877,3.91603053435,0.00805668454007,0.0,1.4251726449,131
136,8.0,1.0,0.00655306213015,0.660342189711,1.93084968385,4.0,4.1954887218,-0.00681303157254,1.19339558328,0.657960156734,4.1954887218,0.00681303157254,0.0,1.37353419678,133
137,7.0,1.0,0.00962533131668,0.686101075661,1.97086969686,4.0,3.75757575758,-0.00708462121152,1.04305632746,0.678474915815,3.75757575758,0.00708462121152,0.0,1.24997704295,132
138,7.0,1.0,0.00996153157744,0.673292989936,1.91549435113,6.0,3.96946564885,-0.00806821914974,1.11628400487,0.649975736121,3.96946564885,0.00806821914974,0.0,1.38662604026,131
139,7.0,1.0,0.00995840295044,0.727373478143,1.90183303471,5.0,4.15151515152,-0.00763888615073,1.12539531949,0.642818176205,4.15151515152,0.00763888615073,0.0,1.34550231965,132
140,7.0,0.0,0.00640140479326,0.672262302125,1.95318480761,3.0,3.72727272727,-0.00558177510144,1.0813875668,0.669461274968,3.72727272727,0.00558177510144,0.0,1.42004539562,132
141,7.0,0.0,0.00987916848963,0.669600177183,1.90762494285,4.0,4.09923664122,-0.00803503479476,1.11932654084,0.645858982872,4.09923664122,0.00803503479476,0.0,1.36954308886,131
142,7.0,1.0,0.00992440655412,0.64479574418,1.90755297829,4.0,3.95454545455,-0.00824521844359,1.11953197251,0.64582125747,3.95454545455,0.00824521844359,0.0,1.35882991312,132
143,8.0,1.0,0.00640468126777,0.68569267775,1.94181600057,6.0,4.05303030303,-0.00569967334534,1.2414820448,0.663623617989,4.05303030303,0.00569967334534,0.0,1.42655759605,132
